date,city,houseType,status,numberRooms,numberBathrooms,numberKitchens,numberBalconies,elevator,carParking,heating,houseSpace,PriceType_JOD,PriceType_NIS,PriceType_USD,price
2020-06-13,JR,apartment,B,3,2,1,2,0,0,0,150.0,0,1,0,1700
2020-06-11,N,apartment,A,3,2,1,1,1,1,0,135.0,0,1,0,650
2020-06-11,B,apartment,B,2,2,1,0,0,1,1,140.0,0,1,0,1100
2020-06-11,N,apartment,B,3,1,1,0,0,0,0,130.0,1,0,0,2500
2020-06-11,RB,apartment,A,1,1,1,1,1,1,1,75.0,0,0,1,500
2020-06-15,T,apartment,C,2,1,1,0,0,1,0,50.0,0,1,0,900
2020-06-11,RB,Roof,A,3,2,1,1,1,1,1,160.0,0,0,1,700
2020-06-11,RB,apartment,A,1,1,1,0,1,0,0,140.0,0,0,1,450
2020-06-11,RB,apartment,A,3,2,1,1,1,1,0,140.0,0,0,1,700
2020-06-11,RB,apartment,B,1,1,1,0,0,0,0,40.0,0,1,0,1300
2020-06-11,RB,apartment,A,3,2,1,2,1,1,0,150.0,0,0,1,700
2020-06-15,RB,apartment,B,3,1,1,1,1,1,0,150.0,0,0,1,450
2020-06-11,RB,apartment,A,3,2,1,1,1,1,1,140.0,0,0,1,700
2020-06-11,RB,apartment,A,3,3,1,1,1,1,0,180.0,0,0,1,750
2020-06-11,RB,apartment,B,3,2,1,1,1,1,1,150.0,0,0,1,450
2020-06-11,RB,apartment,A,1,1,1,0,0,0,0,140.0,0,0,1,300
2020-06-11,JN,apartment,B,6,2,1,1,0,1,0,205.0,1,0,0,160
2020-06-11,RB,apartment,B,2,2,1,1,1,0,0,140.0,0,0,1,500
2020-06-11,RB,apartment,B,3,2,1,1,1,1,0,136.0,0,1,0,1200
2020-06-13,RB,apartment,B,3,3,1,0,1,1,0,150.0,0,1,0,1800
2020-06-13,RB,apartment,B,2,1,1,0,0,0,0,140.0,0,1,0,1300
2020-06-13,RB,apartment,B,3,1,1,1,0,1,0,140.0,0,0,1,100
2020-06-13,B,apartment,B,2,2,1,2,1,1,0,130.0,0,1,0,2200
2020-06-13,RB,apartment,A,2,1,1,1,0,0,0,140.0,0,1,0,1300
2020-06-13,RB,apartment,A,3,2,1,1,0,1,0,170.0,0,1,0,350
2020-06-13,N,apartment,A,3,2,1,0,0,1,1,147.0,0,1,0,2500
2020-06-13,RB,apartment,A,1,1,1,1,1,0,0,35.0,0,0,1,300
2020-06-20,RB,Roof,B,3,1,1,1,1,0,0,135.0,0,1,0,1700
2020-06-13,RB,apartment,A,1,1,1,0,1,1,0,45.0,0,0,1,450
2020-06-13,H,apartment,B,3,2,1,1,0,1,0,135.0,1,0,0,2800
2020-06-13,J,apartment,A,3,3,1,3,0,0,0,140.0,0,1,0,1300
2020-06-13,RB,apartment,B,3,1,1,1,0,0,0,130.0,0,1,0,1250
2020-06-13,H,apartment,B,4,2,2,1,1,1,0,140.0,0,1,0,1300
2020-06-13,RB,apartment,A,3,1,1,2,0,0,0,130.0,0,1,0,1000
2020-06-13,RB,apartment,B,3,2,1,1,0,1,0,140.0,0,1,0,2000
2020-06-13,RB,apartment,A,3,2,1,1,1,1,1,135.0,0,0,1,750
2020-06-13,RB,apartment,B,3,2,1,1,1,1,0,160.0,0,0,1,600
2020-06-13,RB,apartment,B,3,3,1,2,1,1,0,155.0,0,1,0,1450
2020-06-13,N,apartment,C,4,2,1,2,0,1,0,150.0,1,0,0,2500
2020-06-13,RB,apartment,B,3,3,1,2,1,1,0,170.0,0,0,1,450
2020-06-13,RB,apartment,A,3,3,1,0,1,1,0,140.0,0,0,1,700
2020-06-13,RB,apartment,C,3,3,1,1,1,1,1,160.0,0,0,1,600
2020-06-13,RB,Roof,C,3,2,1,1,1,1,1,140.0,0,0,1,550
2020-06-13,RB,apartment,B,3,2,1,1,1,1,0,140.0,0,1,0,1600
2020-06-13,RB,apartment,B,3,3,1,2,1,1,0,175.0,0,0,1,450
2020-06-13,RB,apartment,B,2,1,1,1,1,1,0,140.0,0,0,1,350
2020-06-16,B,apartment,A,1,2,1,0,0,1,0,140.0,0,1,0,1300
2020-06-13,RB,apartment,B,3,2,1,3,0,0,0,140.0,0,1,0,1100
2020-06-14,N,apartment,B,3,2,1,3,1,1,1,230.0,1,0,0,3700
2020-06-14,N,apartment,A,3,2,1,1,1,1,0,115.0,0,1,0,2100
2020-06-20,RB,apartment,A,2,2,1,0,1,1,1,100.0,0,1,0,2800
2020-06-14,RB,apartment,A,1,1,1,0,1,1,1,65.0,0,0,1,550
2020-06-13,RB,apartment,A,3,2,1,1,1,1,1,180.0,0,0,1,650
2020-06-13,RB,apartment,A,3,2,1,1,1,1,0,160.0,0,0,1,600
2020-06-13,RB,apartment,B,3,2,1,1,1,1,0,160.0,0,0,1,450
2020-06-13,RB,apartment,A,2,2,1,1,1,1,1,160.0,0,0,1,1100
2020-06-13,RB,apartment,A,2,1,1,1,0,0,0,120.0,0,0,1,400
2020-06-13,RB,apartment,B,2,2,1,1,1,1,0,125.0,0,0,1,450
2020-06-13,RB,apartment,B,3,2,1,1,1,1,0,160.0,0,0,1,600
2020-06-14,RB,apartment,A,2,2,1,0,0,0,0,140.0,0,1,0,400
2020-06-14,N,apartment,A,3,2,1,1,0,0,0,140.0,0,1,0,2500
2020-06-13,RB,apartment,B,2,1,1,1,1,0,0,135.0,0,1,0,1500
2020-06-14,T,apartment,B,3,1,1,0,0,0,0,140.0,0,1,0,500
2020-06-14,JN,apartment,B,3,1,1,1,0,1,0,100.0,0,1,0,1000
2020-06-14,JN,apartment,B,4,1,1,1,0,1,0,145.0,1,0,0,250
2020-06-14,N,apartment,B,2,2,1,1,1,1,0,130.0,0,1,0,18000
2020-06-17,N,apartment,B,3,2,1,2,1,1,0,150.0,0,1,0,20000
2020-06-14,RB,apartment,B,2,1,1,1,0,0,0,140.0,0,1,0,1200
2020-06-21,H,apartment,B,3,2,1,0,1,1,0,145.0,1,0,0,3500
2020-06-14,H,apartment,B,3,2,1,2,1,1,0,145.0,1,0,0,3500
2020-06-14,N,apartment,B,3,1,1,0,0,0,0,70.0,1,0,0,1800
2020-06-14,RB,apartment,A,1,1,1,0,1,0,0,140.0,0,0,1,450
2020-06-14,RB,apartment,A,1,1,1,0,0,0,0,140.0,0,1,0,400
2020-06-14,RB,apartment,B,2,2,1,1,1,1,0,140.0,0,0,1,1400
2020-06-14,RB,apartment,A,1,1,1,0,0,0,0,140.0,0,1,0,1200
2020-06-14,N,apartment,B,3,2,1,2,0,1,0,160.0,1,0,0,2800
2020-06-14,RB,apartment,B,4,1,1,1,0,0,0,140.0,0,1,0,450
2020-10-14,RB,apartment,A,1,1,1,0,0,0,0,140.0,0,0,1,300
2020-06-14,RB,apartment,B,3,2,1,1,1,1,1,150.0,0,0,1,500
2020-06-14,RB,apartment,B,3,2,1,1,1,1,1,160.0,0,0,1,550
2020-06-14,RB,apartment,A,3,3,1,1,1,1,1,175.0,0,0,1,600
2020-06-14,RB,apartment,B,3,2,1,0,1,1,1,170.0,0,0,1,500
2020-06-14,RB,apartment,A,1,1,1,1,0,0,0,140.0,0,1,0,1400
2020-06-14,RB,apartment,A,2,2,1,1,0,0,0,140.0,0,1,0,300
2020-06-14,RB,apartment,A,3,2,1,0,0,0,0,140.0,0,0,1,700
2020-06-14,RB,apartment,B,3,3,1,1,1,1,0,140.0,0,0,1,600
2020-06-14,RB,apartment,B,3,2,1,2,1,1,0,145.0,0,0,1,500
2020-06-15,RB,apartment,A,3,1,1,0,0,0,0,120.0,0,0,1,450
2020-06-14,RB,apartment,A,3,2,1,1,1,1,0,150.0,0,0,1,700
2020-06-15,RB,apartment,B,3,2,1,0,0,1,0,150.0,0,0,1,500
2020-06-15,N,apartment,B,3,1,1,1,0,0,0,135.0,1,0,0,2000
2020-06-15,RB,apartment,B,3,3,1,1,1,1,0,130.0,0,1,0,1500
2020-06-15,T,apartment,B,3,3,1,1,1,0,0,135.0,0,1,0,1800
2020-06-15,RB,apartment,B,2,2,1,2,1,1,1,125.0,0,0,1,450
2020-06-15,RB,apartment,B,3,2,1,1,0,0,0,140.0,0,1,0,1200
2020-06-15,RB,apartment,B,3,2,1,1,0,0,0,140.0,0,1,0,1500
2020-06-15,RB,apartment,A,1,1,1,0,0,0,0,140.0,0,0,1,400
2020-06-17,RB,apartment,B,2,1,1,0,0,0,0,140.0,0,1,0,1500
2020-06-16,RB,apartment,A,4,2,1,1,0,1,0,160.0,0,1,0,2000
2020-06-16,RB,apartment,B,3,2,1,2,0,1,0,160.0,0,1,0,1100
2020-06-21,N,apartment,B,3,2,1,3,1,1,1,225.0,1,0,0,3700
2020-06-15,N,apartment,A,1,1,1,0,0,0,0,140.0,0,1,0,1300
2020-06-15,RB,apartment,A,1,1,1,0,0,0,0,45.0,0,1,0,1300
2020-06-15,N,apartment,B,3,2,1,2,1,1,0,170.0,1,0,0,3500
2020-06-18,RB,apartment,B,3,2,1,1,1,1,0,150.0,0,0,1,500
2020-06-15,RB,apartment,A,2,1,1,1,0,0,0,125.0,0,0,1,400
2020-06-15,H,apartment,B,4,2,1,0,0,0,0,130.0,1,0,0,2000
2020-06-15,RB,apartment,A,3,2,1,1,1,1,0,140.0,0,0,1,600
2020-06-15,RB,apartment,A,1,1,1,1,0,0,0,140.0,0,0,1,400
2020-06-15,RB,apartment,B,3,2,1,1,0,0,0,140.0,0,1,0,1500
2020-06-15,RB,apartment,A,2,2,1,2,0,0,0,140.0,0,1,0,500
2020-06-15,RB,apartment,B,2,2,1,1,1,1,0,150.0,0,0,1,450
2020-06-15,RB,apartment,B,3,3,1,1,1,1,1,170.0,0,0,1,550
2020-06-15,RB,apartment,A,3,3,1,1,1,1,0,170.0,0,0,1,550
2020-06-16,RB,apartment,A,2,2,1,0,0,0,0,120.0,0,0,1,350
2020-06-16,RB,apartment,B,4,3,1,1,0,1,0,150.0,0,0,1,600
2020-06-16,RB,apartment,B,2,1,1,0,0,0,0,140.0,0,1,0,1300
2020-06-20,T,apartment,B,4,3,1,1,1,0,0,135.0,0,1,0,1500
2020-06-16,RB,apartment,B,3,3,1,1,1,1,0,160.0,0,0,1,600
2020-06-16,RB,apartment,B,2,1,1,0,0,0,0,0.0,0,1,0,900
2020-06-16,RB,apartment,A,3,3,1,2,1,1,1,190.0,0,0,1,1000
2020-06-16,RB,apartment,D,3,3,1,1,1,1,0,140.0,1,0,0,100
2020-06-16,RB,apartment,B,2,1,1,0,0,1,0,125.0,0,1,0,1200
2020-06-16,RB,apartment,B,3,3,1,1,1,1,1,170.0,0,0,1,550
2020-06-16,J,apartment,B,3,2,1,1,0,0,0,140.0,0,1,0,1000
2020-06-21,RB,apartment,B,3,3,1,1,1,1,0,160.0,0,0,1,550
2020-06-16,RB,apartment,A,3,3,1,2,1,1,1,170.0,0,0,1,950
2020-06-16,RB,apartment,B,2,3,1,2,0,0,0,125.0,0,0,1,450
2020-06-17,RB,apartment,B,3,2,1,2,1,1,1,120.0,0,0,1,500
2020-06-16,RB,apartment,B,3,3,1,0,1,1,0,160.0,0,1,0,1700
2020-06-16,RB,apartment,B,2,2,1,1,1,1,0,125.0,0,0,1,450
2020-06-16,RB,apartment,B,2,3,1,2,1,1,0,140.0,0,0,1,450
2020-06-16,RB,apartment,B,3,2,1,0,1,1,0,140.0,0,1,0,1600
2020-06-16,RB,apartment,B,3,2,1,1,1,1,0,160.0,0,0,1,500
2020-06-16,RB,apartment,B,3,3,1,1,1,1,1,165.0,0,0,1,600
2020-06-16,RB,apartment,B,3,3,1,1,1,1,1,180.0,0,0,1,650
2020-06-18,RB,apartment,B,3,2,1,0,0,1,0,120.0,0,1,0,1100
2020-06-16,RB,apartment,A,3,2,1,1,1,1,1,180.0,0,0,1,700
2020-06-16,RB,apartment,B,3,2,1,1,1,1,0,160.0,0,0,1,600
2020-06-17,RB,apartment,B,3,1,1,1,0,1,0,140.0,0,1,0,350
2020-06-17,RB,apartment,A,3,2,1,1,1,1,1,150.0,0,0,1,700
2020-06-16,RB,apartment,A,1,1,1,0,0,0,0,140.0,0,1,0,1400
2020-06-16,RB,apartment,B,3,2,1,1,1,1,0,140.0,0,0,1,500
2020-06-17,T,apartment,C,3,1,1,0,0,0,0,140.0,0,1,0,650
2020-06-17,RB,apartment,A,1,2,1,0,1,1,0,140.0,0,1,0,1900
2020-06-17,RB,apartment,B,3,2,1,1,1,0,0,140.0,0,1,0,1500
2020-06-17,RB,apartment,A,3,3,1,1,1,0,0,140.0,0,0,1,600
2020-06-17,RB,apartment,B,3,2,1,1,1,0,0,140.0,0,1,0,1700
2020-06-17,N,villa,A,2,2,1,2,1,1,1,160.0,0,1,0,1000
2020-06-21,RB,apartment,B,3,2,1,2,0,1,0,185.0,0,1,0,1300
2020-06-20,T,apartment,B,2,2,1,1,0,0,0,135.0,1,0,0,2500
2020-06-17,RB,apartment,B,3,3,1,1,1,1,1,165.0,0,0,1,600
2020-06-20,RB,apartment,A,1,1,1,0,1,1,1,100.0,0,0,1,400
2020-06-17,RB,apartment,B,3,3,1,0,1,1,0,170.0,0,0,1,500
2020-06-17,RB,apartment,B,3,2,1,2,1,1,0,180.0,0,0,1,550
2020-06-20,RB,apartment,A,3,3,1,2,1,1,0,180.0,0,0,1,800
2020-06-25,RB,apartment,B,3,3,1,0,1,1,0,170.0,0,0,1,700
2020-06-17,RB,apartment,B,3,2,1,1,1,1,0,140.0,0,1,0,1800
2020-06-17,RB,apartment,B,3,3,1,1,1,1,1,1.0,0,0,1,550
2020-06-17,RB,apartment,B,2,1,1,1,1,1,0,140.0,0,0,1,350
2020-06-17,RB,apartment,B,2,2,1,1,0,1,1,140.0,0,1,0,1600
2020-06-17,RB,apartment,A,3,2,1,1,1,1,0,150.0,0,0,1,600
2020-06-17,RB,apartment,B,3,3,1,1,1,1,0,160.0,0,0,1,600
2020-06-18,N,apartment,C,5,2,1,2,1,1,1,180.0,1,0,0,3400
2020-06-17,RB,apartment,A,3,2,1,1,1,1,0,150.0,0,0,1,700
2020-06-17,RB,apartment,B,3,2,1,1,1,1,0,160.0,0,0,1,600
2020-06-18,RB,Roof,A,2,2,1,1,0,0,0,140.0,0,1,0,300
2020-06-17,N,villa,A,2,2,1,2,0,1,0,160.0,0,1,0,500
2020-06-18,N,apartment,C,2,1,1,1,0,1,0,100.0,1,0,0,2000
2020-06-18,RB,apartment,A,2,1,1,1,1,1,0,110.0,0,1,0,2000
2020-06-17,RB,apartment,B,3,3,1,1,1,1,0,145.0,0,1,0,2000
2020-06-18,T,apartment,A,1,1,1,0,0,1,0,140.0,0,1,0,1200
2020-06-18,RB,apartment,B,2,1,1,0,0,0,0,140.0,0,1,0,1000
2020-06-18,JN,apartment,C,2,1,1,1,0,1,0,75.0,0,1,0,700
2020-06-18,RB,apartment,A,3,2,1,1,0,0,0,150.0,0,1,0,400
2020-06-18,RB,apartment,B,2,1,1,0,1,1,1,100.0,0,1,0,1200
2020-06-18,RB,apartment,B,3,2,1,1,1,0,0,140.0,0,1,0,1250
2020-06-18,N,apartment,D,3,2,1,1,1,0,0,120.0,0,1,0,1400
2020-06-18,N,apartment,B,2,1,1,1,0,0,0,90.0,1,0,0,1700
2020-06-18,N,apartment,C,3,1,1,0,0,0,0,140.0,1,0,0,1700
2020-06-23,RB,apartment,B,3,3,1,1,1,1,0,170.0,0,1,0,2000
2020-06-18,RB,apartment,A,2,2,1,0,1,1,1,115.0,0,0,1,500
2020-06-23,RB,apartment,B,2,1,1,1,0,1,0,130.0,0,1,0,1200
2020-06-18,RB,apartment,B,3,2,1,1,1,1,0,140.0,0,1,0,1800
2020-06-18,RB,apartment,B,2,3,1,2,1,1,0,140.0,0,0,1,450
2020-06-18,RB,apartment,B,2,2,1,1,0,1,0,135.0,0,1,0,1350
2020-06-18,RB,apartment,A,3,3,1,1,1,1,1,170.0,0,0,1,650
2020-06-18,RB,apartment,A,2,3,1,1,1,1,1,160.0,0,0,1,1100
2020-06-18,RB,apartment,A,1,1,1,1,0,0,0,140.0,0,1,0,1400
2020-06-18,RB,apartment,A,3,2,1,2,1,1,0,160.0,0,0,1,700
2020-06-18,RB,apartment,A,3,3,1,1,1,1,1,180.0,0,0,1,1250
2020-06-18,RB,apartment,B,3,2,1,1,1,1,0,133.0,0,0,1,550
2020-06-18,RB,apartment,B,1,1,1,0,1,1,0,140.0,0,0,1,350
2020-06-20,RB,apartment,B,3,1,1,0,0,0,0,180.0,0,1,0,2000
2020-06-20,RB,apartment,C,3,2,1,2,1,1,0,165.0,0,1,0,1450
2020-06-20,JR,apartment,B,2,3,1,1,0,0,0,140.0,0,1,0,2000
2020-06-20,H,apartment,B,4,2,1,1,0,1,0,120.0,1,0,0,2500
2020-06-23,RB,apartment,A,1,1,1,1,1,1,1,75.0,0,0,1,500
2020-06-28,RB,apartment,B,2,2,1,2,1,1,1,125.0,0,0,1,450
2020-07-02,RB,apartment,A,2,2,1,2,1,1,1,125.0,0,0,1,800
2020-06-21,JN,apartment,C,3,1,1,1,1,1,0,75.0,0,1,0,700
2020-06-21,RB,apartment,B,1,1,1,0,0,0,0,90.0,0,1,0,800
2020-06-20,RB,apartment,B,2,1,1,0,0,1,0,100.0,0,1,0,1000
2020-06-20,B,apartment,E,3,2,1,2,1,1,1,145.0,0,1,0,190000
2020-06-20,B,apartment,B,3,2,1,2,1,0,0,140.0,0,0,1,500
2020-06-20,B,apartment,B,2,2,1,1,1,1,0,135.0,0,1,0,1700
2020-06-20,RB,apartment,A,2,1,1,1,1,1,0,140.0,0,0,1,600
2020-06-20,RB,apartment,A,4,2,1,1,1,1,1,145.0,0,0,1,600
2020-06-20,N,apartment,A,4,2,1,0,1,1,0,180.0,0,1,0,1700
2020-06-20,RB,apartment,A,3,2,1,1,1,0,0,130.0,0,0,1,450
2020-06-20,N,apartment,A,4,2,1,2,1,1,0,140.0,0,1,0,2650
2020-07-05,RB,apartment,B,3,2,1,2,0,1,1,140.0,0,0,1,800
2020-06-20,RB,apartment,B,2,2,1,1,1,1,0,140.0,0,1,0,1400
2020-06-20,RB,apartment,B,3,2,1,1,1,1,0,140.0,0,1,0,1500
2020-06-20,RB,apartment,B,3,2,1,1,1,0,0,140.0,0,1,0,1200
2020-06-20,RB,apartment,B,1,1,1,0,1,1,1,140.0,0,0,1,350
2020-06-21,H,apartment,B,3,2,1,1,0,1,0,150.0,1,0,0,4000
2020-06-20,RB,apartment,B,2,1,1,1,1,1,0,126.0,0,1,0,1600
2020-06-20,RB,apartment,B,3,3,1,2,1,1,0,150.0,0,0,1,500
2020-06-20,RB,apartment,A,1,1,1,0,1,1,1,50.0,0,0,1,550
2020-06-20,RB,apartment,B,3,3,3,1,1,1,1,170.0,0,0,1,600
2020-06-20,RB,apartment,A,1,2,1,1,0,1,0,16.0,0,1,0,550
2020-06-20,RB,apartment,A,3,2,1,1,1,1,1,135.0,0,0,1,650
2020-06-21,T,apartment,B,3,1,1,1,0,0,0,140.0,1,0,0,2200
2020-06-20,RB,apartment,A,3,2,1,1,1,1,1,140.0,0,0,1,700
2020-06-20,RB,apartment,A,3,2,1,1,1,1,0,140.0,0,0,1,600
2020-06-20,RB,apartment,B,3,3,1,1,1,1,0,150.0,0,0,1,600
2020-06-28,RB,apartment,B,3,2,1,1,1,1,0,160.0,0,0,1,500
2020-06-20,RB,apartment,B,3,2,1,1,1,1,0,140.0,0,1,0,1600
2020-06-25,B,apartment,B,3,3,1,2,1,1,0,155.0,0,1,0,2200
2020-06-20,RB,apartment,B,2,2,1,1,1,1,0,120.0,0,1,0,1300
2020-06-20,RB,apartment,B,2,1,1,1,0,0,0,140.0,0,1,0,1200
2020-06-20,RB,apartment,B,2,1,1,1,0,0,0,140.0,0,1,0,1100
2020-06-20,RB,apartment,A,1,1,1,1,1,1,1,140.0,0,0,1,500
2020-06-21,RB,apartment,B,2,2,1,2,0,0,0,140.0,0,1,0,1300
2020-06-20,RB,apartment,A,3,2,1,1,1,1,0,170.0,0,0,1,700
2020-06-20,RB,apartment,B,2,2,1,2,1,1,0,133.0,0,0,1,450
2020-06-21,RB,Roof,C,1,1,1,0,0,0,0,65.0,0,1,0,1000
2020-06-21,RB,apartment,A,3,3,1,2,1,1,1,170.0,0,0,1,700
2020-06-21,RB,apartment,B,2,1,1,1,1,1,0,89.0,0,1,0,1200
2020-06-21,H,apartment,C,3,2,1,0,0,0,0,150.0,1,0,0,3000
2020-07-13,RB,apartment,A,2,1,1,0,1,1,0,140.0,0,0,1,600
2020-06-21,B,apartment,A,1,1,1,1,0,1,0,140.0,0,1,0,1500
2020-06-21,RB,apartment,A,3,3,1,0,1,1,0,140.0,0,0,1,600
2020-06-21,RB,apartment,A,1,1,1,0,1,0,0,140.0,0,0,1,400
2020-06-21,RB,apartment,A,2,1,1,0,1,0,0,140.0,0,0,1,600
2020-06-21,N,apartment,A,3,2,1,0,1,0,0,120.0,0,1,0,1800
2020-06-21,RB,apartment,B,3,2,1,2,1,1,0,180.0,0,0,1,550
2020-06-21,RB,apartment,A,3,3,1,2,1,1,0,170.0,0,0,1,1200
2020-06-21,RB,apartment,B,3,3,1,3,1,1,0,175.0,0,0,1,650
2020-06-21,RB,apartment,B,3,3,1,1,1,1,1,140.0,0,0,1,500
2020-06-21,RB,apartment,B,2,2,1,1,1,1,0,140.0,0,0,1,500
2020-06-21,RB,apartment,B,2,2,1,1,1,1,0,120.0,0,0,1,450
2020-06-21,RB,apartment,B,3,2,1,1,1,1,0,140.0,0,0,1,1800
2020-06-22,B,apartment,B,2,2,1,2,1,1,0,110.0,1,0,0,300
2020-06-21,RB,apartment,B,3,2,1,2,1,1,0,175.0,0,1,0,1200
2020-06-21,RB,apartment,A,1,1,1,0,0,0,0,140.0,0,0,1,350
2020-06-21,JN,apartment,B,3,1,1,1,0,0,0,135.0,0,1,0,110
2020-06-21,RB,apartment,B,1,1,1,0,0,0,0,140.0,0,1,0,1000
2020-06-21,RB,apartment,A,3,2,1,2,1,1,1,130.0,0,0,1,700
2020-06-21,N,apartment,A,3,2,1,1,0,0,0,300.0,0,1,0,450
2020-06-21,RB,apartment,B,3,2,1,1,1,1,0,133.0,0,0,1,550
2020-06-21,RB,apartment,C,3,2,1,2,1,1,0,140.0,0,0,1,500
2020-06-22,RB,apartment,B,3,3,1,3,1,1,1,167.0,0,1,0,2000
2020-06-22,RB,apartment,B,4,2,1,2,0,0,0,170.0,0,1,0,1800
2020-06-22,B,apartment,B,3,2,1,1,1,1,0,140.0,0,1,0,1500
2020-06-22,N,apartment,A,3,2,1,1,0,0,0,110.0,0,1,0,1300
2020-06-25,RB,apartment,B,3,3,1,3,1,1,0,190.0,0,0,1,600
2020-06-22,RB,apartment,A,2,1,1,0,0,1,0,140.0,0,1,0,400
2020-06-22,N,apartment,A,2,1,1,1,0,0,0,90.0,0,1,0,1000
2020-06-22,N,apartment,A,1,1,1,0,1,1,0,140.0,0,1,0,800
2020-06-22,RB,apartment,B,3,3,1,3,1,1,0,140.0,0,0,1,500
2020-06-22,RB,apartment,B,2,2,1,1,1,0,0,140.0,0,1,0,1500
2020-06-22,RB,apartment,A,1,1,1,1,0,0,0,140.0,0,0,1,400
2020-06-22,RB,apartment,B,2,3,1,2,1,1,0,140.0,0,0,1,450
2020-06-22,RB,apartment,A,2,2,1,1,1,1,1,140.0,0,0,1,900
2020-06-22,RB,apartment,A,2,2,1,1,1,1,1,140.0,0,0,1,900
2020-06-22,RB,apartment,B,3,2,1,1,1,1,1,160.0,0,0,1,600
2020-06-23,RB,apartment,A,3,2,1,1,1,1,0,160.0,0,0,1,600
2020-06-22,RB,apartment,B,3,3,1,1,1,1,0,160.0,0,0,1,550
2020-06-22,RB,apartment,A,2,1,1,0,0,0,0,140.0,0,1,0,400
2020-06-22,RB,apartment,B,3,2,1,1,1,1,0,150.0,0,0,1,450
2020-06-23,RB,apartment,B,2,1,1,0,0,1,0,90.0,0,0,1,400
2020-06-23,RB,apartment,A,2,2,1,1,0,0,0,140.0,0,1,0,375
2020-06-23,N,apartment,A,2,1,1,0,0,0,0,140.0,0,1,0,1100
2020-06-25,RB,apartment,A,2,1,1,1,1,1,0,140.0,0,1,0,2000
2020-06-23,RB,apartment,B,3,2,1,2,1,0,0,130.0,0,0,1,450
2020-06-23,RB,apartment,A,1,1,1,0,1,0,0,140.0,0,0,1,450
2020-06-27,RB,apartment,A,3,2,1,1,1,1,0,170.0,0,0,1,600
2020-06-23,RB,apartment,B,3,3,1,2,1,1,1,175.0,0,0,1,750
2020-06-23,RB,apartment,B,3,3,1,3,1,1,1,180.0,0,0,1,750
2020-06-23,RB,apartment,B,3,3,1,3,1,1,1,180.0,0,0,1,700
2020-06-23,RB,apartment,B,3,3,1,1,1,1,0,165.0,0,1,0,1200
2020-06-28,RB,apartment,B,3,3,1,1,1,1,1,170.0,0,0,1,500
2020-06-23,RB,apartment,A,3,2,1,1,1,1,0,140.0,0,0,1,600
2020-06-23,RB,apartment,B,3,2,1,1,1,1,0,140.0,0,0,1,500
2020-06-23,RB,apartment,A,2,2,1,1,1,1,0,120.0,0,0,1,600
2020-06-23,RB,apartment,A,3,3,1,1,1,1,1,180.0,0,0,1,1300
2020-06-25,RB,apartment,A,2,2,1,1,1,1,1,140.0,0,0,1,1000
2020-06-23,RB,apartment,B,3,2,1,1,1,1,1,170.0,0,0,1,650
2020-06-23,RB,apartment,B,3,2,1,1,1,1,1,180.0,0,0,1,700
2020-06-24,H,apartment,B,3,2,1,0,0,0,0,130.0,0,1,0,1600
2020-06-23,RB,apartment,B,1,1,1,1,1,1,0,140.0,0,1,0,950
2020-06-23,RB,apartment,B,3,2,1,1,1,1,0,109.0,0,0,1,500
2020-06-27,N,apartment,A,1,1,1,0,1,1,1,35.0,0,1,0,800
2020-06-24,RB,apartment,B,3,2,1,1,1,1,1,160.0,0,0,1,550
2020-06-23,RB,apartment,B,2,2,1,1,1,1,0,125.0,0,0,1,450
2020-06-23,RB,apartment,B,2,2,1,1,1,1,0,120.0,0,1,0,1200
2020-06-24,RB,apartment,A,2,1,1,0,0,1,0,60.0,0,0,1,300
2020-06-27,T,apartment,C,3,2,1,1,0,0,0,120.0,0,1,0,800
2020-06-25,N,apartment,B,3,2,1,2,0,0,0,155.0,1,0,0,3200
2020-06-24,RB,apartment,B,3,2,1,1,0,0,0,250.0,0,1,0,2000
2020-06-24,RB,apartment,A,3,2,1,2,1,1,0,175.0,0,0,1,1000
2020-06-24,N,apartment,A,3,2,1,1,0,1,0,135.0,0,1,0,1500
2020-06-24,RB,apartment,A,3,2,1,1,0,0,0,135.0,0,1,0,1100
2020-06-24,RB,apartment,B,2,2,1,1,0,0,0,120.0,0,1,0,1300
2020-06-24,RB,apartment,A,2,1,1,0,0,0,0,140.0,0,1,0,400
2020-06-30,RB,apartment,B,2,1,1,1,0,0,0,90.0,0,0,1,400
2020-06-24,RB,apartment,B,3,1,1,0,0,0,0,140.0,0,1,0,1500
2020-06-24,RB,apartment,A,1,1,1,0,0,0,0,140.0,0,0,1,300
2020-06-24,RB,apartment,B,3,1,1,1,0,0,0,140.0,0,1,0,1200
2020-06-25,RB,apartment,A,3,3,1,2,1,1,0,180.0,0,0,1,1000
2020-06-24,RB,apartment,B,2,1,1,1,1,1,0,90.0,0,0,1,400
2020-06-24,RB,apartment,A,2,1,1,0,0,0,0,140.0,0,1,0,400
2020-06-24,RB,apartment,B,2,1,1,1,1,0,0,90.0,0,0,1,400
2020-06-24,RB,apartment,A,1,1,1,0,0,0,0,100.0,0,1,0,1000
2020-06-24,N,apartment,B,3,1,1,1,1,1,0,140.0,1,0,0,300
2020-06-24,RB,apartment,A,3,2,1,1,1,1,0,155.0,0,0,1,600
2020-06-24,RB,apartment,B,1,1,1,1,0,0,0,140.0,0,1,0,1000
