date,city,houseType,status,numberRooms,numberBathrooms,numberKitchens,numberBalconies,elevator,carParking,heating,houseSpace,PriceType_JOD,PriceType_NIS,PriceType_USD,price
2020-08-16,RB,apartment,A,3,3,1,1,1,1,1,170.0,0,0,1,800
2020-08-13,JN,apartment,A,4,2,1,1,0,1,0,160.0,1,0,0,400
2020-08-13,RB,apartment,B,4,2,1,2,1,0,0,157.0,0,1,0,1400
2020-08-13,T,apartment,A,2,1,1,0,0,0,0,140.0,0,1,0,850
2020-08-13,N,apartment,C,3,2,1,2,1,1,0,156.0,1,0,0,3800
2020-08-13,RB,apartment,B,2,2,1,0,0,0,0,140.0,0,0,1,450
2020-08-13,N,apartment,A,3,2,1,0,1,1,0,128.0,0,1,0,1500
2020-08-13,N,apartment,B,3,2,1,1,0,1,0,135.0,1,0,0,2000
2020-08-13,RB,apartment,B,3,2,1,2,0,1,0,150.0,0,1,0,1500
2020-08-13,JN,apartment,B,4,2,1,2,1,1,0,165.0,1,0,0,300
2020-08-13,RB,apartment,A,3,1,1,1,1,1,1,135.0,0,0,1,700
2020-08-13,RB,apartment,A,3,3,1,1,1,1,1,160.0,0,0,1,700
2020-08-13,N,Roof,A,1,1,1,0,0,1,0,140.0,0,1,0,900
2020-08-13,RB,apartment,B,3,2,1,1,1,1,0,120.0,0,0,1,500
2020-08-13,RB,apartment,B,2,1,1,1,0,0,0,120.0,0,0,1,400
2020-08-13,RB,apartment,A,1,1,1,0,1,0,0,140.0,0,0,1,450
2020-08-19,N,apartment,A,3,1,1,0,0,0,0,140.0,0,1,0,1600
2020-08-13,JR,apartment,B,3,1,1,1,1,1,0,85.0,0,1,0,1700
2020-08-13,RB,apartment,B,3,2,1,1,0,0,0,140.0,0,1,0,1500
2020-08-13,B,apartment,B,3,3,1,2,1,1,0,175.0,0,1,0,2000
2020-08-13,RB,apartment,B,3,2,1,1,1,1,0,160.0,0,0,1,600
2020-08-15,RB,apartment,A,3,2,1,2,1,1,1,160.0,0,0,1,250
2020-08-15,RB,apartment,B,3,3,1,3,1,1,1,184.0,0,0,1,750
2020-08-15,RB,apartment,B,1,1,1,0,0,0,0,40.0,1,0,0,170
2020-08-15,J,apartment,A,3,2,1,2,1,1,1,150.0,1,0,0,100
2020-08-15,RB,apartment,B,2,1,1,0,0,1,0,100.0,0,1,0,1600
2020-08-19,H,apartment,B,3,1,1,0,0,0,0,80.0,1,0,0,1700
2020-08-15,H,apartment,B,2,1,1,0,0,0,0,80.0,1,0,0,1700
2020-08-15,RB,apartment,B,6,3,2,3,0,1,0,300.0,0,0,1,750
2020-08-15,RB,apartment,A,2,2,1,1,0,1,0,140.0,0,1,0,500
2020-08-15,RB,apartment,B,3,1,1,2,0,0,0,140.0,1,0,0,270
2020-08-15,RB,apartment,A,3,1,1,1,0,0,0,140.0,0,1,0,400
2020-08-15,RB,apartment,C,3,3,1,1,1,1,1,165.0,0,1,0,2000
2020-08-15,RB,apartment,B,2,2,1,1,1,1,1,130.0,0,1,0,1450
2020-08-15,JR,apartment,B,3,1,1,1,0,1,0,80.0,0,1,0,100
2020-08-15,T,apartment,B,2,1,1,1,0,0,0,140.0,1,0,0,2000
2020-08-15,RB,apartment,B,2,2,1,0,0,1,0,140.0,0,1,0,1600
2020-08-19,RB,apartment,A,3,3,1,1,0,0,0,170.0,0,0,1,800
2020-08-19,RB,apartment,B,3,1,1,0,1,1,1,150.0,0,1,0,1500
2020-08-22,RB,apartment,B,2,1,1,0,0,0,0,120.0,0,1,0,1200
2020-08-15,J,apartment,B,2,1,1,1,0,0,0,120.0,0,1,0,1000
2020-08-15,RB,apartment,B,3,3,1,1,1,1,0,180.0,0,0,1,550
2020-08-15,RB,apartment,B,2,2,1,1,1,0,0,140.0,0,1,0,1500
2020-08-15,N,apartment,B,3,1,1,1,1,1,0,140.0,1,0,0,300
2020-08-15,JN,apartment,B,2,2,1,1,0,0,0,110.0,1,0,0,1
2020-08-22,RB,apartment,A,1,1,1,1,1,1,1,60.0,0,1,0,2000
2020-08-15,RB,apartment,B,3,3,1,2,1,1,0,170.0,0,0,1,500
2020-08-15,RB,apartment,B,2,2,1,1,1,0,0,100.0,0,1,0,1500
2020-08-24,RB,apartment,B,1,1,1,1,1,1,0,140.0,0,0,1,350
2020-08-15,RB,apartment,A,2,1,1,1,0,1,0,80.0,0,0,1,450
2020-08-16,H,apartment,A,2,2,1,1,0,1,0,120.0,0,1,0,3000
2020-08-19,T,apartment,C,3,2,1,1,0,0,0,125.0,0,1,0,800
2020-08-19,B,apartment,B,2,1,1,2,0,1,0,80.0,0,1,0,1000
2020-08-16,B,apartment,B,3,1,1,1,0,0,0,120.0,0,1,0,1500
2020-08-17,B,apartment,A,2,1,1,1,0,1,0,70.0,0,1,0,2200
2020-08-17,RB,apartment,B,2,1,1,1,1,1,0,136.0,0,1,0,1700
2020-08-17,RB,apartment,A,1,2,1,2,0,0,0,140.0,0,1,0,500
2020-08-16,RB,apartment,B,2,2,1,1,0,1,0,750.0,0,1,0,600
2020-08-16,RB,apartment,B,2,2,1,1,0,1,0,130.0,0,1,0,1600
2020-08-17,RB,apartment,B,3,2,1,1,0,1,0,110.0,0,1,0,1800
2020-08-16,RB,apartment,A,3,1,1,1,1,1,0,150.0,0,1,0,2100
2020-08-16,RB,apartment,B,1,1,1,1,1,0,0,60.0,0,1,0,750
2020-08-16,RB,apartment,A,1,1,1,0,1,0,0,140.0,0,0,1,260
2020-08-16,B,Roof,B,2,1,1,0,1,1,1,140.0,0,1,0,2000
2020-08-16,N,apartment,A,1,1,1,0,0,0,0,140.0,0,1,0,900
2020-08-16,RB,apartment,A,2,2,1,0,1,1,0,140.0,0,0,1,600
2020-08-16,RB,apartment,B,1,1,1,0,1,1,0,70.0,0,1,0,1150
2020-09-16,RB,apartment,B,3,3,1,1,1,1,1,140.0,0,0,1,500
2020-09-01,RB,apartment,B,1,1,1,1,1,1,0,50.0,0,0,1,350
2020-08-16,RB,apartment,B,3,2,1,1,0,0,0,140.0,0,0,1,450
2020-08-16,RB,apartment,A,2,1,1,1,0,0,0,140.0,0,0,1,500
2020-08-16,RB,Roof,B,1,1,1,1,1,1,0,140.0,0,0,1,350
2020-08-16,RB,apartment,A,3,3,1,1,1,1,1,150.0,0,0,1,650
2020-08-16,N,apartment,A,3,2,1,2,1,1,1,170.0,1,0,0,5500
2020-08-16,JN,apartment,B,2,2,1,1,0,0,0,110.0,1,0,0,150
2020-08-16,RB,Roof,B,2,2,1,2,1,1,0,130.0,0,1,0,1200
2020-08-16,RB,apartment,A,1,1,1,1,1,1,1,75.0,0,0,1,550
2020-08-16,H,apartment,B,3,2,1,0,0,0,0,130.0,1,0,0,2500
2020-08-17,H,apartment,B,4,2,1,1,1,1,0,145.0,1,0,0,3300
2020-08-16,RB,apartment,B,3,2,1,1,0,0,0,145.0,0,0,1,500
2020-08-16,RB,apartment,B,3,2,1,1,1,1,0,140.0,0,0,1,500
2020-08-17,N,apartment,A,3,2,1,1,0,1,1,140.0,0,1,0,500
2020-08-16,RB,apartment,B,2,3,1,2,1,1,0,140.0,0,1,0,1400
2020-08-16,RB,apartment,B,3,3,1,1,1,1,0,160.0,0,0,1,600
2020-08-19,RB,apartment,B,3,3,1,1,1,1,0,163.0,0,0,1,600
2020-08-18,RB,apartment,B,2,1,1,0,1,1,0,100.0,0,1,0,400
2020-08-17,RB,apartment,B,2,1,1,0,0,0,0,140.0,0,1,0,1300
2020-08-17,T,apartment,B,4,2,1,0,1,0,0,144.0,0,1,0,1400
2020-08-17,JN,apartment,B,2,1,1,0,1,0,0,140.0,0,1,0,1200
2020-08-17,RB,apartment,A,3,3,1,2,1,1,1,190.0,0,0,1,1200
2020-08-17,RB,apartment,A,3,3,1,2,1,1,1,170.0,0,0,1,1000
2020-08-19,RB,apartment,B,2,1,1,1,0,0,0,125.0,0,1,0,1200
2020-08-18,N,apartment,C,3,3,3,1,0,0,0,240.0,1,0,0,2500
2020-08-17,RB,apartment,B,3,3,1,1,1,1,0,165.0,0,0,1,450
2020-08-22,RB,apartment,A,2,2,1,1,1,1,1,150.0,0,0,1,700
2020-08-18,RB,apartment,A,2,2,1,1,0,1,0,120.0,0,1,0,2500
2020-08-17,RB,apartment,B,2,1,1,1,1,0,0,90.0,0,0,1,430
2020-08-17,RB,apartment,A,2,2,1,1,1,1,0,160.0,0,0,1,900
2020-08-17,RB,apartment,A,2,2,1,1,1,1,0,160.0,0,0,1,900
2020-08-17,RB,apartment,B,2,1,1,1,1,0,0,140.0,0,0,1,400
2020-08-17,RB,apartment,A,3,3,1,2,1,1,0,140.0,0,0,1,800
2020-08-17,RB,apartment,A,3,2,1,1,1,1,0,140.0,0,0,1,700
2020-08-18,RB,apartment,A,1,1,1,0,0,0,0,140.0,0,1,0,1200
2020-08-18,RB,apartment,B,1,1,1,1,1,1,0,140.0,0,0,1,350
2020-08-18,N,apartment,B,3,2,1,0,0,0,0,125.0,0,1,0,1000
2020-08-18,T,apartment,B,3,1,1,0,0,1,0,50.0,0,1,0,1200
2020-08-18,RB,apartment,A,2,1,1,1,1,1,0,140.0,0,1,0,1500
2020-08-18,RB,apartment,A,3,3,1,2,1,1,0,160.0,0,0,1,1000
2020-08-18,RB,apartment,A,3,3,1,1,1,1,0,140.0,0,0,1,800
2020-08-18,RB,apartment,B,2,3,1,2,0,0,0,140.0,0,1,0,1400
2020-08-18,RB,apartment,B,2,1,1,1,1,1,0,120.0,0,1,0,1200
2020-08-18,RB,apartment,B,3,2,1,1,0,0,0,140.0,0,1,0,1800
2020-08-18,N,apartment,A,2,1,1,1,0,0,0,120.0,0,1,0,120
2020-08-18,JR,apartment,B,5,3,1,2,1,0,0,200.0,0,0,1,700
2020-08-18,RB,apartment,B,3,2,1,0,1,1,0,140.0,0,0,1,400
2020-08-18,RB,apartment,B,3,2,1,0,1,1,1,150.0,0,1,0,2200
2020-08-18,RB,apartment,A,3,2,1,1,1,0,0,140.0,0,1,0,550
2020-08-18,RB,apartment,B,3,2,1,1,1,1,0,160.0,0,0,1,600
2020-08-25,RB,apartment,A,3,3,1,1,1,1,0,175.0,0,0,1,650
2020-08-18,RB,apartment,A,2,2,1,0,1,1,0,140.0,0,0,1,500
2020-08-18,RB,apartment,A,3,3,1,1,1,1,0,140.0,0,0,1,800
2020-08-19,RB,apartment,A,3,1,1,1,0,0,0,140.0,0,1,0,1500
2020-08-18,RB,apartment,B,2,2,1,0,0,1,0,140.0,0,0,1,350
2020-08-19,H,apartment,B,3,2,1,0,0,0,0,120.0,1,0,0,2500
2020-08-18,RB,apartment,B,3,2,1,1,1,1,1,140.0,0,0,1,500
2020-08-18,RB,apartment,B,2,2,1,1,1,0,0,100.0,0,1,0,1500
2020-08-19,RB,apartment,B,2,1,1,1,0,0,0,120.0,0,1,0,1200
2020-08-19,JR,apartment,B,3,2,1,1,1,1,0,160.0,0,1,0,2000
2020-08-19,RB,apartment,B,3,2,1,1,1,1,0,150.0,0,0,1,500
2020-08-18,RB,apartment,B,1,1,1,1,1,1,0,140.0,0,0,1,350
2020-08-19,RB,apartment,A,3,3,1,2,1,1,0,140.0,0,0,1,700
2020-08-20,RB,apartment,B,2,3,1,2,0,1,0,140.0,0,0,1,500
2020-08-19,B,apartment,B,3,3,1,2,1,0,0,170.0,0,1,0,2000
2020-08-20,T,apartment,B,2,1,1,0,0,0,0,140.0,0,1,0,850
2020-08-20,T,apartment,C,5,2,1,1,0,0,0,140.0,1,0,0,2500
2020-08-19,N,apartment,C,2,2,1,0,0,0,0,90.0,0,1,0,600
2020-08-20,H,apartment,B,3,2,1,0,0,0,0,140.0,1,0,0,2500
2020-08-19,RB,Roof,A,3,2,1,1,1,1,1,150.0,0,0,1,700
2020-08-20,H,apartment,B,2,2,2,1,0,0,0,120.0,1,0,0,2500
2020-08-20,RB,apartment,C,2,2,1,1,0,1,0,120.0,0,1,0,1500
2020-08-19,RB,apartment,B,3,2,1,2,1,1,1,180.0,0,0,1,450
2020-08-20,N,apartment,B,2,1,1,3,0,0,0,125.0,1,0,0,3000
2020-08-29,RB,apartment,B,3,3,1,1,1,1,0,175.0,0,0,1,600
2020-08-19,H,apartment,B,3,2,1,1,0,1,0,120.0,1,0,0,2800
2020-08-19,RB,apartment,B,3,3,1,1,1,1,1,165.0,0,0,1,500
2020-08-22,RB,apartment,A,2,2,1,2,1,1,1,100.0,0,1,0,1800
2020-08-19,RB,apartment,A,1,1,1,0,0,0,0,50.0,0,1,0,1200
2020-08-19,RB,apartment,B,3,2,1,2,1,1,0,140.0,0,1,0,1800
2020-08-30,RB,apartment,A,3,2,1,2,1,1,0,170.0,0,0,1,700
2020-08-19,RB,apartment,B,3,3,1,2,1,1,0,193.0,0,0,1,600
2020-08-19,RB,apartment,B,1,1,1,1,1,0,0,140.0,0,1,0,950
2020-08-19,H,apartment,B,3,1,1,0,0,0,0,130.0,1,0,0,2000
2020-08-19,N,apartment,C,5,2,1,1,1,1,1,180.0,1,0,0,3300
2020-08-19,RB,apartment,B,2,1,1,1,0,0,0,120.0,0,1,0,1500
2020-08-20,H,apartment,B,2,2,1,0,0,0,0,100.0,1,0,0,2100
2020-08-20,RB,apartment,B,3,3,1,3,0,0,0,270.0,0,1,0,2000
2020-08-22,RB,apartment,B,3,1,1,1,0,0,0,140.0,0,1,0,1200
2020-08-20,N,apartment,A,2,1,1,1,0,0,0,100.0,0,1,0,1100
2020-08-20,RB,apartment,A,2,2,1,1,1,1,0,140.0,0,0,1,650
2020-08-20,RB,apartment,B,3,3,1,0,1,1,0,150.0,0,1,0,1600
2020-08-20,N,apartment,C,5,1,1,0,0,1,0,160.0,1,0,0,2500
2020-08-20,N,apartment,B,2,1,1,1,1,1,0,100.0,1,0,0,2600
2020-08-20,RB,apartment,B,3,3,1,0,0,1,0,160.0,0,1,0,1800
2020-09-07,RB,apartment,B,2,2,1,1,1,1,0,140.0,0,1,0,1500
2020-09-06,RB,apartment,B,2,1,1,1,0,1,0,130.0,0,0,1,450
2020-08-20,RB,apartment,B,3,3,1,2,1,1,0,140.0,0,0,1,500
2020-08-20,N,apartment,A,3,2,1,0,0,0,0,120.0,0,1,0,2200
2020-08-20,B,apartment,A,2,2,1,2,0,1,0,140.0,0,1,0,1600
2020-08-20,RB,apartment,B,3,2,1,1,1,1,0,135.0,0,0,1,600
2020-08-20,RB,apartment,B,2,1,1,1,1,0,0,90.0,0,0,1,430
2020-08-20,N,apartment,A,2,1,1,0,0,0,0,130.0,0,1,0,500
2020-08-20,RB,apartment,B,2,1,1,1,0,0,0,100.0,0,1,0,1000
2020-08-20,RB,apartment,B,1,1,1,1,1,1,0,140.0,0,0,1,350
2020-08-27,RB,apartment,A,3,2,1,1,1,1,0,130.0,0,0,1,600
2020-08-22,RB,apartment,A,4,3,1,3,1,1,0,180.0,0,1,0,650
2020-08-22,N,apartment,A,4,1,0,0,0,0,0,140.0,0,1,0,500
2020-08-22,RB,apartment,A,1,1,0,1,1,1,0,28.0,0,1,0,1200
2020-08-22,N,apartment,A,4,2,1,2,0,0,0,190.0,0,1,0,2400
2020-08-22,JR,apartment,B,4,1,1,1,0,1,0,1.0,0,1,0,3000
2020-08-22,RB,apartment,C,3,3,1,1,1,1,1,170.0,0,1,0,2000
2020-08-22,J,villa,A,3,3,1,1,0,1,1,200.0,0,1,0,1500
2020-08-22,N,apartment,C,3,2,1,1,1,0,0,150.0,1,0,0,2500
2020-08-22,N,apartment,B,2,1,1,1,1,1,0,110.0,1,0,0,2800
2020-08-22,RB,apartment,B,3,2,1,2,1,1,0,155.0,0,1,0,1450
2020-08-25,RB,apartment,A,3,3,1,1,1,1,0,170.0,0,0,1,700
2020-08-22,RB,apartment,A,1,1,1,1,1,1,1,75.0,0,0,1,550
2020-08-22,RB,apartment,A,2,1,1,0,0,0,0,140.0,0,1,0,350
2020-08-25,RB,apartment,B,1,1,1,0,0,0,0,35.0,1,0,0,170
2020-08-22,H,apartment,B,3,2,1,4,0,0,0,120.0,1,0,0,3000
2020-08-23,T,apartment,A,2,1,1,1,0,0,0,80.0,0,1,0,1000
2020-08-23,J,apartment,A,2,1,1,1,1,1,1,130.0,0,1,0,450
2020-08-23,JN,apartment,C,3,1,1,2,0,0,0,120.0,0,1,0,650
2020-08-22,RB,apartment,A,3,3,1,2,0,0,0,140.0,0,0,1,800
2020-08-22,RB,apartment,A,2,1,1,0,1,1,0,60.0,0,0,1,600
2020-08-22,RB,apartment,A,3,2,1,0,1,0,0,120.0,0,0,1,700
2020-08-23,H,apartment,B,2,2,1,2,1,1,0,140.0,1,0,0,2800
2020-08-22,N,apartment,A,1,1,1,1,0,0,0,30.0,0,1,0,1000
2020-08-23,RB,apartment,B,3,2,1,0,1,1,0,160.0,0,0,1,500
2020-08-23,B,apartment,B,2,1,1,1,0,0,0,0.0,0,1,0,1000
2020-08-22,N,apartment,A,3,2,1,1,1,1,0,120.0,0,1,0,1500
2020-08-25,N,apartment,A,3,2,1,1,1,1,0,120.0,0,1,0,1500
2020-08-23,RB,apartment,B,2,2,1,1,0,1,1,140.0,0,1,0,1600
2020-08-25,RB,apartment,B,3,2,1,2,0,0,0,115.0,0,1,0,1000
2020-08-22,N,apartment,A,1,2,1,0,0,0,0,140.0,0,1,0,1300
2020-08-24,RB,apartment,B,2,2,1,0,0,0,0,140.0,0,1,0,950
2020-08-22,RB,Roof,A,2,2,1,1,0,0,0,140.0,0,1,0,300
2020-08-23,RB,apartment,B,2,1,1,1,0,0,0,140.0,0,1,0,1100
2020-08-22,RB,Roof,B,4,2,1,3,1,1,0,300.0,0,0,1,650
2020-08-22,RB,apartment,A,1,1,1,1,0,1,1,80.0,0,0,1,500
2020-08-22,RB,apartment,A,1,1,1,1,0,1,1,80.0,0,0,1,550
2020-08-22,RB,Roof,B,3,3,1,2,1,1,0,220.0,0,0,1,750
2020-08-22,RB,apartment,B,3,3,1,2,1,1,0,160.0,0,0,1,600
2020-08-22,RB,apartment,B,3,3,1,1,1,1,0,150.0,0,0,1,500
2020-08-22,RB,apartment,A,3,3,1,1,1,1,0,140.0,0,0,1,800
2020-08-22,JR,apartment,B,3,2,1,2,1,1,0,140.0,0,1,0,2000
2020-08-22,RB,apartment,A,3,3,2,2,1,1,0,140.0,0,0,1,800
2020-08-23,Q,apartment,B,2,2,1,0,0,0,0,140.0,0,1,0,1000
2020-08-25,N,apartment,B,3,2,1,2,1,1,0,160.0,1,0,0,3500
2020-09-01,RB,apartment,A,1,2,1,1,1,1,1,60.0,0,1,0,2000
2020-08-25,RB,apartment,A,2,2,1,1,1,1,1,130.0,0,0,1,600
2020-08-22,H,apartment,C,4,2,1,2,1,1,0,140.0,1,0,0,3000
2020-08-23,RB,apartment,A,1,1,1,1,0,1,0,60.0,0,0,1,350
2020-08-27,RB,apartment,A,2,1,1,1,0,1,0,100.0,0,0,1,550
2020-08-23,RB,apartment,B,2,1,1,1,0,0,0,140.0,0,1,0,1000
2020-08-25,H,apartment,B,3,3,1,3,0,1,1,160.0,1,0,0,3500
2020-09-03,H,apartment,C,3,2,1,1,0,1,0,130.0,1,0,0,3500
2020-08-22,RB,apartment,B,2,2,1,1,1,1,0,110.0,0,1,0,1500
2020-08-22,RB,apartment,A,3,3,1,1,1,1,0,160.0,0,0,1,1000
2020-08-23,H,apartment,C,4,2,1,1,1,0,0,150.0,1,0,0,3000
2020-08-22,RB,apartment,B,3,2,1,2,0,0,0,152.0,0,0,1,600
2020-08-23,RB,apartment,B,2,2,1,1,0,0,0,140.0,0,1,0,1500
2020-08-22,RB,apartment,B,1,1,1,1,1,1,0,140.0,0,0,1,350
2020-08-23,B,apartment,B,1,1,1,2,0,0,0,140.0,0,1,0,800
2020-08-23,RB,apartment,A,2,2,1,1,0,1,0,120.0,0,1,0,1500
2020-08-23,T,apartment,B,2,1,1,0,0,0,0,140.0,0,1,0,1100
2020-08-23,N,apartment,A,3,1,1,1,0,1,0,150.0,0,1,0,2000
2020-08-27,N,apartment,A,2,1,1,1,0,1,0,100.0,0,1,0,1800
2020-08-30,N,apartment,A,1,1,1,1,0,1,0,100.0,0,1,0,1200
2020-08-23,RB,apartment,B,3,3,1,3,1,1,1,180.0,0,0,1,600
2020-08-23,H,apartment,A,2,2,1,1,0,1,0,130.0,0,1,0,2500
2020-08-24,RB,apartment,A,1,1,1,0,0,0,0,60.0,0,1,0,1400
2020-08-23,RB,apartment,A,3,3,1,2,1,1,1,140.0,0,0,1,700
2020-08-23,RB,apartment,B,3,3,1,1,1,1,0,170.0,0,0,1,500
2020-08-23,RB,apartment,B,2,1,1,1,1,0,0,140.0,0,0,1,400
2020-08-23,T,apartment,B,3,2,1,2,0,0,0,140.0,1,0,0,2400
2020-08-23,RB,apartment,A,2,2,1,1,1,1,1,120.0,0,1,0,2000
2020-08-24,B,apartment,C,3,2,1,2,1,1,0,135.0,0,1,0,1500
2021-01-31,RB,apartment,B,3,3,1,1,1,0,0,140.0,0,0,1,500
2020-08-24,T,apartment,B,3,1,1,0,0,0,0,140.0,1,0,0,2600
2020-08-24,N,apartment,B,3,1,1,1,1,1,0,140.0,1,0,0,300
2020-08-30,N,apartment,B,3,1,1,1,0,1,0,190.0,1,0,0,5000
2020-08-25,RB,apartment,A,2,1,1,0,1,1,0,140.0,0,0,1,550
2020-08-23,RB,apartment,B,3,2,1,1,1,1,0,150.0,0,0,1,500
2020-08-23,RB,apartment,A,3,2,1,1,1,1,1,160.0,0,0,1,700
2020-08-24,T,apartment,B,3,2,1,1,0,0,0,100.0,0,1,0,1250
2020-08-23,RB,apartment,B,3,2,1,1,1,1,0,160.0,0,0,1,500
2020-08-23,RB,apartment,B,3,2,1,1,0,1,0,160.0,0,0,1,500
2020-08-23,RB,apartment,A,1,1,1,1,1,1,1,90.0,0,0,1,500
2020-08-23,RB,apartment,B,3,2,1,1,1,1,1,150.0,0,0,1,500
2020-08-24,RB,apartment,A,3,3,1,2,1,1,1,180.0,0,0,1,900
2020-08-23,RB,apartment,A,1,1,1,1,1,1,1,140.0,0,0,1,350
2020-08-23,RB,apartment,B,2,1,1,1,1,0,0,90.0,0,0,1,430
2020-08-24,RB,Roof,B,2,1,1,0,1,0,0,140.0,0,1,0,1500
2020-08-24,RB,Roof,C,1,1,1,1,0,1,0,80.0,0,1,0,1400
2020-08-24,H,apartment,B,4,1,1,1,0,0,0,140.0,0,1,0,600
2020-08-24,RB,apartment,A,3,1,1,0,0,0,0,140.0,0,0,1,500
2020-08-24,N,apartment,B,2,1,1,0,0,0,0,70.0,0,1,0,1800
2020-08-24,RB,apartment,B,2,2,1,0,0,0,0,140.0,0,0,1,450
2020-08-24,N,apartment,C,2,2,1,0,0,0,0,90.0,0,1,0,600
2020-08-24,RB,apartment,B,2,2,1,0,1,0,0,120.0,0,1,0,800
2020-08-27,RB,apartment,A,2,1,1,1,1,1,0,140.0,0,1,0,1800
2020-08-24,N,apartment,A,3,1,1,1,1,1,0,140.0,0,1,0,1000
2020-08-24,RB,apartment,A,3,3,1,2,1,1,1,140.0,0,0,1,800
2020-08-25,RB,apartment,B,3,1,1,0,0,0,0,140.0,0,1,0,1200
2020-08-24,RB,apartment,B,3,2,1,1,1,1,0,140.0,0,0,1,500
2020-08-25,H,apartment,B,3,2,1,1,0,0,0,140.0,1,0,0,3000
2020-08-25,RB,apartment,B,3,3,1,1,0,1,0,160.0,0,0,1,400
2020-08-24,RB,apartment,B,3,2,1,0,1,0,0,120.0,0,0,1,400
2020-08-24,T,apartment,C,4,2,1,1,0,1,0,140.0,1,0,0,2500
2020-08-24,RB,apartment,A,1,1,1,1,1,1,1,85.0,0,0,1,460
2020-08-24,RB,apartment,A,1,1,1,1,1,1,1,85.0,0,0,1,550
2020-08-24,RB,apartment,A,3,3,1,1,1,1,1,160.0,0,0,1,1000
2020-08-24,N,apartment,A,3,2,1,0,0,1,0,140.0,0,1,0,1650
2020-08-25,RB,apartment,A,2,2,1,1,1,1,1,115.0,0,0,1,100
2020-09-02,RB,apartment,A,3,2,1,2,1,1,0,140.0,0,0,1,800
2020-08-24,RB,apartment,B,2,1,1,1,1,1,0,100.0,0,1,0,1200
2020-08-24,RB,apartment,B,1,1,1,1,1,1,0,140.0,0,0,1,350
2020-08-25,B,apartment,B,1,1,1,1,0,0,0,140.0,0,1,0,1000
2020-08-24,RB,apartment,B,1,2,1,1,0,1,0,80.0,0,1,0,1000
2020-08-25,J,apartment,B,2,1,1,1,0,0,0,140.0,0,1,0,900
2020-08-24,RB,apartment,A,1,1,1,1,0,1,0,80.0,0,0,1,350
2020-08-24,RB,apartment,B,2,1,1,1,1,1,0,80.0,0,1,0,1200
2020-08-24,RB,apartment,A,1,1,1,1,0,0,0,140.0,0,1,0,1400
2020-09-01,N,Roof,A,6,6,6,1,0,1,1,260.0,0,1,0,2000
2020-08-24,N,Roof,A,4,4,4,1,0,1,1,240.0,0,1,0,1200
2020-09-03,N,apartment,A,3,2,1,1,1,1,0,110.0,0,1,0,2100
2020-08-25,N,apartment,A,2,3,1,1,1,1,0,150.0,0,1,0,1400
2020-08-25,B,apartment,A,3,2,1,2,0,1,1,155.0,0,1,0,2700
2020-08-25,RB,apartment,B,3,3,1,2,1,1,0,160.0,0,0,1,500
2020-08-25,N,apartment,A,3,2,1,2,1,1,0,140.0,0,1,0,2250
2020-08-24,RB,apartment,A,3,2,1,2,1,1,0,160.0,0,0,1,800
2020-08-26,J,Roof,A,3,2,1,1,1,1,0,145.0,0,1,0,1400
2020-08-25,RB,apartment,A,3,3,1,2,1,1,1,170.0,0,0,1,1000
2020-08-25,RB,apartment,A,2,2,1,1,1,1,0,140.0,0,0,1,600
2020-09-01,RB,apartment,B,3,3,1,2,1,1,1,190.0,0,0,1,750
2020-08-25,RB,apartment,B,2,2,1,1,1,1,0,140.0,0,0,1,450
2020-09-03,N,apartment,A,2,2,1,1,1,1,0,140.0,0,1,0,800
2020-08-26,RB,apartment,A,3,2,1,1,1,1,1,150.0,0,0,1,650
2020-08-25,RB,apartment,A,3,2,1,1,1,1,0,160.0,0,0,1,600
2020-08-25,RB,apartment,B,2,2,1,1,1,1,0,125.0,0,0,1,450
2020-08-25,RB,apartment,A,3,3,1,1,1,1,0,170.0,0,0,1,900
2020-08-25,RB,apartment,B,2,1,1,0,0,0,0,110.0,0,1,0,1000
2020-08-25,RB,apartment,B,3,2,1,1,1,1,0,160.0,0,0,1,500
2020-08-25,RB,apartment,A,3,2,1,1,1,1,1,180.0,0,0,1,1000
2020-09-06,RB,apartment,C,3,3,1,2,1,1,0,170.0,0,0,1,500
2020-08-25,RB,apartment,B,1,1,1,1,1,1,0,140.0,0,0,1,350
2020-08-26,N,apartment,A,3,2,1,1,0,0,0,110.0,0,1,0,1400
2020-08-26,N,apartment,A,3,2,1,2,0,0,0,155.0,0,1,0,2500
2020-08-29,RB,apartment,A,3,3,1,2,0,1,1,140.0,0,0,1,550
2020-08-26,RB,apartment,A,1,1,1,0,0,0,0,40.0,0,1,0,1200
2020-08-26,RB,apartment,A,3,2,1,1,1,1,1,140.0,0,0,1,800
2020-08-26,RB,apartment,B,3,1,1,1,0,0,0,130.0,0,1,0,1100
2020-08-26,RB,apartment,C,3,3,1,2,1,0,0,150.0,0,1,0,1400
2020-08-26,RB,apartment,B,3,1,1,1,0,1,0,110.0,0,1,0,1100
2020-08-26,N,apartment,A,1,3,1,0,0,0,0,140.0,1,0,0,250
2020-08-26,B,Roof,B,2,3,1,0,1,1,1,200.0,0,1,0,2000
2020-09-07,RB,apartment,B,3,3,1,0,1,1,0,180.0,0,0,1,500
2020-08-26,RB,apartment,A,2,2,1,1,1,1,0,140.0,0,0,1,600
2020-08-26,RB,apartment,B,3,3,1,1,1,1,0,170.0,0,0,1,500
