city,status,numberRooms,numberBathrooms,numberBalconies,houseSpace,elevator,carParking,heating,featurePlus,featurePlus2,Bldg_A,Bldg_B,MedstatusHouseSpace,city_encoded,priceUS
1,1,1,1,0,0.0,1,1,0,1.0,1.0,0,0,100.0,1508.2965041390216,400.0
1,1,2,1,1,0.0,1,1,0,0.5,1.0,1,0,100.0,1508.2965041390216,600.0
1,1,1,1,0,0.0,1,1,0,1.0,1.0,0,0,100.0,1508.2965041390216,400.0
3,2,2,1,0,0.0,0,1,0,0.5,0.5,0,0,130.0,3107.09112274828,450.0
1,1,2,1,0,0.0,0,0,0,0.5,0.5,0,0,100.0,1508.2965041390216,450.0
1,1,2,1,0,0.0,0,0,0,0.5,0.5,0,0,100.0,1508.2965041390216,400.0
1,1,1,1,1,0.0,0,0,0,1.0,2.0,1,0,100.0,1508.2965041390216,300.0
1,2,3,3,2,0.0,0,0,0,1.0,1.6666666666666667,0,2,130.0,1508.2965041390216,450.0
1,1,3,2,1,0.0,1,1,0,0.6666666666666666,1.0,1,0,100.0,1508.2965041390216,850.0
1,2,3,2,2,170.0,0,0,0,0.6666666666666666,1.3333333333333333,0,2,130.0,1508.2965041390216,300.0
1,1,3,2,1,0.0,1,1,0,0.6666666666666666,1.0,1,0,100.0,1508.2965041390216,700.0
1,2,3,3,1,0.0,1,1,1,1.0,1.3333333333333333,0,1,130.0,1508.2965041390216,750.0
1,2,2,1,1,0.0,1,0,0,0.5,1.0,0,1,130.0,1508.2965041390216,480.0
4,1,1,3,0,0.0,0,0,0,3.0,3.0,0,0,100.0,3749.991715220519,300.0
1,1,3,3,3,230.0,1,1,1,1.0,2.0,3,0,100.0,1508.2965041390216,1000.0
1,2,3,3,3,225.0,1,1,1,1.0,2.0,0,3,130.0,1508.2965041390216,700.0
4,1,3,2,0,110.0,0,0,0,0.6666666666666666,0.6666666666666666,0,0,100.0,3749.991715220519,420.0
1,1,1,1,1,70.0,1,1,1,1.0,2.0,1,0,100.0,1508.2965041390216,600.0
1,2,3,2,2,0.0,0,0,0,0.6666666666666666,1.3333333333333333,0,2,130.0,1508.2965041390216,105.0
1,1,1,1,1,0.0,0,0,0,1.0,2.0,1,0,100.0,1508.2965041390216,250.0
1,2,2,1,2,100.0,1,1,0,0.5,1.5,0,2,130.0,1508.2965041390216,450.0
1,1,2,1,1,0.0,0,0,0,0.5,1.0,1,0,100.0,1508.2965041390216,360.0
1,1,2,1,1,140.0,0,0,0,0.5,1.0,1,0,100.0,1508.2965041390216,120.0
1,1,2,1,0,0.0,0,0,0,0.5,0.5,0,0,100.0,1508.2965041390216,400.0
1,1,2,1,0,0.0,0,0,0,0.5,0.5,0,0,100.0,1508.2965041390216,450.0
1,1,1,1,0,0.0,0,0,0,1.0,1.0,0,0,100.0,1508.2965041390216,300.0
1,1,1,1,0,0.0,0,0,0,1.0,1.0,0,0,100.0,1508.2965041390216,420.0
1,2,3,2,1,140.0,0,0,0,0.6666666666666666,1.0,0,1,130.0,1508.2965041390216,420.0
4,2,3,1,0,80.0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,130.0,3749.991715220519,180.0
1,1,1,1,0,0.0,0,0,0,1.0,1.0,0,0,100.0,1508.2965041390216,120.0
1,1,3,3,2,0.0,1,1,0,1.0,1.6666666666666667,2,0,100.0,1508.2965041390216,700.0
1,2,3,2,1,170.0,1,1,0,0.6666666666666666,1.0,0,1,130.0,1508.2965041390216,500.0
1,2,2,1,1,120.0,1,1,0,0.5,1.0,0,1,130.0,1508.2965041390216,450.0
1,2,2,1,1,0.0,1,1,0,0.5,1.0,0,1,130.0,1508.2965041390216,400.0
1,2,3,2,1,170.0,1,1,0,0.6666666666666666,1.0,0,1,130.0,1508.2965041390216,500.0
1,2,2,1,0,0.0,1,1,0,0.5,0.5,0,0,130.0,1508.2965041390216,400.0
1,1,2,1,0,0.0,0,0,0,0.5,0.5,0,0,100.0,1508.2965041390216,450.0
1,1,2,1,1,0.0,0,0,0,0.5,1.0,1,0,100.0,1508.2965041390216,500.0
1,1,1,1,0,70.0,1,1,1,1.0,1.0,0,0,100.0,1508.2965041390216,550.0
1,2,1,1,0,30.0,0,0,0,1.0,1.0,0,0,130.0,1508.2965041390216,150.0
1,2,3,3,2,165.0,1,1,1,1.0,1.6666666666666667,0,2,130.0,1508.2965041390216,550.0
1,1,1,1,1,0.0,0,0,0,1.0,2.0,1,0,100.0,1508.2965041390216,420.0
3,2,3,3,0,0.0,0,0,0,1.0,1.0,0,0,130.0,3107.09112274828,420.0
1,2,3,3,1,0.0,1,1,0,1.0,1.3333333333333333,0,1,130.0,1508.2965041390216,750.0
1,1,2,1,2,100.0,0,0,0,0.5,1.5,2,0,100.0,1508.2965041390216,400.0
1,1,2,1,1,0.0,0,0,0,0.5,1.0,1,0,100.0,1508.2965041390216,400.0
1,2,4,3,2,190.0,1,1,0,0.75,1.25,0,2,130.0,1508.2965041390216,600.0
8,2,2,1,1,100.0,0,0,0,0.5,1.0,0,1,130.0,5872.647227876687,900.0
1,2,3,3,3,180.0,0,0,0,1.0,2.0,0,3,130.0,1508.2965041390216,800.0
1,1,3,1,1,180.0,0,1,0,0.3333333333333333,0.6666666666666666,1,0,100.0,1508.2965041390216,240.0
1,1,1,1,1,45.0,1,1,0,1.0,2.0,1,0,100.0,1508.2965041390216,320.0
7,2,2,1,1,100.0,0,0,0,0.5,1.0,0,1,130.0,2222.9116461731846,255.0
5,2,4,2,1,140.0,1,1,0,0.5,0.75,0,1,130.0,5087.846935666451,450.0
1,2,2,2,1,0.0,1,1,0,1.0,1.5,0,1,130.0,1508.2965041390216,450.0
1,1,3,2,2,130.0,0,0,0,0.6666666666666666,1.3333333333333333,2,0,100.0,1508.2965041390216,480.0
1,1,2,1,1,0.0,1,1,0,0.5,1.0,1,0,100.0,1508.2965041390216,450.0
1,1,1,1,1,70.0,1,1,1,1.0,2.0,1,0,100.0,1508.2965041390216,550.0
1,1,2,1,1,0.0,0,0,0,0.5,1.0,1,0,100.0,1508.2965041390216,360.0
1,1,3,3,2,0.0,1,1,1,1.0,1.6666666666666667,2,0,100.0,1508.2965041390216,850.0
1,1,3,2,1,150.0,0,0,0,0.6666666666666666,1.0,1,0,100.0,1508.2965041390216,750.0
1,2,2,2,1,90.0,1,1,1,1.0,1.5,0,1,130.0,1508.2965041390216,400.0
1,2,2,1,1,120.0,1,0,0,0.5,1.0,0,1,130.0,1508.2965041390216,450.0
1,2,1,1,1,90.0,0,1,0,1.0,2.0,0,1,130.0,1508.2965041390216,330.0
1,1,2,1,1,0.0,1,1,0,0.5,1.0,1,0,100.0,1508.2965041390216,600.0
2,2,2,2,0,100.0,0,0,0,1.0,1.0,0,0,130.0,2809.5507241955816,270.0
1,2,3,2,0,140.0,1,1,0,0.6666666666666666,0.6666666666666666,0,0,130.0,1508.2965041390216,400.0
1,1,2,1,1,0.0,0,0,0,0.5,1.0,1,0,100.0,1508.2965041390216,400.0
1,1,2,1,0,0.0,0,0,0,0.5,0.5,0,0,100.0,1508.2965041390216,400.0
1,1,2,1,0,0.0,0,0,0,0.5,0.5,0,0,100.0,1508.2965041390216,550.0
9,2,3,3,1,130.0,0,0,0,1.0,1.3333333333333333,0,1,130.0,6949.1594997420425,450.0
1,2,3,3,2,170.0,1,1,0,1.0,1.6666666666666667,0,2,130.0,1508.2965041390216,450.0
1,2,2,1,1,0.0,0,0,0,0.5,1.0,0,1,130.0,1508.2965041390216,390.0
1,1,2,1,0,0.0,0,0,0,0.5,0.5,0,0,100.0,1508.2965041390216,450.0
1,1,1,1,1,70.0,0,0,0,1.0,2.0,1,0,100.0,1508.2965041390216,350.0
1,1,1,1,0,0.0,0,0,0,1.0,1.0,0,0,100.0,1508.2965041390216,400.0
1,2,1,1,0,0.0,1,1,0,1.0,1.0,0,0,130.0,1508.2965041390216,300.0
1,1,3,2,0,0.0,1,1,0,0.6666666666666666,0.6666666666666666,0,0,100.0,1508.2965041390216,700.0
1,1,3,3,1,160.0,1,1,1,1.0,1.3333333333333333,1,0,100.0,1508.2965041390216,850.0
1,1,1,1,1,0.0,0,1,0,1.0,2.0,1,0,100.0,1508.2965041390216,180.0
1,2,2,1,1,120.0,1,1,0,0.5,1.0,0,1,130.0,1508.2965041390216,450.0
1,1,2,1,1,0.0,1,1,0,0.5,1.0,1,0,100.0,1508.2965041390216,600.0
1,1,3,2,1,150.0,1,0,1,0.6666666666666666,1.0,1,0,100.0,1508.2965041390216,255.0
1,2,3,2,1,170.0,1,0,0,0.6666666666666666,1.0,0,1,130.0,1508.2965041390216,550.0
1,1,3,2,1,170.0,1,0,0,0.6666666666666666,1.0,1,0,100.0,1508.2965041390216,650.0
1,1,2,1,0,120.0,0,0,0,0.5,0.5,0,0,100.0,1508.2965041390216,500.0
1,1,2,1,1,0.0,1,1,0,0.5,1.0,1,0,100.0,1508.2965041390216,450.0
1,1,3,2,1,0.0,1,1,0,0.6666666666666666,1.0,1,0,100.0,1508.2965041390216,750.0
1,2,3,2,1,0.0,1,1,0,0.6666666666666666,1.0,0,1,130.0,1508.2965041390216,420.0
1,1,1,1,0,0.0,0,0,0,1.0,1.0,0,0,100.0,1508.2965041390216,400.0
1,1,1,1,1,0.0,0,0,0,1.0,2.0,1,0,100.0,1508.2965041390216,420.0
1,1,3,2,1,140.0,0,0,0,0.6666666666666666,1.0,1,0,100.0,1508.2965041390216,600.0
1,2,3,2,1,150.0,1,1,0,0.6666666666666666,1.0,0,1,130.0,1508.2965041390216,500.0
1,1,1,1,0,0.0,0,0,0,1.0,1.0,0,0,100.0,1508.2965041390216,105.0
3,2,3,2,2,150.0,0,0,0,0.6666666666666666,1.3333333333333333,0,2,130.0,3107.09112274828,405.0
1,1,3,3,2,225.0,1,1,1,1.0,1.6666666666666667,2,0,100.0,1508.2965041390216,1000.0
1,1,3,2,1,160.0,0,1,1,0.6666666666666666,1.0,1,0,100.0,1508.2965041390216,700.0
1,2,3,2,1,120.0,1,1,0,0.6666666666666666,1.0,0,1,130.0,1508.2965041390216,500.0
1,1,2,1,1,0.0,0,0,0,0.5,1.0,1,0,100.0,1508.2965041390216,300.0
1,2,2,1,1,0.0,1,1,0,0.5,1.0,0,1,130.0,1508.2965041390216,450.0
1,2,3,3,1,170.0,1,1,1,1.0,1.3333333333333333,0,1,130.0,1508.2965041390216,700.0
1,2,1,1,0,30.0,0,0,0,1.0,1.0,0,0,130.0,1508.2965041390216,239.7
1,2,1,1,2,70.0,0,1,1,1.0,3.0,0,2,130.0,1508.2965041390216,300.0
1,2,2,1,2,140.0,0,1,0,0.5,1.5,0,2,130.0,1508.2965041390216,420.0
1,2,2,1,1,130.0,1,0,0,0.5,1.0,0,1,130.0,1508.2965041390216,500.0
1,2,3,1,3,160.0,0,1,0,0.3333333333333333,1.3333333333333333,0,3,130.0,1508.2965041390216,360.0
1,1,2,1,1,0.0,1,1,0,0.5,1.0,1,0,100.0,1508.2965041390216,450.0
1,1,2,1,0,0.0,0,0,0,0.5,0.5,0,0,100.0,1508.2965041390216,450.0
1,2,3,3,1,160.0,1,1,0,1.0,1.3333333333333333,0,1,130.0,1508.2965041390216,550.0
1,1,4,3,1,220.0,1,1,0,0.75,1.0,1,0,100.0,1508.2965041390216,120.0
2,2,4,2,2,125.0,1,0,0,0.5,1.0,0,2,130.0,2809.5507241955816,900.0
8,2,3,2,2,135.0,0,0,0,0.6666666666666666,1.3333333333333333,0,2,130.0,5872.647227876687,840.0
1,1,2,2,1,100.0,0,0,0,1.0,1.5,1,0,100.0,1508.2965041390216,420.0
1,2,3,2,1,150.0,1,1,1,0.6666666666666666,1.0,0,1,130.0,1508.2965041390216,500.0
1,2,3,2,0,130.0,1,1,0,0.6666666666666666,0.6666666666666666,0,0,130.0,1508.2965041390216,400.0
1,1,3,2,1,160.0,1,1,0,0.6666666666666666,1.0,1,0,100.0,1508.2965041390216,800.0
1,1,2,2,1,90.0,0,1,0,1.0,1.5,1,0,100.0,1508.2965041390216,420.0
1,1,3,2,0,150.0,1,1,0,0.6666666666666666,0.6666666666666666,0,0,100.0,1508.2965041390216,800.0
1,1,2,2,1,120.0,0,0,0,1.0,1.5,1,0,100.0,1508.2965041390216,420.0
1,1,3,3,2,140.0,1,1,1,1.0,1.6666666666666667,2,0,100.0,1508.2965041390216,900.0
1,1,3,2,1,0.0,1,1,0,0.6666666666666666,1.0,1,0,100.0,1508.2965041390216,800.0
1,1,2,2,1,0.0,0,0,0,1.0,1.5,1,0,100.0,1508.2965041390216,420.0
1,1,3,3,1,170.0,1,1,1,1.0,1.3333333333333333,1,0,100.0,1508.2965041390216,700.0
1,1,1,1,1,0.0,0,0,0,1.0,2.0,1,0,100.0,1508.2965041390216,420.0
1,2,2,1,1,0.0,0,0,0,0.5,1.0,0,1,130.0,1508.2965041390216,450.0
1,2,3,2,1,120.0,1,0,0,0.6666666666666666,1.0,0,1,130.0,1508.2965041390216,405.0
4,1,2,1,1,100.0,1,1,0,0.5,1.0,1,0,100.0,3749.991715220519,540.0
2,2,3,1,0,170.0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,130.0,2809.5507241955816,255.0
1,1,2,2,0,120.0,1,1,0,1.0,1.0,0,0,100.0,1508.2965041390216,650.0
1,2,2,1,0,130.0,0,0,0,0.5,0.5,0,0,130.0,1508.2965041390216,450.0
1,1,2,1,1,0.0,1,1,0,0.5,1.0,1,0,100.0,1508.2965041390216,450.0
1,2,3,3,1,0.0,1,1,1,1.0,1.3333333333333333,0,1,130.0,1508.2965041390216,750.0
1,1,2,1,1,0.0,0,0,0,0.5,1.0,1,0,100.0,1508.2965041390216,550.0
1,1,3,2,0,0.0,0,0,0,0.6666666666666666,0.6666666666666666,0,0,100.0,1508.2965041390216,800.0
1,1,2,2,1,110.0,0,0,0,1.0,1.5,1,0,100.0,1508.2965041390216,550.0
4,2,4,2,1,140.0,0,1,0,0.5,0.75,0,1,130.0,3749.991715220519,600.0
1,2,3,2,2,150.0,0,1,0,0.6666666666666666,1.3333333333333333,0,2,130.0,1508.2965041390216,480.0
1,1,3,2,1,0.0,1,1,0,0.6666666666666666,1.0,1,0,100.0,1508.2965041390216,800.0
1,1,3,2,0,140.0,0,0,0,0.6666666666666666,0.6666666666666666,0,0,100.0,1508.2965041390216,500.0
1,1,3,2,1,0.0,1,1,0,0.6666666666666666,1.0,1,0,100.0,1508.2965041390216,800.0
1,2,3,2,2,0.0,0,0,0,0.6666666666666666,1.3333333333333333,0,2,130.0,1508.2965041390216,480.0
1,1,3,2,1,0.0,1,1,0,0.6666666666666666,1.0,1,0,100.0,1508.2965041390216,600.0
2,3,4,2,2,150.0,0,1,0,0.5,1.0,0,0,130.0,2809.5507241955816,390.0
6,3,2,1,1,40.0,0,1,0,0.5,1.0,0,0,130.0,338.21778739036773,150.0
1,2,3,2,0,0.0,1,0,0,0.6666666666666666,0.6666666666666666,0,0,130.0,1508.2965041390216,400.0
1,2,1,1,0,0.0,1,1,0,1.0,1.0,0,0,130.0,1508.2965041390216,255.0
1,1,3,2,0,120.0,1,1,0,0.6666666666666666,0.6666666666666666,0,0,100.0,1508.2965041390216,600.0
1,1,3,1,1,140.0,0,0,0,0.3333333333333333,0.6666666666666666,1,0,100.0,1508.2965041390216,700.0
1,1,2,1,1,0.0,1,1,0,0.5,1.0,1,0,100.0,1508.2965041390216,450.0
1,1,2,1,1,130.0,1,0,0,0.5,1.0,1,0,100.0,1508.2965041390216,500.0
1,1,2,3,1,150.0,0,0,0,1.5,2.0,1,0,100.0,1508.2965041390216,1000.0
1,2,3,2,3,150.0,0,0,0,0.6666666666666666,1.6666666666666667,0,3,130.0,1508.2965041390216,800.0
1,2,2,1,1,110.0,1,1,0,0.5,1.0,0,1,130.0,1508.2965041390216,450.0
1,1,3,2,1,0.0,1,1,0,0.6666666666666666,1.0,1,0,100.0,1508.2965041390216,600.0
1,1,3,2,1,0.0,1,1,0,0.6666666666666666,1.0,1,0,100.0,1508.2965041390216,800.0
1,1,2,2,1,0.0,1,1,0,1.0,1.5,1,0,100.0,1508.2965041390216,800.0
1,2,3,2,2,130.0,1,1,0,0.6666666666666666,1.3333333333333333,0,2,130.0,1508.2965041390216,500.0
1,1,2,1,0,0.0,0,0,0,0.5,0.5,0,0,100.0,1508.2965041390216,120.0
3,1,2,2,1,85.0,1,1,1,1.0,1.5,1,0,100.0,3107.09112274828,330.0
1,2,3,2,1,150.0,0,0,0,0.6666666666666666,1.0,0,1,130.0,1508.2965041390216,450.0
1,2,1,1,1,80.0,0,1,0,1.0,2.0,0,1,130.0,1508.2965041390216,300.0
1,2,1,1,1,80.0,0,1,1,1.0,2.0,0,1,130.0,1508.2965041390216,300.0
1,2,2,1,0,120.0,1,1,1,0.5,0.5,0,0,130.0,1508.2965041390216,550.0
1,1,2,2,1,50.0,1,1,1,1.0,1.5,1,0,100.0,1508.2965041390216,550.0
1,2,2,2,1,0.0,1,1,0,1.0,1.5,0,1,130.0,1508.2965041390216,450.0
3,1,2,2,2,150.0,1,1,0,1.0,2.0,2,0,100.0,3107.09112274828,660.0
1,1,3,2,1,170.0,1,1,1,0.6666666666666666,1.0,1,0,100.0,1508.2965041390216,650.0
1,2,1,1,1,70.0,1,0,0,1.0,2.0,0,1,130.0,1508.2965041390216,240.0
1,1,2,2,0,0.0,1,1,1,1.0,1.0,0,0,100.0,1508.2965041390216,700.0
1,2,2,2,1,0.0,0,0,0,1.0,1.5,0,1,130.0,1508.2965041390216,550.0
1,1,3,3,2,187.0,1,1,1,1.0,1.6666666666666667,2,0,100.0,1508.2965041390216,900.0
1,1,1,1,0,0.0,0,0,0,1.0,1.0,0,0,100.0,1508.2965041390216,400.0
1,1,1,1,0,0.0,0,0,0,1.0,1.0,0,0,100.0,1508.2965041390216,400.0
1,1,3,2,2,150.0,0,1,0,0.6666666666666666,1.3333333333333333,2,0,100.0,1508.2965041390216,750.0
1,2,2,1,1,110.0,0,1,0,0.5,1.0,0,1,130.0,1508.2965041390216,330.0
1,1,1,1,1,0.0,0,0,0,1.0,2.0,1,0,100.0,1508.2965041390216,400.0
1,1,1,1,0,0.0,0,0,0,1.0,1.0,0,0,100.0,1508.2965041390216,450.0
1,2,2,1,1,0.0,1,0,0,0.5,1.0,0,1,130.0,1508.2965041390216,450.0
5,1,1,1,0,70.0,0,0,0,1.0,1.0,0,0,100.0,5087.846935666451,600.0
2,2,2,1,0,140.0,0,0,0,0.5,0.5,0,0,130.0,2809.5507241955816,360.0
1,2,3,2,1,140.0,1,1,0,0.6666666666666666,1.0,0,1,130.0,1508.2965041390216,500.0
1,2,3,3,0,0.0,0,0,0,1.0,1.0,0,0,130.0,1508.2965041390216,450.0
1,2,4,2,2,150.0,1,1,0,0.5,1.0,0,2,130.0,1508.2965041390216,600.0
1,2,3,2,1,135.0,0,0,0,0.6666666666666666,1.0,0,1,130.0,1508.2965041390216,360.0
1,1,4,3,1,170.0,0,1,0,0.75,1.0,1,0,100.0,1508.2965041390216,800.0
7,3,3,1,0,0.0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,130.0,2222.9116461731846,282.0
1,2,2,1,1,124.0,1,1,0,0.5,1.0,0,1,130.0,1508.2965041390216,510.0
1,2,3,3,1,140.0,1,0,0,1.0,1.3333333333333333,0,1,130.0,1508.2965041390216,550.0
1,1,2,2,0,0.0,1,1,1,1.0,1.0,0,0,100.0,1508.2965041390216,700.0
1,2,2,2,0,0.0,1,1,0,1.0,1.0,0,0,130.0,1508.2965041390216,420.0
1,2,3,2,0,0.0,1,1,0,0.6666666666666666,0.6666666666666666,0,0,130.0,1508.2965041390216,400.0
2,2,2,2,0,100.0,0,0,0,1.0,1.0,0,0,130.0,2809.5507241955816,270.0
5,2,3,2,1,100.0,0,0,0,0.6666666666666666,1.0,0,1,130.0,5087.846935666451,450.0
3,2,3,2,1,135.0,1,1,0,0.6666666666666666,1.0,0,1,130.0,3107.09112274828,600.0
1,2,3,3,1,165.0,1,1,1,1.0,1.3333333333333333,0,1,130.0,1508.2965041390216,550.0
1,1,3,2,1,170.0,1,1,1,0.6666666666666666,1.0,1,0,100.0,1508.2965041390216,650.0
1,2,3,3,1,145.0,1,1,0,1.0,1.3333333333333333,0,1,130.0,1508.2965041390216,600.0
1,2,2,1,1,110.0,1,0,0,0.5,1.0,0,1,130.0,1508.2965041390216,450.0
1,1,1,3,0,70.0,1,1,1,3.0,3.0,0,0,100.0,1508.2965041390216,500.0
1,2,3,3,0,0.0,1,1,0,1.0,1.0,0,0,130.0,1508.2965041390216,450.0
1,1,2,1,1,0.0,0,0,0,0.5,1.0,1,0,100.0,1508.2965041390216,550.0
1,1,3,3,1,0.0,1,1,0,1.0,1.3333333333333333,1,0,100.0,1508.2965041390216,700.0
1,2,2,2,0,0.0,0,0,0,1.0,1.0,0,0,130.0,1508.2965041390216,500.0
1,1,3,2,1,150.0,0,1,0,0.6666666666666666,1.0,1,0,100.0,1508.2965041390216,800.0
2,2,2,2,0,0.0,0,0,0,1.0,1.0,0,0,130.0,2809.5507241955816,255.0
4,1,4,2,1,130.0,1,1,0,0.5,0.75,1,0,100.0,3749.991715220519,750.0
1,2,3,1,0,110.0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,130.0,1508.2965041390216,450.0
1,2,3,2,1,140.0,1,0,0,0.6666666666666666,1.0,0,1,130.0,1508.2965041390216,500.0
1,1,1,1,0,0.0,0,1,1,1.0,1.0,0,0,100.0,1508.2965041390216,500.0
1,2,1,1,1,0.0,0,1,0,1.0,2.0,0,1,130.0,1508.2965041390216,300.0
1,2,2,1,2,0.0,0,1,0,0.5,1.5,0,2,130.0,1508.2965041390216,420.0
1,2,3,3,2,160.0,1,1,1,1.0,1.6666666666666667,0,2,130.0,1508.2965041390216,600.0
7,2,2,2,1,120.0,0,0,0,1.0,1.5,0,1,130.0,2222.9116461731846,300.0
1,1,2,2,1,130.0,1,0,0,1.0,1.5,1,0,100.0,1508.2965041390216,500.0
1,2,3,2,3,150.0,0,0,0,0.6666666666666666,1.6666666666666667,0,3,130.0,1508.2965041390216,800.0
1,1,3,3,1,150.0,1,1,1,1.0,1.3333333333333333,1,0,100.0,1508.2965041390216,650.0
1,2,3,2,2,0.0,0,0,0,0.6666666666666666,1.3333333333333333,0,2,130.0,1508.2965041390216,450.0
1,2,3,3,1,0.0,1,1,1,1.0,1.3333333333333333,0,1,130.0,1508.2965041390216,700.0
1,1,1,1,1,0.0,0,0,0,1.0,2.0,1,0,100.0,1508.2965041390216,400.0
1,1,3,2,1,145.0,1,1,0,0.6666666666666666,1.0,1,0,100.0,1508.2965041390216,700.0
1,1,2,1,1,80.0,1,1,0,0.5,1.0,1,0,100.0,1508.2965041390216,600.0
3,1,3,2,2,155.0,1,1,0,0.6666666666666666,1.3333333333333333,2,0,100.0,3107.09112274828,899.7
1,1,3,3,2,190.0,1,1,1,1.0,1.6666666666666667,2,0,100.0,1508.2965041390216,700.0
4,1,2,1,0,95.0,0,0,0,0.5,0.5,0,0,100.0,3749.991715220519,330.0
1,1,3,2,0,140.0,1,0,0,0.6666666666666666,0.6666666666666666,0,0,100.0,1508.2965041390216,500.0
1,1,1,1,0,60.0,1,1,1,1.0,1.0,0,0,100.0,1508.2965041390216,500.0
1,1,1,1,1,0.0,0,0,0,1.0,2.0,1,0,100.0,1508.2965041390216,420.0
1,1,2,1,1,100.0,0,0,0,0.5,1.0,1,0,100.0,1508.2965041390216,510.0
1,1,1,1,1,70.0,1,1,1,1.0,2.0,1,0,100.0,1508.2965041390216,500.0
2,1,3,2,2,145.0,0,1,0,0.6666666666666666,1.3333333333333333,2,0,100.0,2809.5507241955816,750.0
1,2,2,1,0,120.0,1,0,1,0.5,0.5,0,0,130.0,1508.2965041390216,550.0
1,1,1,2,1,0.0,0,1,0,2.0,3.0,1,0,100.0,1508.2965041390216,120.0
1,1,3,2,1,0.0,1,1,0,0.6666666666666666,1.0,1,0,100.0,1508.2965041390216,135.0
1,1,1,1,0,65.0,0,0,0,1.0,1.0,0,0,100.0,1508.2965041390216,500.0
1,1,3,2,1,145.0,0,1,0,0.6666666666666666,1.0,1,0,100.0,1508.2965041390216,600.0
3,2,2,1,2,120.0,0,1,0,0.5,1.5,0,2,130.0,3107.09112274828,600.0
1,1,3,2,2,130.0,1,1,0,0.6666666666666666,1.3333333333333333,2,0,100.0,1508.2965041390216,450.0
1,1,3,2,1,0.0,1,1,0,0.6666666666666666,1.0,1,0,100.0,1508.2965041390216,800.0
1,2,3,3,0,0.0,1,1,0,1.0,1.0,0,0,130.0,1508.2965041390216,450.0
1,1,2,2,1,0.0,0,0,0,1.0,1.5,1,0,100.0,1508.2965041390216,420.0
1,2,2,1,1,120.0,1,0,0,0.5,1.0,0,1,130.0,1508.2965041390216,450.0
1,2,2,1,2,110.0,0,0,0,0.5,1.5,0,2,130.0,1508.2965041390216,360.0
1,2,3,2,1,150.0,1,1,0,0.6666666666666666,1.0,0,1,130.0,1508.2965041390216,450.0
1,1,3,3,1,180.0,1,1,1,1.0,1.3333333333333333,1,0,100.0,1508.2965041390216,1000.0
1,1,2,2,0,0.0,1,1,1,1.0,1.0,0,0,100.0,1508.2965041390216,700.0
1,1,2,2,1,0.0,1,1,1,1.0,1.5,1,0,100.0,1508.2965041390216,420.0
1,1,2,2,1,0.0,1,1,1,1.0,1.5,1,0,100.0,1508.2965041390216,420.0
4,1,3,2,0,120.0,0,0,0,0.6666666666666666,0.6666666666666666,0,0,100.0,3749.991715220519,690.0
1,2,3,3,2,175.0,1,1,1,1.0,1.6666666666666667,0,2,130.0,1508.2965041390216,700.0
1,1,3,2,0,0.0,0,1,0,0.6666666666666666,0.6666666666666666,0,0,100.0,1508.2965041390216,250.0
1,2,3,2,2,150.0,1,1,1,0.6666666666666666,1.3333333333333333,0,2,130.0,1508.2965041390216,600.0
1,1,3,2,1,170.0,1,1,1,0.6666666666666666,1.0,1,0,100.0,1508.2965041390216,650.0
1,1,1,1,1,70.0,1,1,0,1.0,2.0,1,0,100.0,1508.2965041390216,500.0
1,2,2,1,2,0.0,0,1,1,0.5,1.5,0,2,130.0,1508.2965041390216,450.0
1,1,3,3,2,0.0,1,1,0,1.0,1.6666666666666667,2,0,100.0,1508.2965041390216,700.0
1,2,2,1,2,100.0,1,1,0,0.5,1.5,0,2,130.0,1508.2965041390216,450.0
1,2,2,1,1,120.0,1,1,0,0.5,1.0,0,1,130.0,1508.2965041390216,450.0
1,2,2,2,1,120.0,1,1,0,1.0,1.5,0,1,130.0,1508.2965041390216,450.0
2,2,2,1,0,100.0,0,0,0,0.5,0.5,0,0,130.0,2809.5507241955816,255.0
1,1,2,1,1,100.0,1,1,0,0.5,1.0,1,0,100.0,1508.2965041390216,500.0
1,2,3,3,2,180.0,1,1,0,1.0,1.6666666666666667,0,2,130.0,1508.2965041390216,600.0
1,2,2,2,1,0.0,1,1,0,1.0,1.5,0,1,130.0,1508.2965041390216,360.0
1,2,3,2,2,0.0,1,1,0,0.6666666666666666,1.3333333333333333,0,2,130.0,1508.2965041390216,510.0
5,2,3,1,1,100.0,0,0,0,0.3333333333333333,0.6666666666666666,0,1,130.0,5087.846935666451,240.0
1,2,3,3,1,145.0,1,1,0,1.0,1.3333333333333333,0,1,130.0,1508.2965041390216,600.0
1,2,2,1,1,120.0,0,0,0,0.5,1.0,0,1,130.0,1508.2965041390216,450.0
1,2,3,3,2,180.0,1,1,0,1.0,1.6666666666666667,0,2,130.0,1508.2965041390216,600.0
1,2,2,2,1,110.0,1,1,0,1.0,1.5,0,1,130.0,1508.2965041390216,360.0
1,2,3,2,1,140.0,0,0,0,0.6666666666666666,1.0,0,1,130.0,1508.2965041390216,360.0
1,2,3,1,2,150.0,0,1,0,0.3333333333333333,1.0,0,2,130.0,1508.2965041390216,500.0
