date,city,houseType,status,numberRooms,numberBathrooms,numberKitchens,numberBalconies,houseSpace,elevator,carParking,heating,priceUS
2020-06-02,RB,apartment,B,2,1,1,0,60.0,0,1,0,240.0
2020-06-07,RB,apartment,B,1,1,1,1,70.0,1,1,0,350.0
2020-06-02,RB,apartment,A,3,3,1,2,170.0,1,1,1,950.0
2020-06-03,RB,apartment,B,2,1,1,2,120.0,0,0,0,135.0
2020-06-02,J,villa,A,3,2,1,2,1000.0,0,1,0,300.0
2020-06-03,RB,apartment,B,1,1,1,1,1.0,0,1,0,195.0
2020-06-02,RB,apartment,B,2,2,1,1,130.0,1,1,0,450.0
2020-06-02,RB,apartment,B,3,1,1,1,140.0,1,1,0,450.0
2020-06-06,RB,apartment,A,1,1,1,1,,0,1,0,500.0
2020-06-03,RB,apartment,A,3,2,1,1,,0,1,0,700.0
2020-06-06,RB,apartment,B,1,2,1,1,70.0,1,1,0,350.0
2020-06-03,RB,apartment,A,2,1,1,0,110.0,1,1,1,129.0
2020-06-04,T,apartment,B,4,2,1,1,120.0,1,0,0,360.0
2020-06-02,RB,apartment,A,1,1,1,1,,0,0,0,420.0
2020-06-03,JN,apartment,B,2,2,1,1,115.0,0,0,0,253.8
2020-06-03,RB,apartment,A,3,3,1,1,180.0,1,1,1,1000.0
2020-06-03,RB,apartment,D,4,1,1,0,,0,0,0,150.0
2020-06-03,RB,villa,B,2,1,1,1,100.0,0,1,0,390.0
2020-06-03,RB,apartment,A,2,2,1,0,120.0,1,1,0,650.0
2020-06-03,RB,apartment,A,1,2,1,1,16.0,0,1,0,165.0
2020-06-03,N,apartment,A,3,2,1,1,140.0,1,0,0,750.0
2020-06-03,RB,apartment,B,2,1,1,0,110.0,0,0,0,300.0
2020-06-09,N,apartment,A,2,2,1,1,180.0,1,1,0,870.0
2020-06-03,RB,apartment,A,1,1,1,1,70.0,1,1,1,550.0
2020-06-13,RB,apartment,B,3,2,1,2,185.0,0,1,0,420.0
2020-06-03,RB,apartment,B,2,2,1,1,135.0,0,0,0,420.0
2020-06-04,RB,apartment,B,1,1,1,1,60.0,0,1,0,400.0
2020-06-04,B,apartment,B,3,3,1,1,150.0,1,1,0,600.0
2020-06-03,RB,apartment,B,3,3,1,1,180.0,1,1,1,600.0
2020-06-04,T,apartment,B,4,2,1,1,150.0,0,0,0,4230.0
2020-06-03,N,apartment,B,2,1,1,1,110.0,0,0,0,2397.0
2020-06-04,N,apartment,B,3,1,1,1,140.0,1,1,0,423.0
2020-06-03,RB,apartment,A,1,1,1,1,45.0,1,1,0,500.0
2020-06-04,T,apartment,C,2,1,1,0,90.0,0,0,0,112800.0
2020-06-09,RB,apartment,B,2,2,1,1,120.0,1,1,1,500.0
2020-06-03,RB,apartment,A,1,1,1,1,60.0,1,1,0,500.0
2020-06-06,RB,apartment,B,2,1,1,1,120.0,0,1,0,360.0
2020-06-03,RB,apartment,B,2,2,1,1,130.0,1,1,0,480.0
2020-06-03,RB,apartment,A,2,2,1,1,,1,1,0,650.0
2020-06-03,RB,apartment,A,3,2,1,1,,1,0,0,230.0
2020-06-04,Q,apartment,B,2,2,1,0,100.0,0,0,0,300.0
2020-06-03,RB,apartment,B,3,2,1,1,145.0,1,1,0,450.0
2020-06-03,RB,apartment,B,3,3,1,1,,1,1,1,700.0
2020-06-04,RB,apartment,B,3,2,1,2,140.0,1,1,1,500.0
2020-06-04,RB,apartment,A,3,2,1,1,123.0,1,1,0,1000.0
2020-06-03,RB,apartment,A,1,1,1,1,90.0,0,1,1,550.0
2020-06-03,RB,apartment,A,2,2,1,1,150.0,0,1,1,750.0
2020-06-03,RB,apartment,A,1,1,1,1,,1,1,0,450.0
2020-06-03,RB,apartment,B,2,2,1,1,125.0,1,1,0,360.0
2020-06-09,T,apartment,C,3,2,1,1,120.0,0,0,0,240.0
2020-06-04,RB,apartment,A,1,1,1,0,20.0,0,1,0,300.0
2020-06-06,RB,apartment,A,2,2,1,1,,0,0,0,105.0
2020-06-09,T,apartment,A,1,1,1,0,,0,1,0,360.0
2020-06-04,T,apartment,B,4,1,1,0,,0,1,0,390.0
2020-06-04,JN,apartment,C,4,1,1,0,120.0,0,0,0,7050.0
2020-06-04,RB,apartment,B,3,2,1,0,,1,0,0,420.0
2020-06-04,RB,apartment,B,2,1,1,1,,1,0,0,420.0
2020-06-04,RB,apartment,A,3,3,1,1,,1,1,0,600.0
2020-06-06,RB,apartment,A,2,1,1,1,,0,0,0,390.0
2020-06-04,N,apartment,A,4,2,1,1,155.0,1,1,0,210.0
2020-06-04,RB,apartment,B,1,1,1,0,35.0,0,0,0,239.7
2020-06-04,RB,apartment,C,2,1,1,0,82.0,0,0,0,300.0
2020-06-13,RB,apartment,A,3,3,1,3,180.0,1,0,1,1000.0
2020-06-04,N,apartment,A,3,2,1,1,130.0,0,0,0,450.0
2020-06-04,N,apartment,B,2,2,1,1,130.0,1,1,0,3525.0
2020-06-04,RB,apartment,A,3,2,1,1,140.0,1,1,0,850.0
2020-06-04,RB,apartment,A,2,1,1,1,,1,1,0,600.0
2020-06-04,RB,apartment,B,3,2,1,0,,0,0,0,360.0
2020-06-04,RB,Roof,B,1,2,1,1,,1,1,0,350.0
2020-06-04,RB,apartment,B,2,1,1,1,120.0,0,0,0,300.0
2020-06-04,RB,apartment,A,3,2,1,1,,1,1,0,600.0
2020-06-04,RB,apartment,B,1,1,1,1,,1,0,0,300.0
2020-06-06,RB,apartment,B,3,2,1,1,100.0,1,1,0,330.0
2020-06-06,RB,apartment,B,3,2,1,2,185.0,1,0,0,435.0
2020-06-06,RB,apartment,B,3,2,1,2,165.0,1,0,0,360.0
2020-06-06,RB,apartment,B,2,1,1,0,90.0,1,1,0,400.0
2020-06-10,RB,apartment,B,3,1,1,2,,0,0,0,408.9
2020-06-06,RB,apartment,B,3,1,1,0,,1,1,0,500.0
2020-06-09,RB,apartment,B,2,1,1,1,100.0,0,1,0,390.0
2020-06-06,J,villa,A,3,3,2,2,170.0,0,1,0,360.0
2020-06-06,N,apartment,A,1,1,1,0,,0,0,0,84600.0
2020-06-06,N,apartment,B,2,2,1,1,150.0,0,0,0,423.0
2020-06-07,JN,apartment,A,2,1,1,1,,0,1,0,360.0
2020-06-07,T,apartment,B,2,1,1,1,120.0,1,0,0,360.0
2020-06-06,RB,apartment,A,3,2,1,1,165.0,0,1,1,1000.0
2020-06-06,RB,apartment,B,3,3,1,0,150.0,1,1,0,450.0
2020-06-06,JN,villa,A,3,3,1,2,250.0,0,1,0,1000.0
2020-06-06,RB,apartment,A,3,2,1,2,150.0,1,1,0,700.0
2020-06-06,RB,apartment,A,3,3,1,0,160.0,1,1,0,600.0
2020-06-07,JR,apartment,B,4,2,1,1,145.0,1,1,0,420.0
2020-06-06,T,apartment,A,3,2,1,2,145.0,0,1,0,750.0
2020-06-10,N,apartment,B,2,2,1,2,140.0,1,1,0,4230.0
2020-06-06,T,apartment,B,3,2,1,1,120.0,0,1,0,375.0
2020-06-06,RB,apartment,A,3,3,1,1,220.0,1,1,1,800.0
2020-06-07,RB,apartment,B,2,1,1,1,100.0,0,1,0,360.0
2020-06-06,RB,apartment,A,1,1,1,1,86.0,0,1,1,550.0
2020-06-06,RB,apartment,A,2,1,1,1,145.0,0,1,1,750.0
2020-06-06,RB,apartment,A,1,1,1,1,90.0,0,1,1,550.0
2020-06-07,N,apartment,C,3,2,1,1,135.0,0,1,0,3102.0
2020-06-09,RB,apartment,B,2,1,1,0,,0,1,0,360.0
2020-06-07,N,apartment,C,4,2,1,1,155.0,1,1,0,3666.0
2020-06-06,RB,apartment,B,1,1,1,1,90.0,1,1,1,400.0
2020-06-06,RB,apartment,A,3,2,1,1,,1,1,0,600.0
2020-06-06,RB,apartment,A,3,2,1,1,,1,1,1,700.0
2020-06-06,RB,apartment,B,3,2,1,1,,1,1,0,600.0
2020-06-08,H,apartment,B,3,2,1,0,100.0,0,0,0,2820.0
2020-06-09,RB,apartment,B,3,2,1,1,160.0,1,1,0,500.0
2020-06-08,RB,Roof,A,2,2,1,1,,0,0,0,90.0
2020-06-13,RB,apartment,B,1,2,1,1,,1,1,0,350.0
2020-06-06,RB,apartment,A,1,1,1,0,,0,0,0,400.0
2020-06-06,RB,apartment,B,3,3,1,1,,1,1,1,600.0
2020-06-06,RB,apartment,B,3,2,1,1,145.0,1,1,0,500.0
2020-06-06,RB,apartment,B,2,2,1,1,130.0,1,0,0,480.0
2020-06-09,B,apartment,B,3,1,1,1,120.0,0,0,0,423.0
2020-06-07,RB,apartment,A,2,1,1,1,100.0,1,1,0,600.0
2020-06-09,RB,apartment,C,3,2,1,1,,0,0,0,240.0
2020-06-07,RB,apartment,A,2,2,1,2,120.0,1,1,1,850.0
2020-06-08,RB,apartment,A,2,1,1,1,100.0,0,1,0,700.0
2020-06-07,N,apartment,A,3,2,1,2,150.0,1,1,0,690.0
2020-06-07,N,apartment,B,3,2,1,2,140.0,1,1,0,4230.0
2020-06-07,T,apartment,C,3,2,1,2,110.0,0,0,0,300.0
2020-06-07,H,apartment,B,6,2,1,0,110.0,0,0,0,4230.0
2020-06-07,JN,apartment,A,4,2,1,1,160.0,0,1,0,564.0
2020-06-07,RB,apartment,B,2,1,1,1,,0,0,0,450.0
2020-06-07,RB,apartment,B,3,2,1,2,180.0,1,1,0,550.0
2020-06-07,RB,apartment,B,2,2,1,1,150.0,1,1,0,450.0
2020-06-07,RB,apartment,A,1,1,1,0,,1,0,0,400.0
2020-06-07,RB,apartment,A,1,1,1,0,,1,1,0,450.0
2020-06-08,N,apartment,A,2,1,1,1,90.0,0,1,0,450.0
2020-06-08,N,apartment,A,3,1,1,1,,0,0,0,564.0
2020-06-07,RB,apartment,A,3,2,1,1,,0,0,0,700.0
2020-06-09,RB,apartment,B,1,1,1,1,50.0,0,0,0,300.0
2020-06-07,RB,apartment,A,3,2,1,1,,1,1,0,600.0
2020-06-08,T,apartment,A,2,2,1,2,110.0,0,0,0,56.4
2020-06-08,N,apartment,A,3,2,1,0,120.0,0,0,0,690.0
2020-06-07,RB,apartment,A,1,1,1,0,,0,0,0,300.0
2020-06-13,N,Roof,A,2,2,2,1,160.0,0,1,0,225.0
2020-06-15,N,apartment,A,4,3,2,1,260.0,1,1,1,720.0
2020-06-13,RB,apartment,B,2,2,1,1,130.0,1,1,0,360.0
2020-06-20,N,apartment,A,3,2,1,1,260.0,1,1,1,480.0
2020-06-08,N,apartment,A,3,2,1,1,,1,1,0,750.0
2020-06-08,RB,apartment,B,3,1,1,0,160.0,0,1,0,390.0
2020-06-09,RB,apartment,B,3,2,1,1,133.0,1,1,1,600.0
2020-06-16,RB,apartment,B,3,3,1,1,170.0,1,1,0,500.0
2020-06-09,RB,apartment,B,3,2,1,2,,1,1,0,510.0
2020-06-09,RB,Roof,A,2,1,1,2,,0,1,1,750.0
2020-06-08,JN,apartment,B,2,2,1,1,100.0,0,0,0,1.41
2020-06-09,N,apartment,B,3,1,1,1,110.0,0,0,0,2538.0
2020-06-13,T,apartment,C,3,2,1,2,110.0,0,1,0,300.0
2020-06-08,N,apartment,A,3,1,1,0,,0,0,0,210.0
2020-06-08,RB,apartment,A,3,2,1,1,,1,1,0,700.0
2020-06-08,RB,apartment,B,2,1,1,1,,0,0,0,270.0
2020-06-08,RB,apartment,B,2,1,1,0,,0,1,0,300.0
2020-06-09,N,apartment,A,2,1,1,0,70.0,0,0,0,210.0
2020-06-09,RB,apartment,A,3,3,1,2,140.0,1,1,0,105.0
2020-06-08,N,apartment,B,2,2,1,0,100.0,0,0,0,2397.0
2020-06-09,N,apartment,B,3,2,1,1,110.0,0,1,0,2820.0
2020-06-08,B,apartment,B,2,2,1,1,135.0,1,1,0,540.0
2020-06-08,RB,apartment,A,3,3,1,2,175.0,1,1,1,950.0
2020-06-11,N,apartment,C,3,1,1,1,100.0,0,0,0,3525.0
2020-06-08,RB,apartment,B,3,3,1,2,185.0,1,1,1,800.0
2020-06-08,RB,apartment,B,2,2,1,1,,1,1,0,500.0
2020-06-08,RB,apartment,A,1,1,1,0,57.0,0,0,0,400.0
2020-06-08,RB,apartment,A,3,2,1,1,,1,1,0,800.0
2020-06-08,RB,apartment,B,3,3,1,2,,1,1,0,500.0
2020-06-08,RB,apartment,B,3,2,1,1,150.0,1,1,0,450.0
2020-06-08,RB,apartment,A,2,2,1,1,150.0,1,1,1,1000.0
2020-06-08,RB,apartment,A,2,2,1,1,150.0,1,1,1,900.0
2020-06-11,RB,apartment,A,2,2,1,1,155.0,1,1,1,700.0
2020-06-08,RB,apartment,A,3,3,1,1,180.0,1,1,1,1000.0
2020-06-09,RB,apartment,B,3,3,1,1,130.0,1,0,0,300.0
2020-06-08,RB,apartment,A,3,2,1,2,150.0,1,1,0,700.0
2020-06-09,N,apartment,A,2,1,1,0,70.0,0,0,0,360.0
2020-06-09,RB,apartment,B,3,2,1,1,130.0,0,0,0,600.0
2020-06-08,RB,apartment,A,1,1,1,0,,0,0,0,420.0
2020-06-09,RB,apartment,B,2,1,1,1,85.0,1,1,0,450.0
2020-06-09,RB,apartment,A,2,1,1,1,90.0,0,0,0,500.0
2020-06-08,RB,apartment,A,1,1,1,0,,0,0,0,360.0
2020-06-09,B,apartment,B,3,2,1,1,120.0,0,0,0,390.0
2020-06-11,RB,apartment,A,2,1,1,1,110.0,1,1,0,650.0
2020-06-09,JN,apartment,B,4,2,1,2,170.0,0,0,0,352.5
2020-06-10,RB,apartment,A,2,1,1,0,,0,0,0,165.0
2020-06-09,RB,apartment,A,1,1,1,1,75.0,0,1,1,450.0
2020-06-10,N,apartment,B,3,2,1,1,,0,0,0,4230.0
2020-06-10,N,apartment,B,3,2,1,1,150.0,0,0,0,2820.0
2020-06-10,N,apartment,C,1,1,1,1,80.0,0,1,0,2115.0
2020-06-10,RB,apartment,A,1,1,0,1,28.0,1,1,0,360.0
2020-06-10,B,apartment,C,3,2,1,2,135.0,1,0,0,500.0
2020-06-15,RB,apartment,A,2,1,1,0,,1,1,0,500.0
2020-06-10,B,apartment,A,3,2,1,2,145.0,0,0,0,660.0
2020-06-10,N,apartment,A,3,2,1,1,130.0,1,1,0,150.0
2020-06-09,H,apartment,B,3,3,1,2,130.0,0,0,0,3525.0
2020-06-09,RB,apartment,A,3,3,1,1,170.0,1,1,0,600.0
2020-06-09,RB,apartment,B,2,2,1,1,120.0,1,1,0,400.0
2020-06-10,RB,apartment,A,3,2,1,1,200.0,1,1,1,200.0
2020-06-09,RB,apartment,B,2,1,1,1,100.0,0,0,0,450.0
2020-06-09,RB,apartment,B,2,1,1,1,,1,1,0,350.0
2020-06-09,RB,apartment,A,3,3,1,2,170.0,1,1,1,1200.0
2020-06-09,RB,apartment,B,2,2,1,1,,0,0,0,350.0
2020-06-13,RB,apartment,A,2,3,1,1,140.0,1,1,0,750.0
2020-06-09,RB,apartment,A,1,1,1,1,,1,1,1,400.0
2020-06-09,RB,apartment,B,3,3,1,1,180.0,1,1,0,600.0
2020-06-10,N,apartment,A,3,2,1,0,150.0,0,1,0,750.0
2020-06-18,N,Roof,B,2,1,1,1,140.0,0,0,0,1410.0
2020-06-11,RB,apartment,B,2,2,1,1,120.0,0,0,0,420.0
2020-06-09,RB,apartment,B,2,1,1,1,130.0,1,1,0,450.0
2020-06-09,RB,apartment,A,3,2,1,1,,1,1,0,600.0
2020-06-10,N,apartment,C,4,3,1,0,160.0,1,1,0,4230.0
2020-06-09,RB,apartment,A,3,2,1,1,150.0,1,1,1,700.0
2020-06-09,RB,apartment,A,2,2,1,1,150.0,1,1,1,700.0
2020-06-09,RB,apartment,A,3,2,1,1,150.0,1,1,0,550.0
2020-06-09,RB,apartment,A,3,3,2,0,,1,1,1,600.0
2020-06-09,RB,apartment,B,3,3,2,2,145.0,1,1,0,600.0
2020-06-10,RB,Roof,A,2,1,1,1,,0,0,0,105.0
2020-06-16,B,apartment,B,4,1,1,1,120.0,0,0,0,423.0
2020-06-10,B,apartment,A,1,1,1,0,,0,0,0,180.0
2020-06-11,RB,apartment,A,3,1,1,0,150.0,0,0,0,96.0
2020-06-11,RB,apartment,B,2,1,1,2,130.0,1,0,0,197.4
2020-06-10,RB,apartment,A,1,2,1,1,16.0,0,1,0,165.0
2020-06-11,RB,apartment,B,2,2,1,2,150.0,1,1,0,300.0
2020-06-10,N,apartment,A,2,1,1,0,100.0,0,0,0,2820.0
2020-06-10,RB,apartment,B,3,3,1,1,150.0,1,1,0,650.0
2020-06-17,RB,apartment,A,2,1,1,1,110.0,0,0,0,105.0
2020-06-10,RB,apartment,B,3,3,1,1,165.0,1,1,0,600.0
2020-06-10,RB,apartment,A,1,1,1,0,,0,0,0,350.0
2020-06-11,JN,apartment,B,2,3,1,0,110.0,0,0,0,282.0
2020-06-10,RB,apartment,A,3,2,1,0,140.0,1,1,0,550.0
2020-06-10,RB,apartment,B,3,3,1,1,160.0,1,1,1,550.0
2020-06-10,RB,apartment,B,3,2,1,5,220.0,0,1,1,600.0
2020-06-10,RB,apartment,A,2,1,1,1,125.0,0,0,0,400.0
2020-06-21,RB,apartment,B,3,2,1,0,120.0,0,1,0,330.0
2020-06-10,RB,apartment,B,1,1,1,0,20.0,1,1,1,240.0
2020-06-10,RB,apartment,A,3,2,1,0,,0,0,0,600.0
2020-06-10,RB,apartment,A,3,2,1,1,180.0,1,1,1,700.0
2020-06-17,RB,apartment,A,2,2,1,0,95.0,1,1,0,600.0
2020-06-10,RB,apartment,B,2,2,1,1,100.0,0,0,0,350.0
2020-06-10,RB,apartment,B,2,2,1,1,150.0,1,1,0,450.0
2020-06-14,RB,apartment,B,2,2,1,1,130.0,1,1,0,400.0
2020-06-11,JN,apartment,C,2,1,1,1,1.0,0,0,0,225.6
2020-06-10,RB,apartment,B,3,3,1,1,180.0,1,1,0,600.0
2020-06-10,RB,apartment,B,1,1,1,1,,0,0,0,330.0
2020-06-11,RB,apartment,B,3,2,1,1,160.0,1,1,1,600.0
2020-06-11,N,apartment,B,2,1,1,0,90.0,0,0,0,1974.0
2020-06-13,RB,apartment,B,2,1,1,0,100.0,0,1,0,90.0
2020-06-15,RB,apartment,B,3,3,1,0,150.0,1,1,0,450.0
2020-06-11,RB,apartment,B,2,1,1,1,100.0,0,0,0,375.0
2020-06-13,JR,apartment,B,3,2,1,2,150.0,0,0,0,510.0
2020-06-11,N,apartment,A,3,2,1,1,135.0,1,1,0,195.0
2020-06-11,B,apartment,B,2,2,1,0,,0,1,1,330.0
2020-06-11,N,apartment,B,3,1,1,0,130.0,0,0,0,3525.0
2020-06-11,RB,apartment,A,1,1,1,1,75.0,1,1,1,500.0
2020-06-15,T,apartment,C,2,1,1,0,50.0,0,1,0,270.0
2020-06-11,RB,Roof,A,3,2,1,1,160.0,1,1,1,700.0
2020-06-11,RB,apartment,A,1,1,1,0,,1,0,0,450.0
2020-06-11,RB,apartment,A,3,2,1,1,,1,1,0,700.0
2020-06-11,RB,apartment,B,1,1,1,0,40.0,0,0,0,390.0
2020-06-11,RB,apartment,A,3,2,1,2,150.0,1,1,0,700.0
2020-06-15,RB,apartment,B,3,1,1,1,150.0,1,1,0,450.0
2020-06-11,RB,apartment,A,3,2,1,1,,1,1,1,700.0
2020-06-11,RB,apartment,A,3,3,1,1,180.0,1,1,0,750.0
2020-06-11,RB,apartment,B,3,2,1,1,150.0,1,1,1,450.0
2020-06-11,RB,apartment,A,1,1,1,0,,0,0,0,300.0
2020-06-11,JN,apartment,B,6,2,1,1,205.0,0,1,0,225.6
2020-06-11,RB,apartment,B,2,2,1,1,,1,0,0,500.0
2020-06-11,RB,apartment,B,3,2,1,1,136.0,1,1,0,360.0
2020-06-13,RB,apartment,B,3,3,1,0,150.0,1,1,0,540.0
2020-06-13,RB,apartment,B,2,1,1,0,,0,0,0,390.0
2020-06-13,RB,apartment,B,3,1,1,1,,0,1,0,100.0
2020-06-13,B,apartment,B,2,2,1,2,130.0,1,1,0,660.0
2020-06-13,RB,apartment,A,2,1,1,1,,0,0,0,390.0
2020-06-13,RB,apartment,A,3,2,1,1,170.0,0,1,0,105.0
2020-06-13,N,apartment,A,3,2,1,0,147.0,0,1,1,750.0
2020-06-13,RB,apartment,A,1,1,1,1,35.0,1,0,0,300.0
2020-06-20,RB,Roof,B,3,1,1,1,135.0,1,0,0,510.0
2020-06-13,RB,apartment,A,1,1,1,0,45.0,1,1,0,450.0
2020-06-13,H,apartment,B,3,2,1,1,135.0,0,1,0,3948.0
2020-06-13,J,apartment,A,3,3,1,3,,0,0,0,390.0
2020-06-13,RB,apartment,B,3,1,1,1,130.0,0,0,0,375.0
2020-06-13,H,apartment,B,4,2,2,1,140.0,1,1,0,390.0
2020-06-13,RB,apartment,A,3,1,1,2,130.0,0,0,0,300.0
2020-06-13,RB,apartment,B,3,2,1,1,,0,1,0,600.0
2020-06-13,RB,apartment,A,3,2,1,1,135.0,1,1,1,750.0
2020-06-13,RB,apartment,B,3,2,1,1,160.0,1,1,0,600.0
2020-06-13,RB,apartment,B,3,3,1,2,155.0,1,1,0,435.0
2020-06-13,N,apartment,C,4,2,1,2,150.0,0,1,0,3525.0
2020-06-13,RB,apartment,B,3,3,1,2,170.0,1,1,0,450.0
2020-06-13,RB,apartment,A,3,3,1,0,,1,1,0,700.0
2020-06-13,RB,apartment,C,3,3,1,1,160.0,1,1,1,600.0
2020-06-13,RB,Roof,C,3,2,1,1,140.0,1,1,1,550.0
2020-06-13,RB,apartment,B,3,2,1,1,,1,1,0,480.0
2020-06-13,RB,apartment,B,3,3,1,2,175.0,1,1,0,450.0
2020-06-13,RB,apartment,B,2,1,1,1,,1,1,0,350.0
2020-06-16,B,apartment,A,1,2,1,0,,0,1,0,390.0
2020-06-13,RB,apartment,B,3,2,1,3,,0,0,0,330.0
2020-06-14,N,apartment,B,3,2,1,3,230.0,1,1,1,5217.0
2020-06-14,N,apartment,A,3,2,1,1,115.0,1,1,0,630.0
2020-06-20,RB,apartment,A,2,2,1,0,100.0,1,1,1,840.0
2020-06-14,RB,apartment,A,1,1,1,0,65.0,1,1,1,550.0
2020-06-13,RB,apartment,A,3,2,1,1,180.0,1,1,1,650.0
2020-06-13,RB,apartment,A,3,2,1,1,160.0,1,1,0,600.0
2020-06-13,RB,apartment,B,3,2,1,1,160.0,1,1,0,450.0
2020-06-13,RB,apartment,A,2,2,1,1,160.0,1,1,1,1100.0
2020-06-13,RB,apartment,A,2,1,1,1,120.0,0,0,0,400.0
2020-06-13,RB,apartment,B,2,2,1,1,125.0,1,1,0,450.0
2020-06-13,RB,apartment,B,3,2,1,1,160.0,1,1,0,600.0
2020-06-14,RB,apartment,A,2,2,1,0,,0,0,0,120.0
2020-06-14,N,apartment,A,3,2,1,1,140.0,0,0,0,750.0
2020-06-13,RB,apartment,B,2,1,1,1,135.0,1,0,0,450.0
2020-06-14,T,apartment,B,3,1,1,0,,0,0,0,150.0
2020-06-14,JN,apartment,B,3,1,1,1,100.0,0,1,0,300.0
2020-06-14,JN,apartment,B,4,1,1,1,145.0,0,1,0,352.5
2020-06-14,N,apartment,B,2,2,1,1,130.0,1,1,0,5400.0
2020-06-17,N,apartment,B,3,2,1,2,150.0,1,1,0,6000.0
2020-06-14,RB,apartment,B,2,1,1,1,,0,0,0,360.0
2020-06-21,H,apartment,B,3,2,1,0,145.0,1,1,0,4935.0
2020-06-14,H,apartment,B,3,2,1,2,145.0,1,1,0,4935.0
2020-06-14,N,apartment,B,3,1,1,0,70.0,0,0,0,2538.0
2020-06-14,RB,apartment,A,1,1,1,0,,1,0,0,450.0
2020-06-14,RB,apartment,A,1,1,1,0,,0,0,0,120.0
2020-06-14,RB,apartment,B,2,2,1,1,,1,1,0,1400.0
2020-06-14,RB,apartment,A,1,1,1,0,,0,0,0,360.0
2020-06-14,N,apartment,B,3,2,1,2,160.0,0,1,0,3948.0
2020-06-14,RB,apartment,B,4,1,1,1,,0,0,0,135.0
2020-10-14,RB,apartment,A,1,1,1,0,,0,0,0,300.0
2020-06-14,RB,apartment,B,3,2,1,1,150.0,1,1,1,500.0
2020-06-14,RB,apartment,B,3,2,1,1,160.0,1,1,1,550.0
2020-06-14,RB,apartment,A,3,3,1,1,175.0,1,1,1,600.0
2020-06-14,RB,apartment,B,3,2,1,0,170.0,1,1,1,500.0
2020-06-14,RB,apartment,A,1,1,1,1,,0,0,0,420.0
2020-06-14,RB,apartment,A,2,2,1,1,,0,0,0,90.0
2020-06-14,RB,apartment,A,3,2,1,0,,0,0,0,700.0
2020-06-14,RB,apartment,B,3,3,1,1,,1,1,0,600.0
2020-06-14,RB,apartment,B,3,2,1,2,145.0,1,1,0,500.0
2020-06-15,RB,apartment,A,3,1,1,0,120.0,0,0,0,450.0
2020-06-14,RB,apartment,A,3,2,1,1,150.0,1,1,0,700.0
2020-06-15,RB,apartment,B,3,2,1,0,150.0,0,1,0,500.0
2020-06-15,N,apartment,B,3,1,1,1,135.0,0,0,0,2820.0
2020-06-15,RB,apartment,B,3,3,1,1,130.0,1,1,0,450.0
2020-06-15,T,apartment,B,3,3,1,1,135.0,1,0,0,540.0
2020-06-15,RB,apartment,B,2,2,1,2,125.0,1,1,1,450.0
2020-06-15,RB,apartment,B,3,2,1,1,,0,0,0,360.0
2020-06-15,RB,apartment,B,3,2,1,1,,0,0,0,450.0
2020-06-15,RB,apartment,A,1,1,1,0,,0,0,0,400.0
2020-06-17,RB,apartment,B,2,1,1,0,,0,0,0,450.0
2020-06-16,RB,apartment,A,4,2,1,1,160.0,0,1,0,600.0
2020-06-16,RB,apartment,B,3,2,1,2,160.0,0,1,0,330.0
2020-06-21,N,apartment,B,3,2,1,3,225.0,1,1,1,5217.0
2020-06-15,N,apartment,A,1,1,1,0,,0,0,0,390.0
2020-06-15,RB,apartment,A,1,1,1,0,45.0,0,0,0,390.0
2020-06-15,N,apartment,B,3,2,1,2,170.0,1,1,0,4935.0
2020-06-18,RB,apartment,B,3,2,1,1,150.0,1,1,0,500.0
2020-06-15,RB,apartment,A,2,1,1,1,125.0,0,0,0,400.0
2020-06-15,H,apartment,B,4,2,1,0,130.0,0,0,0,2820.0
2020-06-15,RB,apartment,A,3,2,1,1,,1,1,0,600.0
2020-06-15,RB,apartment,A,1,1,1,1,,0,0,0,400.0
2020-06-15,RB,apartment,B,3,2,1,1,140.0,0,0,0,450.0
2020-06-15,RB,apartment,A,2,2,1,2,,0,0,0,150.0
2020-06-15,RB,apartment,B,2,2,1,1,150.0,1,1,0,450.0
2020-06-15,RB,apartment,B,3,3,1,1,170.0,1,1,1,550.0
2020-06-15,RB,apartment,A,3,3,1,1,170.0,1,1,0,550.0
2020-06-16,RB,apartment,A,2,2,1,0,120.0,0,0,0,350.0
2020-06-16,RB,apartment,B,4,3,1,1,150.0,0,1,0,600.0
2020-06-16,RB,apartment,B,2,1,1,0,,0,0,0,390.0
2020-06-20,T,apartment,B,4,3,1,1,135.0,1,0,0,450.0
2020-06-16,RB,apartment,B,3,3,1,1,160.0,1,1,0,600.0
2020-06-16,RB,apartment,B,2,1,1,0,0.0,0,0,0,270.0
2020-06-16,RB,apartment,A,3,3,1,2,190.0,1,1,1,1000.0
2020-06-16,RB,apartment,D,3,3,1,1,,1,1,0,141.0
2020-06-16,RB,apartment,B,2,1,1,0,125.0,0,1,0,360.0
2020-06-16,RB,apartment,B,3,3,1,1,170.0,1,1,1,550.0
2020-06-16,J,apartment,B,3,2,1,1,,0,0,0,300.0
2020-06-21,RB,apartment,B,3,3,1,1,160.0,1,1,0,550.0
2020-06-16,RB,apartment,A,3,3,1,2,170.0,1,1,1,950.0
2020-06-16,RB,apartment,B,2,3,1,2,125.0,0,0,0,450.0
2020-06-17,RB,apartment,B,3,2,1,2,120.0,1,1,1,500.0
2020-06-16,RB,apartment,B,3,3,1,0,160.0,1,1,0,510.0
