date,city,houseType,status,numberRooms,numberBathrooms,numberKitchens,numberBalconies,houseSpace,elevator,carParking,heating,priceUS
2020-08-23,RB,apartment,A,1,1,1,1,60.0,0,1,0,350.0
2020-08-27,RB,apartment,A,2,1,1,1,100.0,0,1,0,550.0
2020-08-23,RB,apartment,B,2,1,1,1,,0,0,0,300.0
2020-08-25,H,apartment,B,3,3,1,3,160.0,0,1,1,4935.0
2020-09-03,H,apartment,C,3,2,1,1,130.0,0,1,0,4935.0
2020-08-22,RB,apartment,B,2,2,1,1,110.0,1,1,0,450.0
2020-08-22,RB,apartment,A,3,3,1,1,160.0,1,1,0,1000.0
2020-08-23,H,apartment,C,4,2,1,1,150.0,1,0,0,4230.0
2020-08-22,RB,apartment,B,3,2,1,2,152.0,0,0,0,600.0
2020-08-23,RB,apartment,B,2,2,1,1,,0,0,0,450.0
2020-08-22,RB,apartment,B,1,1,1,1,,1,1,0,350.0
2020-08-23,B,apartment,B,1,1,1,2,,0,0,0,240.0
2020-08-23,RB,apartment,A,2,2,1,1,120.0,0,1,0,450.0
2020-08-23,T,apartment,B,2,1,1,0,,0,0,0,330.0
2020-08-23,N,apartment,A,3,1,1,1,150.0,0,1,0,600.0
2020-08-27,N,apartment,A,2,1,1,1,100.0,0,1,0,540.0
2020-08-30,N,apartment,A,1,1,1,1,100.0,0,1,0,360.0
2020-08-23,RB,apartment,B,3,3,1,3,180.0,1,1,1,600.0
2020-08-23,H,apartment,A,2,2,1,1,130.0,0,1,0,750.0
2020-08-24,RB,apartment,A,1,1,1,0,60.0,0,0,0,420.0
2020-08-23,RB,apartment,A,3,3,1,2,,1,1,1,700.0
2020-08-23,RB,apartment,B,3,3,1,1,170.0,1,1,0,500.0
2020-08-23,RB,apartment,B,2,1,1,1,,1,0,0,400.0
2020-08-23,T,apartment,B,3,2,1,2,,0,0,0,3384.0
2020-08-23,RB,apartment,A,2,2,1,1,120.0,1,1,1,600.0
2020-08-24,B,apartment,C,3,2,1,2,135.0,1,1,0,450.0
2021-01-31,RB,apartment,B,3,3,1,1,,1,0,0,500.0
2020-08-24,T,apartment,B,3,1,1,0,,0,0,0,3666.0
2020-08-24,N,apartment,B,3,1,1,1,140.0,1,1,0,423.0
2020-08-30,N,apartment,B,3,1,1,1,190.0,0,1,0,7050.0
2020-08-25,RB,apartment,A,2,1,1,0,,1,1,0,550.0
2020-08-23,RB,apartment,B,3,2,1,1,150.0,1,1,0,500.0
2020-08-23,RB,apartment,A,3,2,1,1,160.0,1,1,1,700.0
2020-08-24,T,apartment,B,3,2,1,1,100.0,0,0,0,375.0
2020-08-23,RB,apartment,B,3,2,1,1,160.0,1,1,0,500.0
2020-08-23,RB,apartment,B,3,2,1,1,160.0,0,1,0,500.0
2020-08-23,RB,apartment,A,1,1,1,1,90.0,1,1,1,500.0
2020-08-23,RB,apartment,B,3,2,1,1,150.0,1,1,1,500.0
2020-08-24,RB,apartment,A,3,3,1,2,180.0,1,1,1,900.0
2020-08-23,RB,apartment,A,1,1,1,1,,1,1,1,350.0
2020-08-23,RB,apartment,B,2,1,1,1,90.0,1,0,0,430.0
2020-08-24,RB,Roof,B,2,1,1,0,140.0,1,0,0,450.0
2020-08-24,RB,Roof,C,1,1,1,1,80.0,0,1,0,420.0
2020-08-24,H,apartment,B,4,1,1,1,140.0,0,0,0,180.0
2020-08-24,RB,apartment,A,3,1,1,0,140.0,0,0,0,500.0
2020-08-24,N,apartment,B,2,1,1,0,70.0,0,0,0,540.0
2020-08-24,RB,apartment,B,2,2,1,0,,0,0,0,450.0
2020-08-24,N,apartment,C,2,2,1,0,90.0,0,0,0,180.0
2020-08-24,RB,apartment,B,2,2,1,0,120.0,1,0,0,240.0
2020-08-27,RB,apartment,A,2,1,1,1,,1,1,0,540.0
2020-08-24,N,apartment,A,3,1,1,1,,1,1,0,300.0
2020-08-24,RB,apartment,A,3,3,1,2,,1,1,1,800.0
2020-08-25,RB,apartment,B,3,1,1,0,,0,0,0,360.0
2020-08-24,RB,apartment,B,3,2,1,1,,1,1,0,500.0
2020-08-25,H,apartment,B,3,2,1,1,140.0,0,0,0,4230.0
2020-08-25,RB,apartment,B,3,3,1,1,160.0,0,1,0,400.0
2020-08-24,RB,apartment,B,3,2,1,0,120.0,1,0,0,400.0
2020-08-24,T,apartment,C,4,2,1,1,140.0,0,1,0,3525.0
2020-08-24,RB,apartment,A,1,1,1,1,85.0,1,1,1,460.0
2020-08-24,RB,apartment,A,1,1,1,1,85.0,1,1,1,550.0
2020-08-24,RB,apartment,A,3,3,1,1,160.0,1,1,1,1000.0
2020-08-24,N,apartment,A,3,2,1,0,,0,1,0,495.0
2020-08-25,RB,apartment,A,2,2,1,1,115.0,1,1,1,100.0
2020-09-02,RB,apartment,A,3,2,1,2,140.0,1,1,0,800.0
2020-08-24,RB,apartment,B,2,1,1,1,100.0,1,1,0,360.0
2020-08-24,RB,apartment,B,1,1,1,1,,1,1,0,350.0
2020-08-25,B,apartment,B,1,1,1,1,,0,0,0,300.0
2020-08-24,RB,apartment,B,1,2,1,1,80.0,0,1,0,300.0
2020-08-25,J,apartment,B,2,1,1,1,,0,0,0,270.0
2020-08-24,RB,apartment,A,1,1,1,1,80.0,0,1,0,350.0
2020-08-24,RB,apartment,B,2,1,1,1,80.0,1,1,0,360.0
2020-08-24,RB,apartment,A,1,1,1,1,,0,0,0,420.0
2020-09-03,N,apartment,A,3,2,1,1,110.0,1,1,0,630.0
2020-08-25,N,apartment,A,2,3,1,1,150.0,1,1,0,420.0
2020-08-25,B,apartment,A,3,2,1,2,155.0,0,1,1,810.0
2020-08-25,RB,apartment,B,3,3,1,2,160.0,1,1,0,500.0
2020-08-25,N,apartment,A,3,2,1,2,,1,1,0,675.0
2020-08-24,RB,apartment,A,3,2,1,2,160.0,1,1,0,800.0
2020-08-26,J,Roof,A,3,2,1,1,145.0,1,1,0,420.0
2020-08-25,RB,apartment,A,3,3,1,2,170.0,1,1,1,1000.0
2020-08-25,RB,apartment,A,2,2,1,1,,1,1,0,600.0
2020-09-01,RB,apartment,B,3,3,1,2,190.0,1,1,1,750.0
2020-08-25,RB,apartment,B,2,2,1,1,,1,1,0,450.0
2020-09-03,N,apartment,A,2,2,1,1,,1,1,0,240.0
2020-08-26,RB,apartment,A,3,2,1,1,150.0,1,1,1,650.0
2020-08-25,RB,apartment,A,3,2,1,1,160.0,1,1,0,600.0
2020-08-25,RB,apartment,B,2,2,1,1,125.0,1,1,0,450.0
2020-08-25,RB,apartment,A,3,3,1,1,170.0,1,1,0,900.0
2020-08-25,RB,apartment,B,2,1,1,0,110.0,0,0,0,300.0
2020-08-25,RB,apartment,B,3,2,1,1,160.0,1,1,0,500.0
2020-08-25,RB,apartment,A,3,2,1,1,180.0,1,1,1,1000.0
2020-09-06,RB,apartment,C,3,3,1,2,170.0,1,1,0,500.0
2020-08-25,RB,apartment,B,1,1,1,1,,1,1,0,350.0
2020-08-26,N,apartment,A,3,2,1,1,110.0,0,0,0,420.0
2020-08-26,N,apartment,A,3,2,1,2,155.0,0,0,0,750.0
2020-08-29,RB,apartment,A,3,3,1,2,,0,1,1,550.0
2020-08-26,RB,apartment,A,1,1,1,0,40.0,0,0,0,360.0
2020-08-26,RB,apartment,A,3,2,1,1,,1,1,1,800.0
2020-08-26,RB,apartment,B,3,1,1,1,130.0,0,0,0,330.0
2020-08-26,RB,apartment,C,3,3,1,2,150.0,1,0,0,420.0
2020-08-26,RB,apartment,B,3,1,1,1,110.0,0,1,0,330.0
2020-08-26,N,apartment,A,1,3,1,0,,0,0,0,352.5
2020-08-26,B,Roof,B,2,3,1,0,200.0,1,1,1,600.0
2020-09-07,RB,apartment,B,3,3,1,0,180.0,1,1,0,500.0
2020-08-26,RB,apartment,A,2,2,1,1,,1,1,0,600.0
2020-08-26,RB,apartment,B,3,3,1,1,170.0,1,1,0,500.0
2020-08-26,N,apartment,A,3,2,1,1,135.0,0,0,0,450.0
2020-08-26,RB,apartment,B,3,2,1,1,150.0,1,1,0,600.0
2020-08-26,RB,apartment,A,3,3,1,3,230.0,1,1,1,850.0
2020-08-27,N,apartment,C,3,2,1,1,,0,0,0,2820.0
2020-08-26,N,apartment,B,3,2,1,0,,0,0,0,450.0
2020-09-01,RB,apartment,B,3,3,1,2,175.0,1,1,0,500.0
2020-08-26,RB,villa,A,4,4,1,3,300.0,0,1,1,1200.0
2020-08-26,RB,apartment,B,3,3,1,1,160.0,1,0,0,600.0
2020-08-26,RB,Roof,B,1,1,1,1,,1,1,0,350.0
2020-08-27,RB,apartment,B,2,1,1,1,90.0,0,0,0,390.0
2020-08-26,RB,apartment,A,2,2,1,1,130.0,1,1,0,550.0
2020-08-27,RB,apartment,A,3,2,1,0,,0,1,0,800.0
2020-08-27,B,apartment,B,3,2,1,2,,0,1,1,600.0
2020-08-26,N,apartment,C,4,3,1,1,,1,1,0,4512.0
2020-08-26,RB,apartment,B,3,2,1,0,,0,1,0,400.0
2020-08-26,RB,apartment,B,3,3,1,1,,1,1,0,500.0
2020-08-26,RB,apartment,A,4,2,1,2,180.0,0,0,0,200.0
2020-08-27,RB,apartment,A,2,2,1,0,0.0,0,0,0,480.0
2020-08-27,RB,apartment,B,3,2,1,1,140.0,0,1,0,1000.0
2020-08-26,RB,apartment,B,3,3,1,1,185.0,1,1,0,600.0
2020-08-26,RB,apartment,A,3,2,1,1,130.0,1,1,0,650.0
2020-08-26,RB,apartment,B,3,3,1,1,180.0,1,0,0,500.0
2020-08-27,RB,apartment,B,3,1,1,1,,0,0,0,360.0
2020-09-01,RB,apartment,B,3,3,1,0,150.0,1,1,0,480.0
2020-08-27,RB,apartment,B,2,2,1,1,100.0,0,0,0,500.0
2020-08-27,B,apartment,A,3,3,1,2,155.0,0,1,0,750.0
2020-08-27,T,apartment,B,3,1,1,2,120.0,0,0,0,3666.0
2020-08-27,RB,apartment,B,2,1,1,1,120.0,0,0,0,360.0
2020-08-27,RB,apartment,B,3,2,1,1,150.0,1,1,1,420.0
2020-08-27,RB,apartment,B,3,2,1,1,150.0,1,0,0,600.0
2020-08-27,RB,apartment,B,3,3,1,1,180.0,1,1,0,500.0
2020-08-27,RB,apartment,B,3,2,1,1,140.0,1,1,0,390.0
2020-08-27,RB,apartment,A,3,2,1,1,,0,0,0,600.0
2020-08-27,RB,apartment,B,3,2,1,0,,1,1,0,400.0
2020-08-27,RB,apartment,A,3,2,1,1,,0,0,0,600.0
2020-08-27,RB,apartment,B,1,1,1,1,,1,0,0,285.0
2020-08-27,RB,Roof,B,3,2,1,2,200.0,1,1,0,700.0
2020-08-27,RB,apartment,A,3,3,1,2,170.0,1,1,1,1000.0
2020-08-27,RB,apartment,A,3,3,1,2,170.0,1,1,1,1200.0
2020-08-27,RB,apartment,A,1,1,1,1,80.0,0,1,1,450.0
2020-08-27,RB,apartment,A,1,1,1,1,,0,0,0,420.0
2020-08-29,RB,Roof,B,1,1,1,1,,1,0,0,360.0
2020-08-27,RB,Roof,B,1,1,1,1,,1,0,0,350.0
2020-08-29,N,apartment,A,2,1,1,1,130.0,0,0,0,75.0
2020-08-27,RB,Roof,A,1,1,1,1,,0,1,0,600.0
2020-08-29,RB,apartment,A,2,1,1,0,,1,1,0,600.0
2020-08-29,RB,apartment,B,3,3,1,2,160.0,1,1,0,435.0
2020-08-29,B,apartment,B,2,1,1,1,70.0,0,0,0,270.0
2020-08-29,H,apartment,A,2,1,1,1,80.0,0,0,0,540.0
2020-08-29,RB,apartment,C,3,3,1,2,160.0,1,1,0,435.0
2020-08-29,RB,apartment,A,2,1,1,0,,0,0,0,90.0
2020-08-29,RB,apartment,B,3,3,1,1,170.0,1,1,0,500.0
2020-08-30,RB,apartment,C,4,4,1,3,210.0,1,1,1,180000.0
2020-08-29,RB,apartment,A,3,1,1,0,,1,1,1,850.0
2020-08-29,RB,apartment,B,2,1,1,0,,0,1,0,360.0
2020-08-29,RB,apartment,B,3,3,1,1,140.0,1,0,0,400.0
2020-08-29,RB,apartment,A,3,3,1,1,170.0,1,1,1,800.0
2020-08-29,RB,apartment,A,2,1,1,0,,1,1,0,550.0
2020-08-29,RB,apartment,A,3,3,1,1,150.0,1,1,0,600.0
2020-08-29,RB,apartment,B,3,2,1,2,140.0,1,1,0,500.0
2020-08-30,J,villa,A,2,1,1,2,60.0,0,1,1,240.0
2020-08-29,RB,Roof,A,1,1,1,1,40.0,1,1,1,150.0
2020-08-29,B,apartment,B,1,2,1,2,,0,0,0,360.0
2020-08-29,JN,apartment,B,5,2,1,1,210.0,0,1,0,240.0
2020-08-29,RB,apartment,B,3,3,1,1,,1,1,0,500.0
2020-08-29,RB,apartment,B,2,1,1,1,,1,0,0,400.0
2020-08-29,RB,apartment,A,3,2,1,1,160.0,1,1,0,600.0
2020-08-29,RB,apartment,B,3,2,1,1,160.0,1,1,0,700.0
2020-08-29,RB,apartment,B,2,2,1,1,,1,1,0,450.0
2020-08-29,RB,apartment,A,2,2,1,1,159.0,1,1,1,800.0
2020-08-29,RB,apartment,B,1,1,1,1,,1,1,0,350.0
2020-08-29,RB,apartment,B,1,1,1,1,,1,1,0,350.0
2020-08-29,RB,apartment,B,1,1,1,1,,1,1,0,350.0
2020-08-30,RB,apartment,A,3,1,1,1,,1,0,0,105.0
2020-08-30,RB,apartment,A,1,2,1,1,15.0,0,1,0,165.0
2020-08-30,RB,apartment,A,1,1,1,0,,1,0,0,350.0
2020-08-30,RB,apartment,A,3,2,1,1,150.0,1,1,0,1000.0
2020-08-30,N,apartment,A,3,1,1,2,160.0,1,0,1,6345.0
2020-08-30,N,apartment,A,1,1,1,0,70.0,0,0,0,210.0
2020-08-30,RB,apartment,A,2,2,1,1,110.0,1,1,1,750.0
2020-08-30,RB,apartment,A,3,2,1,0,150.0,1,1,1,650.0
2020-08-30,RB,apartment,B,3,2,1,2,180.0,1,1,0,550.0
2020-08-30,RB,apartment,B,3,2,1,5,220.0,1,1,1,600.0
2020-08-30,RB,apartment,A,3,3,1,2,170.0,1,1,1,1000.0
2020-08-30,N,apartment,A,3,2,1,1,,1,1,0,195.0
2020-08-30,RB,apartment,B,3,3,1,2,200.0,1,1,1,600.0
2020-08-30,RB,apartment,B,3,2,1,2,180.0,1,1,0,600.0
2020-08-30,RB,apartment,B,2,1,1,0,100.0,0,0,0,300.0
2020-08-30,RB,apartment,B,3,3,1,1,,1,1,0,500.0
2020-08-30,N,apartment,B,2,1,1,1,100.0,0,1,0,2820.0
2020-08-30,RB,apartment,A,2,1,1,1,90.0,0,0,0,650.0
2020-08-30,RB,apartment,A,3,3,1,1,,1,1,1,600.0
2020-08-30,JR,apartment,B,3,2,1,2,,1,1,0,540.0
2020-08-30,RB,apartment,B,3,2,1,1,150.0,1,1,0,500.0
2020-08-30,RB,apartment,B,2,1,1,0,100.0,1,1,0,450.0
2020-08-30,B,apartment,A,1,1,1,0,,0,1,0,450.0
2020-09-06,RB,apartment,B,1,1,1,1,90.0,1,1,0,450.0
2020-08-30,JN,apartment,B,3,2,1,1,120.0,0,1,0,390.0
2020-08-30,B,apartment,A,1,1,1,1,25.0,1,1,1,300.0
2020-08-30,RB,apartment,B,3,2,1,1,140.0,1,1,0,420.0
2020-08-30,RB,apartment,B,3,3,1,1,150.0,1,0,0,600.0
2020-09-03,T,apartment,C,3,2,1,1,125.0,0,0,0,240.0
2020-08-30,RB,Roof,B,1,1,1,1,,1,1,0,350.0
2020-08-31,RB,apartment,B,2,1,1,1,130.0,1,1,0,510.0
2020-08-31,RB,apartment,C,2,1,1,1,110.0,1,1,0,420.0
2020-08-31,RB,apartment,A,1,1,1,1,75.0,1,1,1,550.0
2020-08-31,RB,apartment,B,1,1,1,0,,1,0,0,180.0
2020-08-31,JN,apartment,B,3,1,1,1,100.0,0,1,0,300.0
2020-08-31,RB,apartment,A,1,1,1,0,70.0,0,1,0,500.0
2020-08-31,RB,apartment,A,3,3,1,2,175.0,1,1,1,600.0
2020-08-31,H,apartment,C,3,2,1,1,140.0,1,1,0,5640.0
2020-08-31,N,apartment,C,3,3,1,1,175.0,1,1,1,5640.0
2020-08-31,RB,apartment,A,1,2,1,0,,0,0,0,350.0
2020-08-31,N,apartment,A,4,2,1,3,155.0,1,1,0,210.0
2020-09-12,RB,apartment,A,3,3,1,1,176.0,1,1,1,800.0
2020-08-31,B,apartment,B,3,2,1,2,160.0,1,0,0,465.0
2020-08-31,B,apartment,A,1,2,1,2,,0,0,0,450.0
2020-08-31,N,apartment,A,3,2,1,1,160.0,1,1,1,660.0
2020-08-31,RB,apartment,A,2,1,1,1,,0,0,0,550.0
2020-08-31,RB,apartment,B,3,3,1,1,163.0,1,1,0,600.0
2020-08-31,N,apartment,A,4,2,1,1,120.0,1,1,0,750.0
2020-08-31,T,apartment,C,3,1,1,1,120.0,0,0,0,3384.0
2020-10-10,JN,apartment,B,3,2,1,1,175.0,0,0,0,450.0
2020-09-01,T,apartment,A,1,1,1,1,50.0,0,0,0,150.0
2020-09-01,RB,apartment,A,1,1,1,0,,0,0,0,400.0
2020-09-01,RB,apartment,B,2,1,1,1,130.0,0,0,0,350.0
2020-09-01,RB,apartment,B,2,1,1,1,100.0,1,1,0,360.0
2020-09-02,RB,apartment,A,6,2,1,2,163.0,1,1,0,800.0
2020-09-01,RB,apartment,A,1,1,1,1,30.0,1,1,1,300.0
2020-09-01,RB,apartment,B,3,3,1,1,124.0,1,1,0,450.0
2020-09-06,N,apartment,A,3,2,1,0,110.0,0,0,0,390.0
2020-09-06,RB,apartment,A,3,3,1,0,150.0,1,1,0,650.0
2020-09-01,RB,apartment,B,2,1,1,1,110.0,0,0,0,360.0
2020-09-01,B,apartment,B,2,2,1,1,80.0,0,0,0,225.0
2020-09-01,N,apartment,B,3,2,1,1,140.0,1,1,0,480.0
2020-09-09,N,apartment,A,3,2,1,1,140.0,1,1,0,480.0
2020-09-01,N,apartment,A,4,2,1,1,150.0,1,1,0,480.0
2020-09-02,RB,apartment,B,3,2,1,1,150.0,1,1,0,420.0
2020-09-01,JN,apartment,B,4,3,1,0,140.0,0,0,0,360.0
2020-09-01,RB,apartment,A,3,3,1,2,160.0,1,1,1,900.0
2020-09-05,RB,apartment,B,2,1,1,1,110.0,0,0,0,420.0
2020-09-01,RB,apartment,B,3,2,1,1,200.0,1,1,0,500.0
2020-09-01,RB,apartment,A,4,3,1,2,,0,1,0,900.0
2020-09-01,N,apartment,B,2,1,1,0,90.0,0,0,0,2820.0
2020-09-01,RB,apartment,B,3,3,1,1,140.0,1,1,1,550.0
2020-09-01,RB,apartment,A,2,2,1,1,140.0,1,1,1,650.0
2020-09-01,RB,apartment,A,3,3,1,1,180.0,1,1,1,900.0
2020-09-01,RB,apartment,A,3,3,1,1,180.0,1,1,1,1100.0
2020-09-01,H,apartment,B,2,1,1,1,100.0,0,0,0,3600.0
2020-09-01,RB,apartment,B,1,1,1,1,,1,1,0,350.0
2020-09-01,RB,apartment,A,1,1,1,0,,1,0,0,350.0
2020-09-01,RB,apartment,B,3,2,1,1,150.0,0,1,0,360.0
2020-09-01,RB,apartment,B,3,2,1,0,,1,0,0,450.0
2020-09-02,RB,apartment,B,1,1,1,1,,1,1,0,360.0
2020-09-01,RB,apartment,B,3,2,1,1,150.0,1,1,0,500.0
2020-09-01,RB,apartment,A,3,2,1,1,130.0,0,0,0,600.0
2020-09-02,Q,apartment,B,3,2,1,1,130.0,0,1,0,390.0
2020-09-02,N,apartment,A,4,2,1,2,190.0,1,1,0,600.0
2020-09-02,B,apartment,A,1,1,1,1,25.0,1,1,1,300.0
2020-09-02,RB,apartment,B,3,3,1,2,150.0,1,0,0,420.0
2020-09-02,JN,apartment,C,3,2,1,2,160.0,0,0,0,360.0
2020-09-02,B,apartment,B,2,2,1,0,,1,1,1,600.0
2020-09-02,T,apartment,A,2,2,1,2,100.0,0,0,0,54.0
2020-09-02,RB,apartment,B,3,2,1,1,140.0,1,1,0,600.0
2020-09-02,RB,apartment,B,2,2,1,1,145.0,0,0,0,300.0
2020-11-12,RB,apartment,B,3,3,1,1,150.0,1,1,0,500.0
2020-09-02,RB,apartment,B,3,3,1,2,150.0,1,1,1,600.0
2020-09-09,B,apartment,A,1,1,1,0,,0,1,0,300.0
2020-09-02,RB,apartment,A,2,1,1,1,,1,1,0,600.0
2020-09-02,RB,apartment,B,3,3,1,1,170.0,1,1,0,500.0
2020-09-02,RB,apartment,B,3,3,1,1,,1,1,0,500.0
2020-09-02,RB,apartment,B,2,1,1,1,90.0,1,0,0,430.0
2020-09-02,RB,apartment,B,3,3,1,2,,1,1,0,500.0
2020-09-02,RB,apartment,B,2,2,1,1,140.0,0,1,0,480.0
2020-09-02,JN,apartment,C,4,3,1,0,120.0,0,0,0,375.0
2020-09-03,RB,apartment,A,3,2,1,2,145.0,1,1,0,270.0
2020-09-02,RB,apartment,B,3,3,1,1,,1,0,0,500.0
2020-09-03,RB,apartment,B,3,3,1,1,180.0,1,0,0,500.0
2020-09-02,RB,apartment,A,1,1,1,0,,0,0,0,420.0
2020-09-03,T,apartment,A,1,1,1,0,,0,1,0,390.0
2020-09-05,RB,apartment,B,2,1,1,1,100.0,0,0,0,420.0
2020-09-03,N,apartment,A,3,2,1,1,120.0,1,1,0,450.0
2020-09-03,RB,apartment,B,3,3,1,1,145.0,1,1,0,450.0
2020-09-03,N,Roof,A,1,1,1,1,100.0,0,1,1,300.0
2020-09-05,RB,apartment,B,2,2,1,2,,0,1,0,285.0
2020-09-03,N,apartment,A,3,2,1,0,150.0,0,0,0,660.0
2020-09-05,N,apartment,C,3,2,1,1,175.0,1,1,0,4935.0
2020-09-03,RB,apartment,B,3,3,1,2,180.0,1,1,1,485.0
2020-09-10,RB,apartment,A,3,3,1,3,180.0,1,1,1,900.0
2020-09-03,N,apartment,A,3,2,1,1,145.0,1,0,0,720.0
2020-09-03,N,apartment,A,3,2,1,1,175.0,1,1,0,634.5
2020-09-06,N,apartment,A,2,2,1,1,180.0,1,1,0,810.0
2020-09-03,N,apartment,A,2,1,1,0,60.0,0,0,0,270.0
2020-09-03,RB,apartment,A,3,3,1,1,,1,1,0,800.0
2020-09-03,RB,apartment,B,3,3,1,1,170.0,1,1,0,495.0
2020-09-03,RB,apartment,B,3,3,1,2,,1,1,0,750.0
2020-09-03,RB,Roof,B,3,2,1,1,200.0,1,1,0,700.0
2020-09-03,RB,apartment,B,3,3,1,1,140.0,1,1,0,550.0
2020-09-03,RB,apartment,A,1,1,1,1,80.0,1,1,0,450.0
2020-09-06,RB,apartment,A,2,2,1,1,140.0,1,1,1,700.0
2020-09-03,RB,apartment,A,2,1,1,1,,0,0,0,550.0
2020-09-03,RB,apartment,B,3,2,1,1,150.0,1,1,0,500.0
2020-09-03,RB,apartment,B,1,1,1,1,,1,0,0,285.0
2020-09-05,RB,apartment,A,2,2,1,1,130.0,1,1,1,600.0
2020-09-05,B,apartment,A,2,1,1,0,140.0,0,1,0,420.0
2020-09-05,RB,apartment,A,2,1,1,2,100.0,0,0,0,450.0
2020-09-05,RB,apartment,D,4,1,1,0,,0,0,0,75.0
2020-09-05,J,apartment,A,2,1,1,1,100.0,0,1,1,150.0
2020-09-05,H,apartment,C,3,1,1,1,120.0,0,0,0,3525.0
2020-09-05,H,apartment,B,3,2,1,1,135.0,0,0,0,3948.0
2020-09-05,H,apartment,B,3,2,1,1,140.0,0,0,0,4935.0
2020-09-05,T,apartment,B,4,2,1,0,144.0,1,0,0,390.0
2020-09-05,T,apartment,B,4,2,1,1,142.0,1,1,0,451.2
2020-09-05,T,apartment,C,3,1,1,1,120.0,1,1,0,390.0
2020-09-05,B,apartment,B,3,3,1,3,170.0,1,1,1,900.0
2020-09-05,T,apartment,B,3,2,1,0,,1,1,0,3525.0
2020-09-05,RB,apartment,A,3,3,1,1,180.0,1,1,1,1100.0
2020-09-05,RB,apartment,A,3,3,1,1,180.0,1,1,1,1200.0
2020-09-05,RB,apartment,A,3,3,1,1,170.0,1,1,1,1000.0
2020-09-06,RB,apartment,A,3,3,1,1,170.0,1,1,1,1000.0
2020-09-09,RB,apartment,B,1,1,1,0,40.0,0,0,0,239.7
2020-09-05,RB,apartment,B,2,1,1,1,,1,1,0,300.0
2020-09-05,T,apartment,A,3,1,1,0,,0,0,0,480.0
2020-09-05,RB,apartment,B,2,1,1,1,,1,0,0,420.0
2020-09-05,RB,apartment,B,3,2,1,0,,1,1,0,400.0
2020-09-05,RB,apartment,A,3,3,3,1,170.0,1,1,0,700.0
2020-09-05,RB,apartment,A,3,3,1,1,165.0,1,1,0,750.0
2020-09-05,RB,apartment,C,3,3,1,1,165.0,1,1,1,600.0
2020-09-05,RB,apartment,A,2,1,1,1,,1,1,0,450.0
2020-09-05,RB,apartment,C,2,1,1,0,105.0,0,0,0,360.0
2020-09-06,N,apartment,B,3,2,1,0,160.0,0,0,0,3807.0
2020-09-05,RB,apartment,A,3,2,1,1,,0,0,0,600.0
2020-09-09,RB,apartment,A,1,1,1,1,50.0,0,1,0,375.0
2020-09-05,RB,apartment,B,3,2,1,1,160.0,1,0,0,600.0
2020-09-05,RB,apartment,A,1,1,1,0,,1,0,0,350.0
2020-09-06,N,apartment,A,3,2,1,2,160.0,1,1,1,900.0
2020-09-06,N,apartment,A,3,2,1,2,155.0,0,0,0,750.0
2020-09-06,RB,apartment,C,3,2,1,2,160.0,1,1,0,435.0
2020-09-06,B,apartment,A,2,2,1,2,,0,0,0,450.0
2020-09-06,JN,apartment,B,3,2,1,1,185.0,0,1,0,480.0
2020-09-06,RB,apartment,B,1,1,1,1,,0,0,0,300.0
2020-09-06,RB,apartment,B,2,2,1,1,,1,1,0,400.0
2020-09-06,RB,apartment,B,3,2,1,1,150.0,1,1,1,500.0
2020-09-06,RB,apartment,A,2,1,1,1,,1,1,0,600.0
2020-09-06,N,apartment,B,4,2,1,1,140.0,0,1,0,660.0
2020-09-06,RB,apartment,A,3,2,1,1,158.0,1,0,0,700.0
2020-09-16,RB,apartment,A,3,2,1,1,158.0,1,0,0,700.0
2020-09-12,RB,apartment,A,2,1,1,1,100.0,1,1,1,500.0
2020-09-07,H,apartment,B,3,2,1,1,140.0,0,0,0,4935.0
2020-09-06,RB,apartment,B,3,2,1,1,165.0,1,1,0,500.0
2020-09-06,RB,apartment,A,3,2,1,1,160.0,1,1,1,800.0
2020-09-07,T,apartment,B,3,2,1,1,,0,1,0,3948.0
2020-09-07,B,apartment,B,2,1,1,0,,0,0,0,300.0
2020-09-16,B,apartment,A,1,1,1,0,,0,0,0,180.0
2020-09-06,RB,apartment,B,2,1,1,0,,0,1,0,240.0
2020-09-06,RB,apartment,D,3,1,1,1,120.0,0,1,0,75.0
2020-09-06,RB,apartment,B,2,1,1,1,85.0,1,0,0,430.0
2020-09-06,RB,apartment,A,2,1,1,1,90.0,0,0,0,550.0
2020-09-06,RB,apartment,A,1,1,1,0,,1,1,1,540.0
2020-09-06,RB,apartment,B,3,2,1,1,160.0,1,0,0,550.0
2020-09-06,RB,apartment,B,3,2,1,2,,1,1,0,450.0
2020-09-08,RB,apartment,B,1,1,1,0,75.0,0,1,0,270.0
2020-09-07,RB,apartment,B,2,1,1,1,,0,0,0,420.0
2020-09-07,RB,apartment,C,3,3,1,1,,1,1,1,700.0
2020-09-07,JN,apartment,B,3,2,1,0,140.0,0,1,0,450.0
2020-09-07,N,apartment,A,1,1,1,1,,1,1,0,150.0
2020-09-07,N,apartment,A,2,1,1,1,90.0,0,0,0,270.0
2020-09-07,RB,apartment,B,3,3,1,1,,1,1,0,500.0
2020-09-07,RB,apartment,B,3,2,1,1,,1,1,0,600.0
2020-09-07,RB,apartment,A,1,1,1,0,30.0,1,0,0,350.0
2020-09-07,N,apartment,B,3,1,1,1,85.0,0,0,0,1974.0
