date,houseId,category,city,address,houseType,status,numberRooms,numberBathrooms,numberKitchens,numberBalconies,loungeType,houseSpace,landArea,elevator,carParking,heating,price,priceType
2020-02-15 ,240871,للبيع,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,ثلاث غرف ,3 ,1 ,2 ,2 ,240, ,نعم ,نعم ,نعم ,250000,دولار
2020-02-15 ,240872,للبيع,رام الله والبيرة, -  مدينة رام الله,شقة,مشطب ,ثلاث غرف ,2 ,1 ,2 ,صالة كبيرة  ,152,1200,نعم ,نعم , ,125000,دولار
2020-02-15 ,240873,للبيع,رام الله والبيرة, - رافات,فيلا,غير مفروشة ,ثلاث غرف , , , , , , ,نعم ,نعم ,نعم ,620000,دولار
2020-02-15 ,240874,للبيع,رام الله والبيرة, -  مدينة البيرة,رووف,غير مفروشة ,أكثر من خمس غرف , , , , , , ,نعم ,نعم ,نعم ,330000,دولار
2020-02-16 ,240875,للبيع,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,ثلاث غرف , , , , , ,0,نعم ,نعم ,نعم ,190001,دولار
2020-02-19 ,240876,للبيع,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,ثلاث غرف ,3 ,1 ,2 ,صالتين كبيرتين ,217,900,نعم ,نعم ,نعم ,185000,دولار
2020-02-15 ,240877,للايجار,جنين, - الزبابدة,شقة,غير مفروشة ,غرفتين ,1 ,1 ,1 ,1 ,80, , ,نعم ,نعم ,1000,شيكل
2020-02-19 ,240878,للايجار,رام الله والبيرة, -  مدينة البيرة,شقة,مفروشة ,غرفة واحدة - ستوديو ,1 ,0 ,1 ,0 ,26,0,نعم ,نعم , ,1200,شيكل
2020-02-16 ,240879,للبيع,رام الله والبيرة, - الطيرة,شقة,مفروشة ,خمس غرف ,3 ,1 ,2 ,يوجد ,145,2,نعم ,نعم ,نعم ,100000,دولار
2020-12-28 ,240880,للبيع,نابلس, -  مدينة نابلس,شقة,مشطب ,اربع غرف ,2 , , , , , ,نعم ,نعم , ,75000,دينار
2020-02-15 ,240881,منفصل,الخليل, - بيت عوا,منزل,غير مفروشة ,اربع غرف ,2 ,1 ,1 ,نعم ,220,550, , , ,120000,دينار
2020-02-15 ,240883,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,مفروشة ,ثلاث غرف ,2 ,1 ,1 ,صالة كبيرة مع صفره ,170, ,نعم ,نعم ,نعم ,700,دولار
2020-02-15 ,240884,للايجار,رام الله والبيرة, - بيتونيا,شقة,غير مفروشة ,غرفة واحدة - ستوديو ,1 ,1 ,1 ,١ ,0,0, , , ,1500,شيكل
2020-02-15 ,240886,للايجار,نابلس, -  مدينة نابلس,شقة,مفروشة ,غرفتين ,1 ,1 ,1 ,صاله  ,100, ,نعم ,نعم , ,1800,شيكل
2020-02-15 ,240887,للبيع,رام الله والبيرة, - بيتونيا,شقة,مشطب ,غرفتين ,2 ,1 ,1 ,صالتان ,130, ,نعم ,نعم ,نعم ,85000,دولار
2020-02-15 ,240888,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,مفروشة ,ثلاث غرف ,3 ,1 ,3 ,نعم ,215,1000,نعم ,نعم ,نعم ,850,دولار
2020-02-15 ,240889,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,مفروشة ,غرفتين ,2 ,1 ,1 ,1 ,100,1000,نعم ,نعم ,نعم ,1000,دولار
2020-02-15 ,240890,منفصل,قلقيلية, -  مدينة قلقيلية,منزل,مشطب ,ثلاث غرف ,2 ,1 ,1 ,كبيره ,110,178, , , ,70000,دينار
2020-02-15 ,240891,منفصل,جنين, -  مدينة جنين,منزل,مشطب ,اربع غرف ,3 ,1 ,1 ,نعم يوجد صاله كبيرة ,180,850, ,نعم ,نعم ,130000,دينار
2020-02-15 ,240893,للايجار,رام الله والبيرة, - بيتونيا,شقة,غير مفروشة ,غرفتين ,1 ,1 ,1 ,صاله كبيره ,80,715,نعم ,نعم , ,1200,شيكل
2020-02-15 ,240894,منفصل,نابلس, - زواتا,منزل,عظم ,اربع غرف ,2 ,1 ,2 , ,150,150, , , ,43000,دينار
2020-02-17 ,240895,للايجار,بيت لحم, -  مدينة بيت لحم,شقة,مفروشة ,ثلاث غرف ,2 ,1 ,2 ,صالة كبيره ,145,1000, ,نعم , ,2500,شيكل
2020-02-19 ,240896,للبيع,جنين, -  مدينة جنين,شقة,مشطب ,ثلاث غرف ,2 ,1 ,0 ,صالة كبيرة جدا ومفتوحة على المطبخ (نظام امريكي) ,140, , ,نعم , ,48000,دينار
2020-02-15 ,240898,منفصل,رام الله والبيرة, - المزرعة الغربية,منزل,مفروشة ,غرفتين ,1 ,1 ,1 , , , , ,نعم , ,1300,شيكل
2020-02-15 ,240899,للبيع,الخليل, -  مدينة الخليل,شقة,مشطب ,ثلاث غرف ,2 ,1 ,1 ,صاله  , , ,نعم ,نعم , ,60000,دينار
2020-02-15 ,240900,للبيع,رام الله والبيرة, - بيتونيا,شقة,غير مفروشة ,ثلاث غرف ,2 ,1 ,2 ,صالة و صالون ,113, , ,نعم , ,65.000,دولار
2020-02-20 ,240901,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,ثلاث غرف ,2 ,1 ,1 ,يوجد.  ,140, , , , ,1300,شيكل
2020-02-18 ,240902,للايجار,رام الله والبيرة, - بيتونيا,شقة,غير مفروشة ,غرفتين ,2 ,1 ,2 , ,130, ,نعم ,نعم , ,800,شيكل
2020-02-15 ,240903,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,ثلاث غرف ,3 ,1 ,1 ,صالة وصالون ,170, , ,نعم , ,1000,دولار
2020-02-16 ,240904,للبيع,رام الله والبيرة, - بيتونيا,شقة,مفروشة ,ثلاث غرف ,1 ,1 , ,صالة كبيرة  , , , ,نعم , ,450,شيكل
2020-02-15 ,240905,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,ثلاث غرف ,2 ,1 ,1 ,صالة وصالون ,160, ,نعم ,نعم , ,600,دولار
2020-02-15 ,240906,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,مفروشة ,غرفة واحدة - ستوديو ,1 ,1 , ,صالة وصالون , , ,نعم , , ,450,دولار
2020-02-15 ,240907,للبيع,رام الله والبيرة, - بيتونيا,شقة,غير مفروشة ,ثلاث غرف ,3 ,1 ,2 ,ضالون وصالة وسفرة ,180, ,نعم ,نعم , ,30.000,دولار
2020-02-15 ,240908,للايجار,بيت لحم, - بيت جالا,شقة,مفروشة ,غرفة واحدة - ستوديو ,1 ,1 ,0 ,لا ,25,25,نعم ,نعم ,نعم ,1000,شيكل
2020-02-15 ,240910,للبيع,رام الله والبيرة, -  مدينة البيرة,شقة,غير مفروشة ,غرفتين ,2 ,1 ,1 ,صالة كبيرة  ,100, , ,نعم , ,45000,دولار
2020-02-23 ,240911,للبيع,رام الله والبيرة, -  مدينة البيرة,شقة,مشطب ,ثلاث غرف ,2 ,1 ,1 ,صالة واسعة ,155,1000,نعم ,نعم ,نعم ,120000,دولار
2020-02-19 ,240912,للايجار,رام الله والبيرة, -  مدينة البيرة,شقة,مشطب ,ثلاث غرف ,3 ,1 ,1 ,صالة واسعة ,155,800,نعم ,نعم ,نعم ,600,دولار
2020-02-18 ,240913,منفصل,نابلس, - طلوزة,منزل,مشطب ,ثلاث غرف , , , , , , , , , ,100000,دينار
2020-02-15 ,240914,للبيع,رام الله والبيرة, - بيتونيا,شقة,مشطب ,ثلاث غرف ,2 ,1 ,1 ,صالة كبيرة مفتوحه على المطبخ ,140, , , , ,90000,دولار
2020-02-15 ,240915,للايجار,نابلس, -  مدينة نابلس,شقة,مفروشة ,غرفة واحدة - ستوديو ,1 ,1 ,1 ,لا يوجد  ,60,700,نعم ,نعم ,نعم ,1500,شيكل
2020-02-16 ,240916,للبيع,نابلس, -  مدينة نابلس,شقة,عظم ,ثلاث غرف ,2 ,1 ,2 ,نعم , , ,نعم ,نعم ,نعم ,320,دينار
2020-02-15 ,240917,للبيع,نابلس, -  مدينة نابلس,شقة,مشطب ,أكثر من خمس غرف ,3 ,1 ,2 ,نعم ,200, ,نعم , , ,80000,دينار
2020-02-15 ,240918,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,مفروشة ,غرفة واحدة - ستوديو ,1 ,1 , ,صااون وسفرة  ,50, ,نعم ,نعم ,نعم ,550,دولار
2020-02-17 ,240920,للبيع,رام الله والبيرة, -  مدينة رام الله,شقة,مفروشة ,غرفتين ,1 ,1 ,1 ,واحده  ,56,800,نعم ,نعم , ,78000,دولار
2020-02-15 ,240921,للايجار,رام الله والبيرة, -  مدينة البيرة,شقة,مفروشة ,غرفتين ,2 ,1 ,1 ,صالة كبيرة  ,145,828272, ,نعم , ,600,دولار
2020-02-15 ,240922,منفصل,جنين, -  مدينة جنين,منزل,مشتركة ,أكثر من خمس غرف ,8 ,4 ,2 ,صالة وبلكونة للطابق الارضي بمساحة ١٣٩ ,300,1050, , , ,265000,دينار
2020-02-15 ,240923,منفصل,جنين, - مخيم جنين,منزل,غير مفروشة ,ثلاث غرف ,2 ,1 , , ,100, , , , ,10000,دينار
2020-02-15 ,240924,للايجار,جنين, -  مدينة جنين,شقة,غير مفروشة ,اربع غرف ,3 ,1 ,2 ,نعم ,166,370, , , ,1000,شيكل
2020-02-15 ,240925,للبيع,رام الله والبيرة, - كفر عقب,شقة,غير مفروشة ,ثلاث غرف ,4 ,1 ,2 ,صالون وصاله  ,200,200,نعم ,نعم , ,460000,شيكل
2020-02-15 ,240926,للبيع,بيت لحم, - الدوحة,شقة,غير مفروشة ,ثلاث غرف ,2 ,1 ,1 ,صاله وصالون  ,140,40, ,نعم , ,70000,دينار
2020-02-15 ,240927,منفصل,رام الله والبيرة, - رافات,منزل,عظم ,اربع غرف ,21 , , ,صالون وصالة  ,165,530, ,نعم , ,250,دولار
2020-04-09 ,240928,للبيع,رام الله والبيرة, -  مدينة البيرة,شقة,مشطب ,ثلاث غرف ,3 ,1 ,2 ,صالون  وسفره ,200, ,نعم ,نعم , ,160000,دولار
2020-02-19 ,240929,للبيع,رام الله والبيرة, - بير زيت,شقة,عظم ,ثلاث غرف ,3 ,1 ,2 ,صالون  وسفره ,185, ,نعم ,نعم , ,85000,دولار
2020-02-15 ,240930,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,مفروشة ,غرفة واحدة - ستوديو ,1 ,1 , ,1 , , ,نعم , , ,450,دولار
2020-02-15 ,240931,للايجار,جنين, -  مدينة جنين,شقة,غير مفروشة ,اربع غرف ,2 حمام  , ,2 برنده ,صاله كبيره ,155, ,نعم , , ,1700,شيكل
2020-02-17 ,240932,للبيع,نابلس, -  مدينة نابلس,شقة,مشطب ,ثلاث غرف ,3 ,1 ,1 ,نعم ,210, , , ,نعم ,20000,دينار
2020-02-15 ,240933,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,ثلاث غرف ,2 ,1 ,1 ,1 , , , , , ,1300,شيكل
2020-02-15 ,240934,للايجار,رام الله والبيرة, -  مدينة البيرة,شقة,غير مفروشة ,ثلاث غرف ,2 ,1 ,2 ,2صالة ,140,0,نعم ,نعم , ,500,دولار
2020-02-15 ,240935,للبيع,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,ثلاث غرف ,3 ,1 ,2 ,1 ,170, ,نعم ,نعم ,نعم ,195000,دولار
2020-02-15 ,240936,للبيع,رام الله والبيرة, -  مدينة رام الله,شقة,مشطب ,ثلاث غرف ,3 ,1 ,1 ,يوجد صاله ,160,20000,نعم ,نعم ,نعم ,140,دولار
2020-02-15 ,240937,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,غرفة واحدة - ستوديو ,1 ,1 ,0 ,1 ,45, ,نعم ,نعم , ,340,دولار
2020-02-15 ,240938,للبيع,رام الله والبيرة, -  مدينة رام الله,شقة,مفروشة ,ثلاث غرف ,3 ,1 ,1 ,يوجد صاله كبيره ,160,2000,نعم ,نعم ,نعم ,140000,دولار
2020-02-15 ,240939,للبيع,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,ثلاث غرف ,3 ,1 ,1 ,1 ,165, ,نعم ,نعم ,نعم ,165000,دولار
2020-02-19 ,240940,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,مفروشة ,غرفة واحدة - ستوديو ,1 ,1 , ,لا ,60,60,نعم ,نعم , ,1300,شيكل
2020-02-15 ,240941,للايجار,رام الله والبيرة, - بيتونيا,شقة,غير مفروشة ,غرفتين ,1 ,1 ,1 , , , , ,نعم , ,1100,شيكل
2020-02-15 ,240942,للايجار,رام الله والبيرة, -  مدينة البيرة,شقة,مفروشة ,ثلاث غرف ,3 ,1 ,2 ,2 , , ,نعم ,نعم ,نعم ,700,دولار
2020-02-15 ,240943,للبيع,نابلس, - عصيرة الشمالية,شقة,مشطب ,أكثر من خمس غرف ,2 ,1 ,2 ,صالة كبيرة ,200, , , , ,56000,دينار
2020-02-15 ,240944,للايجار,بيت لحم, -  مدينة بيت لحم,شقة,مفروشة ,اربع غرف ,2 ,1 , ,صاله كبيرة , , ,نعم ,نعم , ,1700,شيكل
2020-02-15 ,240945,للايجار,القدس, - كفر عقب,شقة,مفروشة ,غرفتين ,1 ,1 ,1 ,صالة ضيوف ,100,50, ,نعم , ,1700,شيكل
2020-02-15 ,240946,للايجار,رام الله والبيرة, - الطيرة,شقة,مفروشة ,ثلاث غرف ,3 ,1 ,1 , ,150, ,نعم ,نعم , ,600,دولار
2020-02-18 ,240947,للبيع,الخليل, -  مدينة الخليل,شقة,مشطب ,ثلاث غرف ,3 ,1 ,3 ,صالة كبيرة+صالون ,160, ,نعم ,نعم ,نعم ,85000,دينار
2020-02-15 ,240950,للايجار,رام الله والبيرة, -  مدينة البيرة,شقة,مفروشة ,ثلاث غرف ,2 ,1 ,1 ,1 ,162,0,نعم ,نعم ,نعم ,600,دولار
2020-02-15 ,240952,للايجار,رام الله والبيرة, -  مدينة رام الله,رووف,مفروشة ,ثلاث غرف ,3 ,1 ,1 ,صالون كبير ,168,850, , , ,550,دولار
2020-02-15 ,240953,للبيع,الخليل, -  مدينة الخليل,شقة,مشطب ,خمس غرف ,3 ,1 ,2 ,صالة كبيرة ,170, ,نعم , , ,78000,دينار
2020-02-15 ,240954,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,ثلاث غرف ,3 ,1 ,2 ,صالة واسعة وصالون ,200, , , , ,2000,شيكل
2020-02-15 ,240955,للايجار,رام الله والبيرة, - الطيرة,شقة,مفروشة ,ثلاث غرف ,3 ,1 ,1 ,1 ,150,0,نعم ,نعم ,نعم ,600,دولار
2020-02-23 ,240956,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,مفروشة ,غرفتين ,2 ,150 , , , , , , , ,1500,شيكل
2020-02-20 ,240958,للايجار,رام الله والبيرة, -  مدينة رام الله,رووف,مفروشة ,غرفة واحدة - ستوديو , , , , ,70, , , , ,500,دولار
2020-02-15 ,240961,للبيع,رام الله والبيرة, -  مدينة البيرة,شقة,غير مفروشة ,ثلاث غرف , ,1 ,1 ,صالة كبيرة ,155, , , , ,367000,شيكل
2020-02-22 ,240963,للبيع,رام الله والبيرة, - روابي,شقة,مشطب ,ثلاث غرف ,3 ,1 ,1 ,يوجد صالة كبيرة وأخرى صغيرة ,177, ,نعم ,نعم ,نعم ,160000,دولار
2020-02-25 ,240964,للبيع,نابلس, -  مدينة نابلس,شقة,مشطب ,اربع غرف ,3 ,1 ,1 ,نعم ,200, ,نعم , , ,20000,دينار
2020-02-20 ,240965,للبيع,نابلس, -  مدينة نابلس,شقة,مشطب ,ثلاث غرف ,2 ,1 ,1 ,نعم ,180, , ,نعم , ,20000,دينار
2020-02-16 ,240966,للبيع,نابلس, -  مدينة نابلس,شقة,مشطب ,ثلاث غرف ,2 ,1 ,1 ,نعم ,125, , , , ,12000,دينار
2020-02-16 ,240967,للبيع,نابلس, -  مدينة نابلس,شقة,عظم ,ثلاث غرف ,2 ,1 ,2 ,نعم ,200, ,نعم ,نعم , ,75000,دينار
2020-02-16 ,240970,للبيع,نابلس, -  مدينة نابلس,شقة,عظم ,ثلاث غرف ,2 ,1 ,2 ,لا  ,150,1000,نعم ,نعم ,نعم ,450,دينار
2020-02-16 ,240971,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,مفروشة ,غرفتين ,2 ,1 ,1 ,صالون ,120, ,نعم , , ,600,دولار
2020-02-16 ,240972,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,مفروشة ,ثلاث غرف ,-2 ,-1 ,0 ,صالة وصالون  ,140, ,نعم , , ,2100,شيكل
2020-02-16 ,240973,للبيع,رام الله والبيرة, - بيتونيا,شقة,غير مفروشة ,ثلاث غرف ,3 ,1 ,3 ,صالة وصالون ,162, ,نعم ,نعم ,نعم ,100000,دولار
2020-02-16 ,240974,للبيع,جنين, - الجامعة الامريكية,شقة,مفروشة ,غرفة واحدة - ستوديو ,1 ,1 ,1 ,لا ,38, ,نعم ,نعم ,نعم ,25000,دينار
2020-02-16 ,240975,للبيع,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,ثلاث غرف ,2 ,1 ,0 ,1 ,125,1000,نعم ,نعم ,نعم ,115000,دولار
2020-02-16 ,240976,للايجار,بيت لحم, - بيت ساحور,شقة,مفروشة ,ثلاث غرف ,2 ,1 ,2 ,صاله كبيره ,160, ,نعم ,نعم ,نعم ,2100,شيكل
2020-02-16 ,240977,منفصل,نابلس, - عسكر,منزل,مشطب ,ثلاث غرف ,2 ,1 , ,صالة كبيرة ,160, , , , ,20000,دينار
2020-02-16 ,240979,للبيع,طولكرم, -  مدينة طولكرم,شقة,عظم ,اربع غرف ,3 ,1 ,1 , ,135, ,نعم ,نعم ,نعم ,40000,دينار
2020-02-16 ,240980,منفصل,الخليل, - حلحول,منزل,مشطب ,اربع غرف ,2 ,1 ,1 ,نعم ,170,670, , , ,110000,دينار
2020-02-16 ,240981,منفصل,رام الله والبيرة, -  مدينة رام الله,منزل,مشطب ,ثلاث غرف ,3 ,1 ,1 ,٢ ,240,150,نعم ,نعم ,نعم ,220000,دولار
2020-02-16 ,240983,للبيع,رام الله والبيرة, - الطيرة,شقة,مشطب ,ثلاث غرف ,3 ,1 ,2 ,2 ,160,40,نعم ,نعم , ,105.000,دولار
2020-02-16 ,240984,للبيع,نابلس, -  مدينة نابلس,شقة,مشطب ,ثلاث غرف ,2 ,1 ,1 ,يوجد صالة جيدة  ,145, , , , ,52000,دينار
2020-02-16 ,240985,منفصل,اريحا, - عقبة جبر,منزل,مشطب ,غرفتين ,1 ,1 ,1 , ,70, , ,نعم , ,600,شيكل
2020-02-16 ,240986,للايجار,رام الله والبيرة, - بيتونيا,شقة,غير مفروشة ,ثلاث غرف , , ,0 ,صاله كبيرة ,130, ,نعم ,نعم , ,1100,شيكل
2020-02-16 ,240987,للبيع,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,ثلاث غرف ,2 ,1 ,1 ,صالون ,125, , , , ,30000,دينار
2020-02-16 ,240989,للبيع,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,ثلاث غرف ,2 ,1 ,1 ,1 ,160, ,نعم ,نعم ,نعم ,140000,دولار
2020-02-20 ,240990,للبيع,رام الله والبيرة, -  مدينة رام الله,رووف,غير مفروشة ,ثلاث غرف ,3 ,1 ,2 ,1 ,260, ,نعم ,نعم ,نعم ,235000,دولار
2020-02-20 ,240991,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,مفروشة ,ثلاث غرف ,2 ,1 ,1 ,1 ,125, ,نعم ,نعم , ,650,دولار
2020-02-16 ,240993,للبيع,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,ثلاث غرف ,3 ,1 ,2 , ,180, ,نعم ,نعم , ,30.000,دولار
2020-02-16 ,240994,للبيع,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,ثلاث غرف ,2 ,1 ,1 ,نعم ,125, ,نعم ,نعم , ,85.000,دولار
2020-02-16 ,240995,للبيع,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,أكثر من خمس غرف ,3 ,2 ,4 ,نعم ,360, ,نعم ,نعم , ,40.000,دولار
2020-02-16 ,240996,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,مفروشة ,ثلاث غرف ,2 ,1 ,1 ,1 , , ,نعم ,نعم , ,600,دولار
2020-02-16 ,240997,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,مفروشة ,غرفة واحدة - ستوديو ,1 ,1 , ,1 , , ,نعم , , ,450,دولار
2020-02-19 ,240999,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,مفروشة ,غرفة واحدة - ستوديو ,1 ,1 ,1 ,يوجد ,50, ,نعم ,نعم ,نعم ,1800,شيكل
2020-02-16 ,241000,للبيع,نابلس, -  مدينة نابلس,شقة,عظم ,ثلاث غرف ,2 ,1 , ,صالون كبير  ,128,700,نعم ,نعم , ,41000,دينار
2020-02-16 ,241001,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,مفروشة ,غرفتين ,2 ,1 , ,يوجد ,100, ,نعم ,نعم ,نعم ,2800,شيكل
2020-02-16 ,241002,للبيع,رام الله والبيرة, - الطيرة,شقة,مشطب ,اربع غرف , , , , ,180, ,نعم ,نعم , ,140000,دولار
2020-02-16 ,241003,للبيع,رام الله والبيرة, - الطيرة,شقة,مشطب ,اربع غرف , , , , ,200,70, ,نعم , ,130000,دولار
2020-02-16 ,241004,للبيع,نابلس, -  مدينة نابلس,شقة,مشطب ,ثلاث غرف ,2 ,1 ,2 ,كبير جدا ,155, ,نعم ,نعم ,نعم ,75000,دينار
2020-02-16 ,241005,للايجار,رام الله والبيرة, - الطيرة,شقة,غير مفروشة ,ثلاث غرف ,3 ,1 ,1 , ,170, ,نعم ,نعم ,نعم ,700,دولار
2020-02-16 ,241006,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,ثلاث غرف ,3 ,1 ,1 ,1 ,155,0,نعم ,نعم , ,500,دولار
2020-02-16 ,241007,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,مفروشة ,غرفة واحدة - ستوديو ,1 ,1 ,1 ,1 ,80,0,نعم ,نعم ,نعم ,500,دولار
2020-02-16 ,241008,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,مفروشة ,ثلاث غرف ,3 ,2 ,1 ,1 ,170,0,نعم ,نعم , ,600,دولار
2020-02-16 ,241009,للبيع,الخليل, - صوريف,رووف,مشطب ,غرفتين , , , ,يوجد صالون  ,150,500, ,نعم , ,270000,دينار
2020-02-16 ,241010,منفصل,رام الله والبيرة, -  مدينة رام الله,منزل,غير مفروشة ,اربع غرف ,3 ,1 ,1 ,1 ,250,750, ,نعم , ,1200,دولار
2020-02-16 ,241011,للبيع,رام الله والبيرة, - الطيرة,فيلا,غير مفروشة ,خمس غرف ,4 ,1 ,3 ,3 , , , , , ,650000,دولار
2020-02-16 ,241012,للبيع,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,ثلاث غرف ,3 ,1 ,2 ,صالون وصالة ,150, ,نعم ,نعم , ,130000,دولار
2020-02-16 ,241013,للبيع,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,ثلاث غرف ,3 ,1 ,2 ,صالون وصالة ,150, ,نعم ,نعم , ,130000,دولار
2020-02-16 ,241014,للايجار,رام الله والبيرة, -  مدينة البيرة,شقة,مفروشة ,غرفتين ,1 ,1 ,1 ,يوجد صاله ومطبخ كبير غير الغرفتين وبرنده كبيره ,120,1000, ,نعم , ,600,دولار
2020-02-17 ,241015,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,مفروشة ,ثلاث غرف ,2 ,1 ,2 ,يوجد , , , , , ,1500,شيكل
2020-02-17 ,241016,للبيع,رام الله والبيرة, - بير زيت,شقة,غير مفروشة ,ثلاث غرف ,2 ,1 ,2 ,يوجد صالة  , , , , , ,120000,شيكل
2020-02-17 ,241017,للايجار,جنين, -  مدينة جنين,شقة,غير مفروشة ,غرفتين ,1 ,1 ,1 ,صاله كبيره عن غرفتين  ,145,850, ,نعم , ,250,دينار
2020-02-17 ,241018,للايجار,نابلس, -  مدينة نابلس,شقة,مفروشة ,ثلاث غرف ,2 ,1 ,0 ,يوجد صالون كبير ,120,400, , , ,2200,شيكل
2020-02-16 ,241019,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,غرفتين ,3 ,1 ,1 ,صالة ,155, ,نعم ,نعم ,نعم ,600,دولار
2020-02-17 ,241020,للايجار,نابلس, -  مدينة نابلس,شقة,غير مفروشة ,ثلاث غرف ,2 ,1 ,1 ,صالة  صغيره /كبيره ,145, ,نعم , , ,3500,دينار
2020-02-16 ,241022,للبيع,رام الله والبيرة, -  مدينة رام الله,رووف,غير مفروشة ,ثلاث غرف , , , , , , ,نعم ,نعم ,نعم ,150000,دولار
2020-02-17 ,241023,للبيع,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,ثلاث غرف , , , , , , ,نعم ,نعم ,نعم ,145000,دولار
2020-02-17 ,241024,للبيع,رام الله والبيرة, -  مدينة رام الله,شقة,غير مفروشة ,ثلاث غرف , , , , ,215,170,نعم ,نعم ,نعم ,220000,دولار
2020-02-17 ,241025,للبيع,رام الله والبيرة, - بيتونيا,شقة,مشطب ,ثلاث غرف , , , , , , , , , ,86000,دولار
2020-02-17 ,241026,للايجار,طولكرم, -  مدينة طولكرم,رووف,مشطب ,غرفتين ,1 ,1 ,1 ,لا يوجد , , , , , ,1000,شيكل
2020-02-17 ,241027,للايجار,رام الله والبيرة, -  مدينة رام الله,شقة,مشطب ,غرفتين ,1 ,1 ,1 ,يوجد صالة ,90,1000, ,نعم , ,1000,شيكل
2020-02-17 ,241028,للبيع,بيت لحم, - الخضر,شقة,عظم ,ثلاث غرف ,2 ,1 ,2 ,صاله ,145,1000,نعم ,نعم ,نعم ,25000,شيكل
2020-02-17 ,241029,للايجار,نابلس, -  مدينة نابلس,شقة,مفروشة ,غرفتين , , , , , , ,نعم , , ,1900,شيكل
2020-02-17 ,241031,للايجار,رام الله والبيرة, - بيتونيا,شقة,غير مفروشة ,غرفة واحدة - ستوديو ,1 ,1 , ,مع المطبخ , , ,نعم ,نعم , ,900,شيكل
2020-02-17 ,241032,للايجار,رام الله والبيرة, - بيتونيا,شقة,غير مفروشة ,غرفتين ,1 ,1 , ,مع المطبخ , , ,نعم ,نعم , ,1100,شيكل
2020-02-17 ,241033,للبيع,الخليل, - سعير,شقة,عظم ,ثلاث غرف , , , , , , , , , ,35000,دينار
2020-02-17 ,241034,منفصل,طولكرم, -  مدينة طولكرم,منزل,مشطب ,ثلاث غرف ,2 ,1 , ,نعم ,135,135, , , ,80000,دينار
2020-02-17 ,241035,للبيع,نابلس, -  مدينة نابلس,شقة,مشطب ,ثلاث غرف ,2 ,1 ,1 ,1 ,125,0,نعم ,نعم , ,57,دينار
2020-02-17 ,241036,للايجار,رام الله والبيرة, - بيتونيا,شقة,غير مفروشة ,ثلاث غرف ,2 ,1 ,2 ,صاله كبيره ,160,160, ,نعم , ,1100,شيكل
2020-02-17 ,241037,للايجار,نابلس, -  مدينة نابلس,شقة,مفروشة ,غرفتين ,-1 ,-1 ,-1 ,يوجد صاله ,80, , , , ,750,شيكل
2020-02-17 ,241038,للبيع,رام الله والبيرة, -  مدينة رام الله,شقة,مشطب ,ثلاث غرف ,2 ,1 ,2 ,صاله مع صالون ,140,140,نعم , , ,100000,دولار
