city,status,numberRooms,numberBathrooms,numberBalconies,elevator,carParking,heating,houseSpace,PriceType_JOD,PriceType_NIS,PriceType_USD,featurePlus,Bldg_A,Bldg_B,Bldg_C,MedstatusHouseSpace,city_encoded,price
1,2,3,2,2,1,1,0,140.0,0,1,0,0.6666666666666666,0,2,0,140.0,2146.5372434156006,1100
4,2,2,1,0,0,0,0,70.0,1,0,0,0.5,0,0,0,140.0,4656.840423319651,2800
1,2,2,2,1,1,1,0,130.0,0,0,1,1.0,0,1,0,140.0,2146.5372434156006,450
4,1,2,2,3,0,1,0,145.0,0,1,0,1.0,3,0,0,140.0,4656.840423319651,1600
1,1,3,3,1,1,1,0,165.0,0,0,1,1.0,1,0,0,140.0,2146.5372434156006,800
1,3,3,3,1,1,0,0,170.0,0,0,1,1.0,0,0,1,140.0,2146.5372434156006,650
1,2,3,2,1,1,0,0,120.0,0,1,0,0.6666666666666666,0,1,0,140.0,2146.5372434156006,1400
4,1,4,2,3,1,1,1,170.0,1,0,0,0.5,3,0,0,140.0,4656.840423319651,3500
1,1,2,2,1,1,1,1,140.0,0,0,1,1.0,1,0,0,140.0,2146.5372434156006,650
1,3,3,2,1,1,1,1,150.0,0,0,1,0.6666666666666666,0,0,1,140.0,2146.5372434156006,550
1,2,2,1,1,0,1,0,110.0,0,1,0,0.5,0,1,0,140.0,2146.5372434156006,1100
2,2,4,2,1,0,0,0,120.0,0,1,0,0.5,0,1,0,140.0,3026.3582534092375,1250
1,1,1,1,1,0,0,0,140.0,0,0,1,1.0,1,0,0,140.0,2146.5372434156006,450
4,1,1,2,0,0,1,0,100.0,1,0,0,2.0,0,0,0,140.0,4656.840423319651,300
1,1,1,1,1,0,1,0,70.0,0,0,1,1.0,1,0,0,140.0,2146.5372434156006,500
1,1,3,3,2,1,1,1,170.0,0,0,1,1.0,2,0,0,140.0,2146.5372434156006,1100
4,3,3,3,1,0,0,0,240.0,1,0,0,1.0,0,0,1,140.0,4656.840423319651,2400
7,2,4,2,1,1,0,0,140.0,1,0,0,0.5,0,1,0,140.0,3492.732901217207,250
1,1,2,1,1,1,1,0,140.0,0,1,0,0.5,1,0,0,140.0,2146.5372434156006,2000
1,2,3,3,1,1,0,0,160.0,0,0,1,1.0,0,1,0,140.0,2146.5372434156006,600
1,2,3,3,1,1,1,1,180.0,0,0,1,1.0,0,1,0,140.0,2146.5372434156006,550
1,2,3,1,1,1,1,0,140.0,0,0,1,0.3333333333333333,0,1,0,140.0,2146.5372434156006,450
1,1,2,2,0,1,1,0,140.0,0,0,1,1.0,0,0,0,140.0,2146.5372434156006,600
5,1,3,2,1,0,0,0,120.0,1,0,0,0.6666666666666666,1,0,0,140.0,3798.9405590217193,3000
1,2,3,2,0,1,1,0,150.0,0,0,1,0.6666666666666666,0,0,0,140.0,2146.5372434156006,500
1,2,3,2,1,1,1,0,150.0,0,0,1,0.6666666666666666,0,1,0,140.0,2146.5372434156006,500
1,2,3,2,1,1,1,0,150.0,0,0,1,0.6666666666666666,0,1,0,140.0,2146.5372434156006,500
1,1,2,2,1,1,1,1,150.0,0,0,1,1.0,1,0,0,140.0,2146.5372434156006,700
1,1,3,3,1,1,1,1,180.0,0,0,1,1.0,1,0,0,140.0,2146.5372434156006,900
1,1,1,1,0,0,0,0,140.0,0,0,1,1.0,0,0,0,140.0,2146.5372434156006,350
1,2,1,1,0,0,0,0,130.0,0,1,0,1.0,0,0,0,140.0,2146.5372434156006,1300
1,2,2,1,1,1,0,0,120.0,0,1,0,0.5,0,1,0,140.0,2146.5372434156006,1200
1,2,3,2,1,1,1,0,170.0,0,0,1,0.6666666666666666,0,1,0,140.0,2146.5372434156006,500
1,2,2,2,1,0,1,0,140.0,0,1,0,1.0,0,1,0,140.0,2146.5372434156006,1600
1,2,2,1,1,1,1,0,140.0,0,0,1,0.5,0,1,0,140.0,2146.5372434156006,450
1,2,2,2,1,1,1,0,140.0,0,1,0,1.0,0,1,0,140.0,2146.5372434156006,1600
1,1,2,1,0,1,1,0,140.0,0,0,1,0.5,0,0,0,140.0,2146.5372434156006,500
1,1,2,2,0,1,1,0,130.0,0,0,1,1.0,0,0,0,140.0,2146.5372434156006,650
1,2,2,1,1,0,0,0,125.0,0,1,0,0.5,0,1,0,140.0,2146.5372434156006,1200
1,1,1,1,0,0,0,0,100.0,0,1,0,1.0,0,0,0,140.0,2146.5372434156006,1000
5,2,2,1,0,0,0,0,80.0,1,0,0,0.5,0,0,0,140.0,3798.9405590217193,1700
1,2,3,2,2,1,1,0,170.0,0,1,0,0.6666666666666666,0,2,0,140.0,2146.5372434156006,1800
1,1,3,2,1,1,1,0,155.0,0,0,1,0.6666666666666666,1,0,0,140.0,2146.5372434156006,650
1,2,3,2,1,1,1,0,180.0,0,0,1,0.6666666666666666,0,1,0,140.0,2146.5372434156006,700
1,2,3,2,1,1,1,0,160.0,0,0,1,0.6666666666666666,0,1,0,140.0,2146.5372434156006,500
1,1,3,2,0,1,0,0,135.0,0,0,1,0.6666666666666666,0,0,0,140.0,2146.5372434156006,650
1,1,2,2,1,0,1,0,145.0,0,0,1,1.0,1,0,0,140.0,2146.5372434156006,600
1,1,3,3,1,1,1,1,175.0,0,0,1,1.0,1,0,0,140.0,2146.5372434156006,850
4,1,3,2,0,0,0,0,120.0,0,1,0,0.6666666666666666,0,0,0,140.0,4656.840423319651,2200
1,2,3,2,1,1,1,0,140.0,0,1,0,0.6666666666666666,0,1,0,140.0,2146.5372434156006,1500
1,2,1,1,1,1,1,0,70.0,0,0,1,1.0,0,1,0,140.0,2146.5372434156006,350
1,1,1,1,0,0,0,0,140.0,0,0,1,1.0,0,0,0,140.0,2146.5372434156006,350
5,2,1,1,1,0,0,0,140.0,0,1,0,1.0,0,1,0,140.0,3798.9405590217193,600
1,1,2,2,2,0,0,0,140.0,0,0,1,1.0,2,0,0,140.0,2146.5372434156006,700
1,1,1,1,1,1,0,0,140.0,0,0,1,1.0,1,0,0,140.0,2146.5372434156006,450
1,2,3,2,1,0,0,0,150.0,0,0,1,0.6666666666666666,0,1,0,140.0,2146.5372434156006,500
1,1,1,1,1,0,1,0,120.0,0,1,0,1.0,1,0,0,140.0,2146.5372434156006,550
5,2,2,2,1,0,0,0,110.0,1,0,0,1.0,0,1,0,140.0,3798.9405590217193,2500
4,1,4,2,1,1,1,0,150.0,0,1,0,0.5,1,0,0,140.0,4656.840423319651,2200
1,2,2,1,1,1,0,0,140.0,1,0,0,0.5,0,1,0,140.0,2146.5372434156006,200
1,2,2,1,0,1,1,1,120.0,0,0,1,0.5,0,0,0,140.0,2146.5372434156006,500
1,2,2,2,1,0,0,0,140.0,0,1,0,1.0,0,1,0,140.0,2146.5372434156006,1300
5,2,3,2,0,0,1,1,160.0,1,0,0,0.6666666666666666,0,0,0,140.0,3798.9405590217193,3500
4,1,4,2,1,1,1,0,120.0,0,1,0,0.5,1,0,0,140.0,4656.840423319651,2600
1,2,2,1,0,0,0,0,135.0,0,1,0,0.5,0,0,0,140.0,2146.5372434156006,1500
1,1,1,1,0,0,0,0,45.0,0,0,1,1.0,0,0,0,140.0,2146.5372434156006,300
4,1,3,2,1,0,1,0,140.0,0,1,0,0.6666666666666666,1,0,0,140.0,4656.840423319651,1500
1,3,3,3,1,1,1,1,170.0,0,0,1,1.0,0,0,1,140.0,2146.5372434156006,650
1,1,1,1,0,1,1,0,50.0,0,0,1,1.0,0,0,0,140.0,2146.5372434156006,500
1,2,2,2,0,0,1,0,120.0,0,1,0,1.0,0,0,0,140.0,2146.5372434156006,1500
1,2,2,1,1,1,1,0,90.0,0,1,0,0.5,0,1,0,140.0,2146.5372434156006,1500
1,2,3,2,1,0,0,0,150.0,0,1,0,0.6666666666666666,0,1,0,140.0,2146.5372434156006,1500
3,2,3,1,1,0,0,0,110.0,0,1,0,0.3333333333333333,0,1,0,140.0,4539.024717924195,1500
1,2,3,2,0,1,0,0,160.0,0,0,1,0.6666666666666666,0,0,0,140.0,2146.5372434156006,450
1,2,3,2,1,1,1,1,140.0,0,0,1,0.6666666666666666,0,1,0,140.0,2146.5372434156006,500
1,2,2,1,1,1,0,0,100.0,0,0,1,0.5,0,1,0,140.0,2146.5372434156006,400
7,2,5,1,1,0,1,0,210.0,0,1,0,0.2,0,1,0,140.0,3492.732901217207,800
1,1,1,1,0,0,0,0,140.0,0,1,0,1.0,0,0,0,140.0,2146.5372434156006,1400
1,2,3,2,1,0,0,0,150.0,0,0,1,0.6666666666666666,0,1,0,140.0,2146.5372434156006,500
3,2,3,1,1,0,1,0,140.0,0,1,0,0.3333333333333333,0,1,0,140.0,4539.024717924195,1300
1,2,3,2,1,1,0,0,135.0,0,1,0,0.6666666666666666,0,1,0,140.0,2146.5372434156006,1300
1,3,3,3,2,1,1,0,160.0,0,1,0,1.0,0,0,2,140.0,2146.5372434156006,1600
4,1,3,2,2,1,1,0,140.0,0,1,0,0.6666666666666666,2,0,0,140.0,4656.840423319651,2000
1,2,2,2,1,1,1,1,130.0,0,1,0,1.0,0,1,0,140.0,2146.5372434156006,1500
1,1,1,1,0,0,0,0,75.0,0,0,0,1.0,0,0,0,140.0,2146.5372434156006,450
1,2,3,2,2,1,1,0,130.0,0,1,0,0.6666666666666666,0,2,0,140.0,2146.5372434156006,1200
1,3,4,2,2,0,1,0,130.0,0,0,1,0.5,0,0,2,140.0,2146.5372434156006,500
7,2,3,2,2,1,1,0,165.0,1,0,0,0.6666666666666666,0,2,0,140.0,3492.732901217207,300
1,1,3,3,1,1,1,0,140.0,0,0,1,1.0,1,0,0,140.0,2146.5372434156006,200
1,2,3,2,2,1,1,0,140.0,0,1,0,0.6666666666666666,0,2,0,140.0,2146.5372434156006,1600
1,2,3,2,1,0,0,0,150.0,0,0,1,0.6666666666666666,0,1,0,140.0,2146.5372434156006,500
3,1,1,1,0,0,0,0,140.0,0,1,0,1.0,0,0,0,140.0,4539.024717924195,600
4,3,3,2,1,1,0,0,155.0,1,0,0,0.6666666666666666,0,0,1,140.0,4656.840423319651,2500
5,1,2,2,1,0,1,0,120.0,1,0,0,1.0,1,0,0,140.0,3798.9405590217193,4000
2,2,3,1,2,0,0,0,140.0,1,0,0,0.3333333333333333,0,2,0,140.0,3026.3582534092375,2500
5,3,2,2,0,0,0,0,110.0,1,0,0,1.0,0,0,0,140.0,3798.9405590217193,2000
4,3,3,2,1,1,0,0,140.0,1,0,0,0.6666666666666666,0,0,1,140.0,4656.840423319651,3000
1,2,2,2,1,1,1,0,130.0,0,0,1,1.0,0,1,0,140.0,2146.5372434156006,400
1,2,3,2,1,1,1,0,140.0,0,0,1,0.6666666666666666,0,1,0,140.0,2146.5372434156006,500
1,1,2,1,1,0,0,0,140.0,0,0,1,0.5,1,0,0,140.0,2146.5372434156006,500
1,1,2,2,1,1,1,0,140.0,0,0,1,1.0,1,0,0,140.0,2146.5372434156006,600
1,2,3,3,2,1,1,1,185.0,0,0,1,1.0,0,2,0,140.0,2146.5372434156006,700
1,1,2,2,1,1,1,1,140.0,0,0,1,1.0,1,0,0,140.0,2146.5372434156006,650
1,1,2,2,1,1,1,1,150.0,0,0,1,1.0,1,0,0,140.0,2146.5372434156006,650
1,2,3,3,1,1,1,1,180.0,0,0,1,1.0,0,1,0,140.0,2146.5372434156006,600
1,2,3,3,1,1,1,1,150.0,0,0,1,1.0,0,1,0,140.0,2146.5372434156006,450
7,2,2,2,1,0,0,0,140.0,0,1,0,1.0,0,1,0,140.0,3492.732901217207,1200
1,2,2,2,1,1,1,0,130.0,0,0,1,1.0,0,1,0,140.0,2146.5372434156006,450
4,2,2,1,1,0,0,0,95.0,1,0,0,0.5,0,1,0,140.0,4656.840423319651,2500
1,1,2,1,1,0,0,1,60.0,0,1,0,0.5,1,0,0,140.0,2146.5372434156006,1000
1,1,3,2,1,0,0,0,150.0,0,0,1,0.6666666666666666,1,0,0,140.0,2146.5372434156006,700
5,3,4,3,2,1,1,0,140.0,1,0,0,0.75,0,0,2,140.0,3798.9405590217193,3500
4,1,1,2,1,1,0,0,100.0,1,0,0,2.0,1,0,0,140.0,4656.840423319651,3000
1,1,1,1,1,1,1,1,70.0,0,0,1,1.0,1,0,0,140.0,2146.5372434156006,500
5,2,3,2,0,1,0,0,120.0,1,0,0,0.6666666666666666,0,0,0,140.0,3798.9405590217193,1900
1,2,3,2,1,1,0,0,125.0,0,1,0,0.6666666666666666,0,1,0,140.0,2146.5372434156006,1400
1,2,3,1,0,0,0,0,140.0,0,0,1,0.3333333333333333,0,0,0,140.0,2146.5372434156006,500
1,2,2,1,1,0,0,0,140.0,0,1,0,0.5,0,1,0,140.0,2146.5372434156006,1100
1,2,2,2,1,1,1,0,110.0,0,1,0,1.0,0,1,0,140.0,2146.5372434156006,1500
4,1,3,2,1,1,1,0,140.0,0,1,0,0.6666666666666666,1,0,0,140.0,4656.840423319651,1600
1,2,3,2,1,0,0,0,180.0,1,0,0,0.6666666666666666,0,1,0,140.0,2146.5372434156006,300
1,2,2,1,1,0,0,0,120.0,0,1,0,0.5,0,1,0,140.0,2146.5372434156006,1500
4,2,2,2,2,0,1,0,135.0,0,1,0,1.0,0,2,0,140.0,4656.840423319651,950
1,2,2,1,0,0,0,0,100.0,0,0,1,0.5,0,0,0,140.0,2146.5372434156006,450
1,1,2,1,1,0,1,0,90.0,0,0,1,0.5,1,0,0,140.0,2146.5372434156006,450
5,2,2,1,1,0,1,0,90.0,1,0,0,0.5,0,1,0,140.0,3798.9405590217193,2000
7,3,4,3,1,0,0,0,150.0,0,1,0,0.75,0,0,1,140.0,3492.732901217207,1500
1,2,2,1,1,1,1,0,120.0,1,0,0,0.5,0,1,0,140.0,2146.5372434156006,240
1,3,1,1,1,0,1,0,90.0,0,1,0,1.0,0,0,1,140.0,2146.5372434156006,1400
1,2,2,1,0,0,1,0,120.0,0,1,0,0.5,0,0,0,140.0,2146.5372434156006,1500
1,1,2,1,0,0,0,0,140.0,0,1,0,0.5,0,0,0,140.0,2146.5372434156006,300
1,2,3,2,2,1,1,0,140.0,0,0,1,0.6666666666666666,0,2,0,140.0,2146.5372434156006,500
1,1,2,1,0,0,0,0,140.0,0,1,0,0.5,0,0,0,140.0,2146.5372434156006,300
1,2,1,1,1,1,0,0,80.0,0,1,0,1.0,0,1,0,140.0,2146.5372434156006,800
4,2,2,1,0,0,0,0,100.0,1,0,0,0.5,0,0,0,140.0,4656.840423319651,2500
4,1,3,2,1,1,1,0,110.0,0,1,0,0.6666666666666666,1,0,0,140.0,4656.840423319651,2100
2,2,4,2,2,0,0,0,145.0,1,0,0,0.5,0,2,0,140.0,3026.3582534092375,3000
4,1,4,2,1,0,0,0,145.0,1,0,0,0.5,1,0,0,140.0,4656.840423319651,2500
5,2,3,1,1,0,0,0,140.0,1,0,0,0.3333333333333333,0,1,0,140.0,3798.9405590217193,3500
1,2,2,2,1,1,1,0,130.0,0,1,0,1.0,0,1,0,140.0,2146.5372434156006,1600
1,3,3,3,1,1,1,0,200.0,0,0,1,1.0,0,0,1,140.0,2146.5372434156006,700
1,3,3,3,1,1,1,0,165.0,0,1,0,1.0,0,0,1,140.0,2146.5372434156006,1600
1,1,1,1,1,1,0,0,80.0,0,0,1,1.0,1,0,0,140.0,2146.5372434156006,550
1,2,3,2,2,0,1,0,160.0,0,1,0,0.6666666666666666,0,2,0,140.0,2146.5372434156006,1800
1,2,3,2,1,1,1,0,135.0,0,1,0,0.6666666666666666,0,1,0,140.0,2146.5372434156006,1500
1,1,3,2,1,0,0,0,140.0,0,1,0,0.6666666666666666,1,0,0,140.0,2146.5372434156006,400
1,2,2,2,1,0,0,0,140.0,0,1,0,1.0,0,1,0,140.0,2146.5372434156006,1500
1,3,3,2,1,0,0,0,165.0,0,1,0,0.6666666666666666,0,0,1,140.0,2146.5372434156006,1200
1,2,2,2,0,0,0,0,135.0,0,1,0,1.0,0,0,0,140.0,2146.5372434156006,400
4,1,2,1,0,0,0,0,140.0,0,1,0,0.5,0,0,0,140.0,4656.840423319651,800
1,2,1,1,1,1,1,0,120.0,0,0,1,1.0,0,1,0,140.0,2146.5372434156006,350
1,1,4,3,3,1,1,1,240.0,0,0,1,0.75,3,0,0,140.0,2146.5372434156006,850
1,2,2,1,1,1,0,0,90.0,0,0,1,0.5,0,1,0,140.0,2146.5372434156006,430
7,2,4,2,1,0,0,0,150.0,1,0,0,0.5,0,1,0,140.0,3492.732901217207,300
4,3,1,2,0,0,0,0,140.0,1,0,0,2.0,0,0,0,140.0,4656.840423319651,3200
1,2,3,2,1,1,1,0,140.0,0,1,0,0.6666666666666666,0,1,0,140.0,2146.5372434156006,1200
1,1,3,2,2,1,1,0,170.0,0,0,1,0.6666666666666666,2,0,0,140.0,2146.5372434156006,850
4,2,3,2,2,1,0,0,200.0,1,0,0,0.6666666666666666,0,2,0,140.0,4656.840423319651,3000
1,2,3,2,2,1,1,1,140.0,0,0,1,0.6666666666666666,0,2,0,140.0,2146.5372434156006,600
7,2,4,2,1,0,0,0,155.0,1,0,0,0.5,0,1,0,140.0,3492.732901217207,300
1,4,2,1,1,0,1,0,120.0,0,1,0,0.5,0,0,0,140.0,2146.5372434156006,550
4,3,3,2,1,0,1,0,120.0,1,0,0,0.6666666666666666,0,0,1,140.0,4656.840423319651,3000
1,2,3,2,3,0,1,0,170.0,0,1,0,0.6666666666666666,0,3,0,140.0,2146.5372434156006,1200
1,1,3,3,1,1,1,0,150.0,0,0,1,1.0,1,0,0,140.0,2146.5372434156006,700
1,1,2,1,1,0,0,0,85.0,0,0,1,0.5,1,0,0,140.0,2146.5372434156006,450
1,2,1,1,1,0,1,0,70.0,0,1,0,1.0,0,1,0,140.0,2146.5372434156006,1000
4,1,2,1,0,0,0,0,140.0,0,1,0,0.5,0,0,0,140.0,4656.840423319651,1100
1,2,3,2,2,1,1,1,180.0,0,0,1,0.6666666666666666,0,2,0,140.0,2146.5372434156006,450
3,2,3,1,0,0,0,0,100.0,0,1,0,0.3333333333333333,0,0,0,140.0,4539.024717924195,1100
1,2,3,1,0,0,0,0,120.0,0,0,1,0.3333333333333333,0,0,0,140.0,2146.5372434156006,450
2,2,2,1,0,0,0,0,140.0,0,1,0,0.5,0,0,0,140.0,3026.3582534092375,1100
1,1,3,3,2,1,1,1,175.0,0,0,1,1.0,2,0,0,140.0,2146.5372434156006,1000
1,2,3,3,3,1,1,0,175.0,0,0,1,1.0,0,3,0,140.0,2146.5372434156006,600
1,2,3,2,2,1,1,0,150.0,0,0,1,0.6666666666666666,0,2,0,140.0,2146.5372434156006,550
1,1,3,2,1,1,1,1,140.0,0,0,1,0.6666666666666666,1,0,0,140.0,2146.5372434156006,1000
1,2,2,1,1,1,0,0,140.0,0,1,0,0.5,0,1,0,140.0,2146.5372434156006,1500
1,1,2,2,0,1,1,0,110.0,0,0,1,1.0,0,0,0,140.0,2146.5372434156006,650
1,2,3,3,1,1,1,0,180.0,0,0,1,1.0,0,1,0,140.0,2146.5372434156006,450
1,2,2,2,0,0,0,0,140.0,0,1,0,1.0,0,0,0,140.0,2146.5372434156006,1500
1,1,3,3,1,1,1,0,140.0,0,0,1,1.0,1,0,0,140.0,2146.5372434156006,700
1,1,2,2,1,1,1,1,115.0,0,0,1,1.0,1,0,0,140.0,2146.5372434156006,500
1,1,2,3,2,0,0,1,140.0,0,0,1,1.5,2,0,0,140.0,2146.5372434156006,700
1,1,3,2,0,0,1,0,170.0,0,0,1,0.6666666666666666,0,0,0,140.0,2146.5372434156006,200
1,2,2,1,1,0,0,0,120.0,1,0,0,0.5,0,1,0,140.0,2146.5372434156006,200
1,1,1,1,1,1,1,0,140.0,0,1,0,1.0,1,0,0,140.0,2146.5372434156006,1000
1,2,1,1,1,0,0,0,70.0,0,1,0,1.0,0,1,0,140.0,2146.5372434156006,1400
1,2,3,3,1,1,1,0,163.0,0,0,1,1.0,0,1,0,140.0,2146.5372434156006,600
1,1,3,3,2,1,0,1,165.0,0,0,1,1.0,2,0,0,140.0,2146.5372434156006,700
4,2,3,2,1,0,0,0,200.0,1,0,0,0.6666666666666666,0,1,0,140.0,4656.840423319651,3000
5,2,1,1,1,0,0,0,140.0,0,1,0,1.0,0,1,0,140.0,3798.9405590217193,600
5,2,3,2,1,0,0,0,130.0,0,1,0,0.6666666666666666,0,1,0,140.0,3798.9405590217193,1600
2,2,3,1,1,0,0,0,150.0,1,0,0,0.3333333333333333,0,1,0,140.0,3026.3582534092375,2500
4,3,4,1,1,1,1,0,140.0,1,0,0,0.25,0,0,1,140.0,4656.840423319651,3000
1,2,4,3,1,1,1,1,165.0,0,0,1,0.75,0,1,0,140.0,2146.5372434156006,500
1,1,2,2,1,1,1,1,140.0,0,0,1,1.0,1,0,0,140.0,2146.5372434156006,650
1,1,3,3,2,1,1,1,160.0,0,0,1,1.0,2,0,0,140.0,2146.5372434156006,900
1,1,2,2,1,1,1,1,110.0,0,0,1,1.0,1,0,0,140.0,2146.5372434156006,750
5,2,4,2,0,0,0,0,130.0,0,1,0,0.5,0,0,0,140.0,3798.9405590217193,1400
1,2,3,2,2,1,1,0,155.0,0,0,1,0.6666666666666666,0,2,0,140.0,2146.5372434156006,500
1,2,3,2,1,1,1,0,140.0,0,0,1,0.6666666666666666,0,1,0,140.0,2146.5372434156006,500
1,2,3,2,1,1,1,0,170.0,0,0,1,0.6666666666666666,0,1,0,140.0,2146.5372434156006,500
1,2,2,2,0,0,1,0,120.0,0,1,0,1.0,0,0,0,140.0,2146.5372434156006,1400
1,2,3,2,2,1,1,0,140.0,0,1,0,0.6666666666666666,0,2,0,140.0,2146.5372434156006,2000
1,2,3,2,1,1,1,0,160.0,0,0,1,0.6666666666666666,0,1,0,140.0,2146.5372434156006,600
4,3,3,2,1,1,0,0,140.0,1,0,0,0.6666666666666666,0,0,1,140.0,4656.840423319651,3000
1,2,3,3,2,1,1,0,140.0,0,0,1,1.0,0,2,0,140.0,2146.5372434156006,550
3,1,3,2,3,0,1,0,170.0,0,1,0,0.6666666666666666,3,0,0,140.0,4539.024717924195,2000
1,2,1,1,1,1,0,0,60.0,0,1,0,1.0,0,1,0,140.0,2146.5372434156006,800
1,1,1,1,0,1,1,1,50.0,0,1,0,1.0,0,0,0,140.0,2146.5372434156006,1800
1,2,2,1,1,0,0,0,75.0,0,1,0,0.5,0,1,0,140.0,2146.5372434156006,1200
1,1,1,1,1,0,0,0,140.0,0,1,0,1.0,1,0,0,140.0,2146.5372434156006,1400
1,2,1,1,1,1,1,0,100.0,0,0,1,1.0,0,1,0,140.0,2146.5372434156006,350
4,2,3,1,1,0,0,0,110.0,1,0,0,0.3333333333333333,0,1,0,140.0,4656.840423319651,2000
1,2,3,3,1,1,1,0,160.0,0,1,0,1.0,0,1,0,140.0,2146.5372434156006,1800
4,2,3,1,1,0,0,0,110.0,1,0,0,0.3333333333333333,0,1,0,140.0,4656.840423319651,2000
1,2,2,1,1,0,0,0,120.0,0,1,0,0.5,0,1,0,140.0,2146.5372434156006,1200
7,2,3,1,1,0,0,0,150.0,1,0,0,0.3333333333333333,0,1,0,140.0,3492.732901217207,250
1,2,2,2,1,1,1,1,130.0,0,1,0,1.0,0,1,0,140.0,2146.5372434156006,1450
1,1,4,2,0,1,1,0,140.0,0,0,1,0.5,0,0,0,140.0,2146.5372434156006,200
1,2,2,2,0,0,1,0,45.0,0,0,1,1.0,0,0,0,140.0,2146.5372434156006,350
1,1,2,2,1,1,1,0,140.0,0,1,0,1.0,1,0,0,140.0,2146.5372434156006,2000
1,1,3,2,2,0,1,1,150.0,0,0,1,0.6666666666666666,2,0,0,140.0,2146.5372434156006,700
1,2,3,2,2,1,1,0,165.0,0,1,0,0.6666666666666666,0,2,0,140.0,2146.5372434156006,1450
1,1,3,3,1,1,1,0,175.0,0,0,1,1.0,1,0,0,140.0,2146.5372434156006,650
1,2,2,2,1,0,1,0,130.0,0,1,0,1.0,0,1,0,140.0,2146.5372434156006,950
1,2,3,3,2,1,1,1,175.0,0,0,1,1.0,0,2,0,140.0,2146.5372434156006,600
1,2,3,3,1,1,1,1,175.0,0,0,1,1.0,0,1,0,140.0,2146.5372434156006,550
1,1,3,2,1,0,0,0,140.0,0,0,1,0.6666666666666666,1,0,0,140.0,2146.5372434156006,600
1,1,3,2,1,0,0,0,140.0,0,0,1,0.6666666666666666,1,0,0,140.0,2146.5372434156006,650
1,2,2,1,1,1,0,0,140.0,0,0,1,0.5,0,1,0,140.0,2146.5372434156006,400
1,1,1,1,0,0,0,0,140.0,0,0,1,1.0,0,0,0,140.0,2146.5372434156006,350
1,2,3,2,1,1,1,0,160.0,0,0,1,0.6666666666666666,0,1,0,140.0,2146.5372434156006,600
7,2,3,2,0,0,1,0,120.0,1,0,0,0.6666666666666666,0,0,0,140.0,3492.732901217207,280
3,1,1,1,0,0,1,0,140.0,0,1,0,1.0,0,0,0,140.0,4539.024717924195,1200
1,2,2,2,1,1,1,0,100.0,0,1,0,1.0,0,1,0,140.0,2146.5372434156006,1400
1,1,3,3,1,1,1,1,170.0,0,0,1,1.0,1,0,0,140.0,2146.5372434156006,800
7,1,4,2,1,0,1,0,160.0,1,0,0,0.5,1,0,0,140.0,3492.732901217207,400
1,2,4,2,2,1,0,0,157.0,0,1,0,0.5,0,2,0,140.0,2146.5372434156006,1400
2,1,2,1,0,0,0,0,140.0,0,1,0,0.5,0,0,0,140.0,3026.3582534092375,850
4,3,3,2,2,1,1,0,156.0,1,0,0,0.6666666666666666,0,0,2,140.0,4656.840423319651,3800
1,2,2,2,0,0,0,0,140.0,0,0,1,1.0,0,0,0,140.0,2146.5372434156006,450
4,1,3,2,0,1,1,0,128.0,0,1,0,0.6666666666666666,0,0,0,140.0,4656.840423319651,1500
4,2,3,2,1,0,1,0,135.0,1,0,0,0.6666666666666666,0,1,0,140.0,4656.840423319651,2000
1,2,3,2,2,0,1,0,150.0,0,1,0,0.6666666666666666,0,2,0,140.0,2146.5372434156006,1500
7,2,4,2,2,1,1,0,165.0,1,0,0,0.5,0,2,0,140.0,3492.732901217207,300
1,1,3,1,1,1,1,1,135.0,0,0,1,0.3333333333333333,1,0,0,140.0,2146.5372434156006,700
1,1,3,3,1,1,1,1,160.0,0,0,1,1.0,1,0,0,140.0,2146.5372434156006,700
4,1,1,1,0,0,1,0,140.0,0,1,0,1.0,0,0,0,140.0,4656.840423319651,900
1,2,3,2,1,1,1,0,120.0,0,0,1,0.6666666666666666,0,1,0,140.0,2146.5372434156006,500
1,2,2,1,1,0,0,0,120.0,0,0,1,0.5,0,1,0,140.0,2146.5372434156006,400
1,1,1,1,0,1,0,0,140.0,0,0,1,1.0,0,0,0,140.0,2146.5372434156006,450
4,1,3,1,0,0,0,0,140.0,0,1,0,0.3333333333333333,0,0,0,140.0,4656.840423319651,1600
1,2,3,2,1,0,0,0,140.0,0,1,0,0.6666666666666666,0,1,0,140.0,2146.5372434156006,1500
3,2,3,3,2,1,1,0,175.0,0,1,0,1.0,0,2,0,140.0,4539.024717924195,2000
1,2,3,2,1,1,1,0,160.0,0,0,1,0.6666666666666666,0,1,0,140.0,2146.5372434156006,600
1,1,3,2,2,1,1,1,160.0,0,0,1,0.6666666666666666,2,0,0,140.0,2146.5372434156006,250
1,2,3,3,3,1,1,1,184.0,0,0,1,1.0,0,3,0,140.0,2146.5372434156006,750
1,2,2,1,0,0,1,0,100.0,0,1,0,0.5,0,0,0,140.0,2146.5372434156006,1600
5,2,3,1,0,0,0,0,80.0,1,0,0,0.3333333333333333,0,0,0,140.0,3798.9405590217193,1700
5,2,2,1,0,0,0,0,80.0,1,0,0,0.5,0,0,0,140.0,3798.9405590217193,1700
1,1,2,2,1,0,1,0,140.0,0,1,0,1.0,1,0,0,140.0,2146.5372434156006,500
1,2,3,1,2,0,0,0,140.0,1,0,0,0.3333333333333333,0,2,0,140.0,2146.5372434156006,270
