city,status,numberRooms,numberBathrooms,numberBalconies,elevator,carParking,heating,houseSpace,PriceType_JOD,PriceType_NIS,PriceType_USD,featurePlus,Bldg_A,Bldg_B,Bldg_C,MedstatusHouseSpace,city_encoded,price
1,1,3,3,1,1,1,0,170.0,0,0,1,1.0,1,0,0,140.0,2333.598953428836,600
1,2,2,2,1,1,1,0,120.0,0,0,1,1.0,0,1,0,140.0,2333.598953428836,400
1,1,3,2,1,1,1,1,200.0,0,0,1,0.6666666666666666,1,0,0,140.0,2333.598953428836,200
1,2,2,1,1,0,0,0,100.0,0,1,0,0.5,0,1,0,140.0,2333.598953428836,1500
1,2,2,1,1,1,1,0,140.0,0,0,1,0.5,0,1,0,140.0,2333.598953428836,350
1,1,3,3,2,1,1,1,170.0,0,0,1,1.0,2,0,0,140.0,2333.598953428836,1200
1,2,2,2,1,0,0,0,140.0,0,0,1,1.0,0,1,0,140.0,2333.598953428836,350
1,1,2,3,1,1,1,0,140.0,0,1,0,1.5,1,0,0,140.0,2333.598953428836,2500
1,1,1,1,1,1,1,1,140.0,0,0,1,1.0,1,0,0,140.0,2333.598953428836,400
1,2,3,3,1,1,1,0,180.0,0,0,1,1.0,0,1,0,140.0,2333.598953428836,600
4,1,3,2,0,0,1,0,150.0,0,1,0,0.6666666666666666,0,0,0,140.0,5815.705306290697,2500
4,2,2,1,1,0,0,0,140.0,1,0,0,0.5,0,1,0,140.0,5815.705306290697,1000
1,2,2,2,1,0,0,0,120.0,0,1,0,1.0,0,1,0,140.0,2333.598953428836,1400
1,2,2,1,1,1,1,0,130.0,0,1,0,0.5,0,1,0,140.0,2333.598953428836,1500
1,1,3,2,1,1,1,0,140.0,0,0,1,0.6666666666666666,1,0,0,140.0,2333.598953428836,600
4,3,4,3,0,1,1,0,160.0,1,0,0,0.75,0,0,0,140.0,5815.705306290697,3000
1,1,3,2,1,1,1,1,150.0,0,0,1,0.6666666666666666,1,0,0,140.0,2333.598953428836,700
1,1,2,2,1,1,1,1,150.0,0,0,1,1.0,1,0,0,140.0,2333.598953428836,700
1,1,3,2,1,1,1,0,150.0,0,0,1,0.6666666666666666,1,0,0,140.0,2333.598953428836,550
1,1,3,3,0,1,1,1,140.0,0,0,1,1.0,0,0,0,140.0,2333.598953428836,600
1,2,3,3,2,1,1,0,145.0,0,1,0,1.0,0,2,0,140.0,2333.598953428836,2000
1,1,2,1,1,0,0,0,140.0,0,1,0,0.5,1,0,0,140.0,2333.598953428836,350
3,2,4,1,1,0,0,0,120.0,1,0,0,0.25,0,1,0,140.0,3536.5000093154104,300
3,1,1,1,0,0,0,0,140.0,0,1,0,1.0,0,0,0,140.0,3536.5000093154104,600
1,1,3,1,0,0,0,0,150.0,0,1,0,0.3333333333333333,0,0,0,140.0,2333.598953428836,320
1,2,2,2,2,1,1,0,150.0,0,1,0,1.0,0,2,0,140.0,2333.598953428836,1000
4,1,2,1,0,0,0,0,100.0,1,0,0,0.5,0,0,0,140.0,5815.705306290697,2000
1,2,3,3,1,1,1,0,150.0,0,0,1,1.0,0,1,0,140.0,2333.598953428836,650
1,1,2,1,1,0,0,0,110.0,0,1,0,0.5,1,0,0,140.0,2333.598953428836,350
1,2,3,3,1,1,1,0,165.0,0,0,1,1.0,0,1,0,140.0,2333.598953428836,600
1,1,1,1,0,0,0,0,140.0,0,0,1,1.0,0,0,0,140.0,2333.598953428836,350
7,2,2,3,0,0,0,0,110.0,1,0,0,1.5,0,0,0,140.0,2171.3412307558096,200
1,1,3,2,0,1,1,0,140.0,0,0,1,0.6666666666666666,0,0,0,140.0,2333.598953428836,550
1,2,3,3,1,1,1,1,160.0,0,0,1,1.0,0,1,0,140.0,2333.598953428836,550
1,1,2,1,1,0,0,0,125.0,0,0,1,0.5,1,0,0,140.0,2333.598953428836,400
1,2,3,2,0,0,1,0,120.0,0,1,0,0.6666666666666666,0,0,0,140.0,2333.598953428836,1100
1,2,1,1,0,1,1,1,20.0,0,1,0,1.0,0,0,0,140.0,2333.598953428836,800
1,1,3,2,0,0,0,0,140.0,0,0,1,0.6666666666666666,0,0,0,140.0,2333.598953428836,600
1,1,3,2,1,1,1,1,180.0,0,0,1,0.6666666666666666,1,0,0,140.0,2333.598953428836,700
1,1,2,2,0,1,1,0,95.0,0,0,1,1.0,0,0,0,140.0,2333.598953428836,600
1,2,2,2,1,0,0,0,100.0,0,0,1,1.0,0,1,0,140.0,2333.598953428836,350
1,2,2,2,1,1,1,0,150.0,0,0,1,1.0,0,1,0,140.0,2333.598953428836,450
1,2,2,2,1,1,1,0,130.0,0,0,1,1.0,0,1,0,140.0,2333.598953428836,400
1,2,3,3,1,1,1,0,180.0,0,0,1,1.0,0,1,0,140.0,2333.598953428836,600
1,2,1,1,1,0,0,0,140.0,0,1,0,1.0,0,1,0,140.0,2333.598953428836,1100
1,2,3,2,1,1,1,1,160.0,0,0,1,0.6666666666666666,0,1,0,140.0,2333.598953428836,600
4,2,2,1,0,0,0,0,90.0,1,0,0,0.5,0,0,0,140.0,5815.705306290697,1400
1,2,2,1,0,0,1,0,100.0,0,1,0,0.5,0,0,0,140.0,2333.598953428836,300
1,2,3,3,0,1,1,0,150.0,0,0,1,1.0,0,0,0,140.0,2333.598953428836,450
1,2,2,1,1,0,0,0,100.0,0,1,0,0.5,0,1,0,140.0,2333.598953428836,1250
4,1,3,2,1,1,1,0,135.0,0,1,0,0.6666666666666666,1,0,0,140.0,5815.705306290697,650
3,2,2,2,0,0,1,1,140.0,0,1,0,1.0,0,0,0,140.0,3536.5000093154104,1100
4,2,3,1,0,0,0,0,130.0,1,0,0,0.3333333333333333,0,0,0,140.0,5815.705306290697,2500
1,1,1,1,1,1,1,1,75.0,0,0,1,1.0,1,0,0,140.0,2333.598953428836,500
2,3,2,1,0,0,1,0,50.0,0,1,0,0.5,0,0,0,140.0,2821.7891397906947,900
1,1,3,2,1,1,1,1,160.0,0,0,1,0.6666666666666666,1,0,0,140.0,2333.598953428836,700
1,1,1,1,0,1,0,0,140.0,0,0,1,1.0,0,0,0,140.0,2333.598953428836,450
1,1,3,2,1,1,1,0,140.0,0,0,1,0.6666666666666666,1,0,0,140.0,2333.598953428836,700
1,2,1,1,0,0,0,0,40.0,0,1,0,1.0,0,0,0,140.0,2333.598953428836,1300
1,1,3,2,2,1,1,0,150.0,0,0,1,0.6666666666666666,2,0,0,140.0,2333.598953428836,700
1,2,3,1,1,1,1,0,150.0,0,0,1,0.3333333333333333,0,1,0,140.0,2333.598953428836,450
1,1,3,2,1,1,1,1,140.0,0,0,1,0.6666666666666666,1,0,0,140.0,2333.598953428836,700
1,1,3,3,1,1,1,0,180.0,0,0,1,1.0,1,0,0,140.0,2333.598953428836,750
1,2,3,2,1,1,1,1,150.0,0,0,1,0.6666666666666666,0,1,0,140.0,2333.598953428836,450
1,1,1,1,0,0,0,0,140.0,0,0,1,1.0,0,0,0,140.0,2333.598953428836,300
1,2,2,2,1,1,0,0,140.0,0,0,1,1.0,0,1,0,140.0,2333.598953428836,500
1,2,3,2,1,1,1,0,136.0,0,1,0,0.6666666666666666,0,1,0,140.0,2333.598953428836,1200
1,2,3,3,0,1,1,0,150.0,0,1,0,1.0,0,0,0,140.0,2333.598953428836,1800
1,2,2,1,0,0,0,0,140.0,0,1,0,0.5,0,0,0,140.0,2333.598953428836,1300
3,2,2,2,2,1,1,0,130.0,0,1,0,1.0,0,2,0,140.0,3536.5000093154104,2200
1,1,2,1,1,0,0,0,140.0,0,1,0,0.5,1,0,0,140.0,2333.598953428836,1300
1,1,3,2,1,0,1,0,170.0,0,1,0,0.6666666666666666,1,0,0,140.0,2333.598953428836,350
4,1,3,2,0,0,1,1,147.0,0,1,0,0.6666666666666666,0,0,0,140.0,5815.705306290697,2500
1,1,1,1,1,1,0,0,35.0,0,0,1,1.0,1,0,0,140.0,2333.598953428836,300
1,2,3,1,1,1,0,0,135.0,0,1,0,0.3333333333333333,0,1,0,140.0,2333.598953428836,1700
1,1,1,1,0,1,1,0,45.0,0,0,1,1.0,0,0,0,140.0,2333.598953428836,450
5,2,3,2,1,0,1,0,135.0,1,0,0,0.6666666666666666,0,1,0,140.0,4478.363052834173,2800
1,2,3,1,1,0,0,0,130.0,0,1,0,0.3333333333333333,0,1,0,140.0,2333.598953428836,1250
5,2,4,2,1,1,1,0,140.0,0,1,0,0.5,0,1,0,140.0,4478.363052834173,1300
1,1,3,1,2,0,0,0,130.0,0,1,0,0.3333333333333333,2,0,0,140.0,2333.598953428836,1000
1,2,3,2,1,0,1,0,140.0,0,1,0,0.6666666666666666,0,1,0,140.0,2333.598953428836,2000
1,1,3,2,1,1,1,1,135.0,0,0,1,0.6666666666666666,1,0,0,140.0,2333.598953428836,750
1,2,3,2,1,1,1,0,160.0,0,0,1,0.6666666666666666,0,1,0,140.0,2333.598953428836,600
1,2,3,3,2,1,1,0,155.0,0,1,0,1.0,0,2,0,140.0,2333.598953428836,1450
4,3,4,2,2,0,1,0,150.0,1,0,0,0.5,0,0,2,140.0,5815.705306290697,2500
1,2,3,3,2,1,1,0,170.0,0,0,1,1.0,0,2,0,140.0,2333.598953428836,450
1,1,3,3,0,1,1,0,140.0,0,0,1,1.0,0,0,0,140.0,2333.598953428836,700
1,3,3,3,1,1,1,1,160.0,0,0,1,1.0,0,0,1,140.0,2333.598953428836,600
1,3,3,2,1,1,1,1,140.0,0,0,1,0.6666666666666666,0,0,1,140.0,2333.598953428836,550
1,2,3,2,1,1,1,0,140.0,0,1,0,0.6666666666666666,0,1,0,140.0,2333.598953428836,1600
1,2,3,3,2,1,1,0,175.0,0,0,1,1.0,0,2,0,140.0,2333.598953428836,450
1,2,2,1,1,1,1,0,140.0,0,0,1,0.5,0,1,0,140.0,2333.598953428836,350
3,1,1,2,0,0,1,0,140.0,0,1,0,2.0,0,0,0,140.0,3536.5000093154104,1300
1,2,3,2,3,0,0,0,140.0,0,1,0,0.6666666666666666,0,3,0,140.0,2333.598953428836,1100
4,2,3,2,3,1,1,1,230.0,1,0,0,0.6666666666666666,0,3,0,140.0,5815.705306290697,3700
4,1,3,2,1,1,1,0,115.0,0,1,0,0.6666666666666666,1,0,0,140.0,5815.705306290697,2100
1,1,2,2,0,1,1,1,100.0,0,1,0,1.0,0,0,0,140.0,2333.598953428836,2800
1,1,1,1,0,1,1,1,65.0,0,0,1,1.0,0,0,0,140.0,2333.598953428836,550
1,1,3,2,1,1,1,1,180.0,0,0,1,0.6666666666666666,1,0,0,140.0,2333.598953428836,650
1,1,3,2,1,1,1,0,160.0,0,0,1,0.6666666666666666,1,0,0,140.0,2333.598953428836,600
1,2,3,2,1,1,1,0,160.0,0,0,1,0.6666666666666666,0,1,0,140.0,2333.598953428836,450
1,1,2,2,1,1,1,1,160.0,0,0,1,1.0,1,0,0,140.0,2333.598953428836,1100
1,1,2,1,1,0,0,0,120.0,0,0,1,0.5,1,0,0,140.0,2333.598953428836,400
1,2,2,2,1,1,1,0,125.0,0,0,1,1.0,0,1,0,140.0,2333.598953428836,450
1,2,3,2,1,1,1,0,160.0,0,0,1,0.6666666666666666,0,1,0,140.0,2333.598953428836,600
1,1,2,2,0,0,0,0,140.0,0,1,0,1.0,0,0,0,140.0,2333.598953428836,400
4,1,3,2,1,0,0,0,140.0,0,1,0,0.6666666666666666,1,0,0,140.0,5815.705306290697,2500
1,2,2,1,1,1,0,0,135.0,0,1,0,0.5,0,1,0,140.0,2333.598953428836,1500
2,2,3,1,0,0,0,0,140.0,0,1,0,0.3333333333333333,0,0,0,140.0,2821.7891397906947,500
7,2,3,1,1,0,1,0,100.0,0,1,0,0.3333333333333333,0,1,0,140.0,2171.3412307558096,1000
7,2,4,1,1,0,1,0,145.0,1,0,0,0.25,0,1,0,140.0,2171.3412307558096,250
1,2,2,1,1,0,0,0,140.0,0,1,0,0.5,0,1,0,140.0,2333.598953428836,1200
5,2,3,2,0,1,1,0,145.0,1,0,0,0.6666666666666666,0,0,0,140.0,4478.363052834173,3500
5,2,3,2,2,1,1,0,145.0,1,0,0,0.6666666666666666,0,2,0,140.0,4478.363052834173,3500
4,2,3,1,0,0,0,0,70.0,1,0,0,0.3333333333333333,0,0,0,140.0,5815.705306290697,1800
1,1,1,1,0,1,0,0,140.0,0,0,1,1.0,0,0,0,140.0,2333.598953428836,450
1,1,1,1,0,0,0,0,140.0,0,1,0,1.0,0,0,0,140.0,2333.598953428836,400
1,2,2,2,1,1,1,0,140.0,0,0,1,1.0,0,1,0,140.0,2333.598953428836,1400
1,1,1,1,0,0,0,0,140.0,0,1,0,1.0,0,0,0,140.0,2333.598953428836,1200
4,2,3,2,2,0,1,0,160.0,1,0,0,0.6666666666666666,0,2,0,140.0,5815.705306290697,2800
1,2,4,1,1,0,0,0,140.0,0,1,0,0.25,0,1,0,140.0,2333.598953428836,450
1,1,1,1,0,0,0,0,140.0,0,0,1,1.0,0,0,0,140.0,2333.598953428836,300
1,2,3,2,1,1,1,1,150.0,0,0,1,0.6666666666666666,0,1,0,140.0,2333.598953428836,500
1,2,3,2,1,1,1,1,160.0,0,0,1,0.6666666666666666,0,1,0,140.0,2333.598953428836,550
1,1,3,3,1,1,1,1,175.0,0,0,1,1.0,1,0,0,140.0,2333.598953428836,600
1,2,3,2,0,1,1,1,170.0,0,0,1,0.6666666666666666,0,0,0,140.0,2333.598953428836,500
1,1,1,1,1,0,0,0,140.0,0,1,0,1.0,1,0,0,140.0,2333.598953428836,1400
1,1,2,2,1,0,0,0,140.0,0,1,0,1.0,1,0,0,140.0,2333.598953428836,300
1,1,3,2,0,0,0,0,140.0,0,0,1,0.6666666666666666,0,0,0,140.0,2333.598953428836,700
1,2,3,3,1,1,1,0,140.0,0,0,1,1.0,0,1,0,140.0,2333.598953428836,600
1,2,3,2,2,1,1,0,145.0,0,0,1,0.6666666666666666,0,2,0,140.0,2333.598953428836,500
1,1,3,1,0,0,0,0,120.0,0,0,1,0.3333333333333333,0,0,0,140.0,2333.598953428836,450
1,1,3,2,1,1,1,0,150.0,0,0,1,0.6666666666666666,1,0,0,140.0,2333.598953428836,700
1,2,3,2,0,0,1,0,150.0,0,0,1,0.6666666666666666,0,0,0,140.0,2333.598953428836,500
4,2,3,1,1,0,0,0,135.0,1,0,0,0.3333333333333333,0,1,0,140.0,5815.705306290697,2000
1,2,3,3,1,1,1,0,130.0,0,1,0,1.0,0,1,0,140.0,2333.598953428836,1500
2,2,3,3,1,1,0,0,135.0,0,1,0,1.0,0,1,0,140.0,2821.7891397906947,1800
1,2,2,2,2,1,1,1,125.0,0,0,1,1.0,0,2,0,140.0,2333.598953428836,450
1,2,3,2,1,0,0,0,140.0,0,1,0,0.6666666666666666,0,1,0,140.0,2333.598953428836,1200
1,2,3,2,1,0,0,0,140.0,0,1,0,0.6666666666666666,0,1,0,140.0,2333.598953428836,1500
1,1,1,1,0,0,0,0,140.0,0,0,1,1.0,0,0,0,140.0,2333.598953428836,400
1,2,2,1,0,0,0,0,140.0,0,1,0,0.5,0,0,0,140.0,2333.598953428836,1500
1,1,4,2,1,0,1,0,160.0,0,1,0,0.5,1,0,0,140.0,2333.598953428836,2000
1,2,3,2,2,0,1,0,160.0,0,1,0,0.6666666666666666,0,2,0,140.0,2333.598953428836,1100
4,2,3,2,3,1,1,1,225.0,1,0,0,0.6666666666666666,0,3,0,140.0,5815.705306290697,3700
4,1,1,1,0,0,0,0,140.0,0,1,0,1.0,0,0,0,140.0,5815.705306290697,1300
1,1,1,1,0,0,0,0,45.0,0,1,0,1.0,0,0,0,140.0,2333.598953428836,1300
4,2,3,2,2,1,1,0,170.0,1,0,0,0.6666666666666666,0,2,0,140.0,5815.705306290697,3500
1,2,3,2,1,1,1,0,150.0,0,0,1,0.6666666666666666,0,1,0,140.0,2333.598953428836,500
1,1,2,1,1,0,0,0,125.0,0,0,1,0.5,1,0,0,140.0,2333.598953428836,400
5,2,4,2,0,0,0,0,130.0,1,0,0,0.5,0,0,0,140.0,4478.363052834173,2000
1,1,3,2,1,1,1,0,140.0,0,0,1,0.6666666666666666,1,0,0,140.0,2333.598953428836,600
1,1,1,1,1,0,0,0,140.0,0,0,1,1.0,1,0,0,140.0,2333.598953428836,400
1,2,3,2,1,0,0,0,140.0,0,1,0,0.6666666666666666,0,1,0,140.0,2333.598953428836,1500
1,1,2,2,2,0,0,0,140.0,0,1,0,1.0,2,0,0,140.0,2333.598953428836,500
1,2,2,2,1,1,1,0,150.0,0,0,1,1.0,0,1,0,140.0,2333.598953428836,450
1,2,3,3,1,1,1,1,170.0,0,0,1,1.0,0,1,0,140.0,2333.598953428836,550
1,1,3,3,1,1,1,0,170.0,0,0,1,1.0,1,0,0,140.0,2333.598953428836,550
1,1,2,2,0,0,0,0,120.0,0,0,1,1.0,0,0,0,140.0,2333.598953428836,350
1,2,4,3,1,0,1,0,150.0,0,0,1,0.75,0,1,0,140.0,2333.598953428836,600
1,2,2,1,0,0,0,0,140.0,0,1,0,0.5,0,0,0,140.0,2333.598953428836,1300
2,2,4,3,1,1,0,0,135.0,0,1,0,0.75,0,1,0,140.0,2821.7891397906947,1500
1,2,3,3,1,1,1,0,160.0,0,0,1,1.0,0,1,0,140.0,2333.598953428836,600
1,1,3,3,2,1,1,1,190.0,0,0,1,1.0,2,0,0,140.0,2333.598953428836,1000
1,2,2,1,0,0,1,0,125.0,0,1,0,0.5,0,0,0,140.0,2333.598953428836,1200
1,2,3,3,1,1,1,1,170.0,0,0,1,1.0,0,1,0,140.0,2333.598953428836,550
1,2,3,3,1,1,1,0,160.0,0,0,1,1.0,0,1,0,140.0,2333.598953428836,550
1,1,3,3,2,1,1,1,170.0,0,0,1,1.0,2,0,0,140.0,2333.598953428836,950
1,2,2,3,2,0,0,0,125.0,0,0,1,1.5,0,2,0,140.0,2333.598953428836,450
1,2,3,2,2,1,1,1,120.0,0,0,1,0.6666666666666666,0,2,0,140.0,2333.598953428836,500
1,2,3,3,0,1,1,0,160.0,0,1,0,1.0,0,0,0,140.0,2333.598953428836,1700
1,2,2,2,1,1,1,0,125.0,0,0,1,1.0,0,1,0,140.0,2333.598953428836,450
1,2,2,3,2,1,1,0,140.0,0,0,1,1.5,0,2,0,140.0,2333.598953428836,450
1,2,3,2,0,1,1,0,140.0,0,1,0,0.6666666666666666,0,0,0,140.0,2333.598953428836,1600
1,2,3,2,1,1,1,0,160.0,0,0,1,0.6666666666666666,0,1,0,140.0,2333.598953428836,500
1,2,3,3,1,1,1,1,165.0,0,0,1,1.0,0,1,0,140.0,2333.598953428836,600
1,2,3,3,1,1,1,1,180.0,0,0,1,1.0,0,1,0,140.0,2333.598953428836,650
1,2,3,2,0,0,1,0,120.0,0,1,0,0.6666666666666666,0,0,0,140.0,2333.598953428836,1100
1,1,3,2,1,1,1,1,180.0,0,0,1,0.6666666666666666,1,0,0,140.0,2333.598953428836,700
1,2,3,2,1,1,1,0,160.0,0,0,1,0.6666666666666666,0,1,0,140.0,2333.598953428836,600
1,2,3,1,1,0,1,0,140.0,0,1,0,0.3333333333333333,0,1,0,140.0,2333.598953428836,350
1,1,3,2,1,1,1,1,150.0,0,0,1,0.6666666666666666,1,0,0,140.0,2333.598953428836,700
1,1,1,1,0,0,0,0,140.0,0,1,0,1.0,0,0,0,140.0,2333.598953428836,1400
1,2,3,2,1,1,1,0,140.0,0,0,1,0.6666666666666666,0,1,0,140.0,2333.598953428836,500
2,3,3,1,0,0,0,0,140.0,0,1,0,0.3333333333333333,0,0,0,140.0,2821.7891397906947,650
1,1,1,2,0,1,1,0,140.0,0,1,0,2.0,0,0,0,140.0,2333.598953428836,1900
1,2,3,2,1,1,0,0,140.0,0,1,0,0.6666666666666666,0,1,0,140.0,2333.598953428836,1500
1,1,3,3,1,1,0,0,140.0,0,0,1,1.0,1,0,0,140.0,2333.598953428836,600
1,2,3,2,1,1,0,0,140.0,0,1,0,0.6666666666666666,0,1,0,140.0,2333.598953428836,1700
4,1,2,2,2,1,1,1,160.0,0,1,0,1.0,2,0,0,140.0,5815.705306290697,1000
1,2,3,2,2,0,1,0,185.0,0,1,0,0.6666666666666666,0,2,0,140.0,2333.598953428836,1300
2,2,2,2,1,0,0,0,135.0,1,0,0,1.0,0,1,0,140.0,2821.7891397906947,2500
1,2,3,3,1,1,1,1,165.0,0,0,1,1.0,0,1,0,140.0,2333.598953428836,600
1,1,1,1,0,1,1,1,100.0,0,0,1,1.0,0,0,0,140.0,2333.598953428836,400
1,2,3,3,0,1,1,0,170.0,0,0,1,1.0,0,0,0,140.0,2333.598953428836,500
1,2,3,2,2,1,1,0,180.0,0,0,1,0.6666666666666666,0,2,0,140.0,2333.598953428836,550
1,1,3,3,2,1,1,0,180.0,0,0,1,1.0,2,0,0,140.0,2333.598953428836,800
1,2,3,3,0,1,1,0,170.0,0,0,1,1.0,0,0,0,140.0,2333.598953428836,700
1,2,3,2,1,1,1,0,140.0,0,1,0,0.6666666666666666,0,1,0,140.0,2333.598953428836,1800
1,2,2,1,1,1,1,0,140.0,0,0,1,0.5,0,1,0,140.0,2333.598953428836,350
1,2,2,2,1,0,1,1,140.0,0,1,0,1.0,0,1,0,140.0,2333.598953428836,1600
1,1,3,2,1,1,1,0,150.0,0,0,1,0.6666666666666666,1,0,0,140.0,2333.598953428836,600
1,2,3,3,1,1,1,0,160.0,0,0,1,1.0,0,1,0,140.0,2333.598953428836,600
4,3,5,2,2,1,1,1,180.0,1,0,0,0.4,0,0,2,140.0,5815.705306290697,3400
1,1,3,2,1,1,1,0,150.0,0,0,1,0.6666666666666666,1,0,0,140.0,2333.598953428836,700
1,2,3,2,1,1,1,0,160.0,0,0,1,0.6666666666666666,0,1,0,140.0,2333.598953428836,600
1,1,2,2,1,0,0,0,140.0,0,1,0,1.0,1,0,0,140.0,2333.598953428836,300
4,1,2,2,2,0,1,0,160.0,0,1,0,1.0,2,0,0,140.0,5815.705306290697,500
4,3,2,1,1,0,1,0,100.0,1,0,0,0.5,0,0,1,140.0,5815.705306290697,2000
1,1,2,1,1,1,1,0,110.0,0,1,0,0.5,1,0,0,140.0,2333.598953428836,2000
1,2,3,3,1,1,1,0,145.0,0,1,0,1.0,0,1,0,140.0,2333.598953428836,2000
2,1,1,1,0,0,1,0,140.0,0,1,0,1.0,0,0,0,140.0,2821.7891397906947,1200
1,2,2,1,0,0,0,0,140.0,0,1,0,0.5,0,0,0,140.0,2333.598953428836,1000
7,3,2,1,1,0,1,0,75.0,0,1,0,0.5,0,0,1,140.0,2171.3412307558096,700
1,1,3,2,1,0,0,0,150.0,0,1,0,0.6666666666666666,1,0,0,140.0,2333.598953428836,400
1,2,2,1,0,1,1,1,100.0,0,1,0,0.5,0,0,0,140.0,2333.598953428836,1200
1,2,3,2,1,1,0,0,140.0,0,1,0,0.6666666666666666,0,1,0,140.0,2333.598953428836,1250
4,4,3,2,1,1,0,0,120.0,0,1,0,0.6666666666666666,0,0,0,140.0,5815.705306290697,1400
4,2,2,1,1,0,0,0,90.0,1,0,0,0.5,0,1,0,140.0,5815.705306290697,1700
4,3,3,1,0,0,0,0,140.0,1,0,0,0.3333333333333333,0,0,0,140.0,5815.705306290697,1700
1,2,3,3,1,1,1,0,170.0,0,1,0,1.0,0,1,0,140.0,2333.598953428836,2000
1,1,2,2,0,1,1,1,115.0,0,0,1,1.0,0,0,0,140.0,2333.598953428836,500
1,2,2,1,1,0,1,0,130.0,0,1,0,0.5,0,1,0,140.0,2333.598953428836,1200
1,2,3,2,1,1,1,0,140.0,0,1,0,0.6666666666666666,0,1,0,140.0,2333.598953428836,1800
1,2,2,3,2,1,1,0,140.0,0,0,1,1.5,0,2,0,140.0,2333.598953428836,450
1,2,2,2,1,0,1,0,135.0,0,1,0,1.0,0,1,0,140.0,2333.598953428836,1350
1,1,3,3,1,1,1,1,170.0,0,0,1,1.0,1,0,0,140.0,2333.598953428836,650
1,1,2,3,1,1,1,1,160.0,0,0,1,1.5,1,0,0,140.0,2333.598953428836,1100
1,1,1,1,1,0,0,0,140.0,0,1,0,1.0,1,0,0,140.0,2333.598953428836,1400
1,1,3,2,2,1,1,0,160.0,0,0,1,0.6666666666666666,2,0,0,140.0,2333.598953428836,700
1,1,3,3,1,1,1,1,180.0,0,0,1,1.0,1,0,0,140.0,2333.598953428836,1250
1,2,3,2,1,1,1,0,133.0,0,0,1,0.6666666666666666,0,1,0,140.0,2333.598953428836,550
1,2,1,1,0,1,1,0,140.0,0,0,1,1.0,0,0,0,140.0,2333.598953428836,350
1,2,3,1,0,0,0,0,180.0,0,1,0,0.3333333333333333,0,0,0,140.0,2333.598953428836,2000
1,3,3,2,2,1,1,0,165.0,0,1,0,0.6666666666666666,0,0,2,140.0,2333.598953428836,1450
5,2,4,2,1,0,1,0,120.0,1,0,0,0.5,0,1,0,140.0,4478.363052834173,2500
1,1,1,1,1,1,1,1,75.0,0,0,1,1.0,1,0,0,140.0,2333.598953428836,500
1,2,2,2,2,1,1,1,125.0,0,0,1,1.0,0,2,0,140.0,2333.598953428836,450
1,1,2,2,2,1,1,1,125.0,0,0,1,1.0,2,0,0,140.0,2333.598953428836,800
7,3,3,1,1,1,1,0,75.0,0,1,0,0.3333333333333333,0,0,1,140.0,2171.3412307558096,700
1,2,1,1,0,0,0,0,90.0,0,1,0,1.0,0,0,0,140.0,2333.598953428836,800
1,2,2,1,0,0,1,0,100.0,0,1,0,0.5,0,0,0,140.0,2333.598953428836,1000
3,2,3,2,2,1,0,0,140.0,0,0,1,0.6666666666666666,0,2,0,140.0,3536.5000093154104,500
3,2,2,2,1,1,1,0,135.0,0,1,0,1.0,0,1,0,140.0,3536.5000093154104,1700
1,1,2,1,1,1,1,0,140.0,0,0,1,0.5,1,0,0,140.0,2333.598953428836,600
1,1,4,2,1,1,1,1,145.0,0,0,1,0.5,1,0,0,140.0,2333.598953428836,600
4,1,4,2,0,1,1,0,180.0,0,1,0,0.5,0,0,0,140.0,5815.705306290697,1700
1,1,3,2,1,1,0,0,130.0,0,0,1,0.6666666666666666,1,0,0,140.0,2333.598953428836,450
4,1,4,2,2,1,1,0,140.0,0,1,0,0.5,2,0,0,140.0,5815.705306290697,2650
1,2,3,2,2,0,1,1,140.0,0,0,1,0.6666666666666666,0,2,0,140.0,2333.598953428836,800
1,2,2,2,1,1,1,0,140.0,0,1,0,1.0,0,1,0,140.0,2333.598953428836,1400
1,2,3,2,1,1,1,0,140.0,0,1,0,0.6666666666666666,0,1,0,140.0,2333.598953428836,1500
1,2,3,2,1,1,0,0,140.0,0,1,0,0.6666666666666666,0,1,0,140.0,2333.598953428836,1200
1,2,1,1,0,1,1,1,140.0,0,0,1,1.0,0,0,0,140.0,2333.598953428836,350
5,2,3,2,1,0,1,0,150.0,1,0,0,0.6666666666666666,0,1,0,140.0,4478.363052834173,4000
1,2,2,1,1,1,1,0,126.0,0,1,0,0.5,0,1,0,140.0,2333.598953428836,1600
1,2,3,3,2,1,1,0,150.0,0,0,1,1.0,0,2,0,140.0,2333.598953428836,500
1,1,1,1,0,1,1,1,50.0,0,0,1,1.0,0,0,0,140.0,2333.598953428836,550
1,2,3,3,1,1,1,1,170.0,0,0,1,1.0,0,1,0,140.0,2333.598953428836,600
1,1,3,2,1,1,1,1,135.0,0,0,1,0.6666666666666666,1,0,0,140.0,2333.598953428836,650
2,2,3,1,1,0,0,0,140.0,1,0,0,0.3333333333333333,0,1,0,140.0,2821.7891397906947,2200
1,1,3,2,1,1,1,1,140.0,0,0,1,0.6666666666666666,1,0,0,140.0,2333.598953428836,700
1,1,3,2,1,1,1,0,140.0,0,0,1,0.6666666666666666,1,0,0,140.0,2333.598953428836,600
1,2,3,3,1,1,1,0,150.0,0,0,1,1.0,0,1,0,140.0,2333.598953428836,600
