,houseSpace,PriceType_JOD,PriceType_NIS,PriceType_USD,price
2054,140.0,1,0,0,280
2055,160,0,0,1,900
2056,160,1,0,0,400
2057,180,0,0,1,500
2058,140,0,0,1,450
2059,130,0,0,1,600
2060,100,0,1,0,1200
2061,45,0,0,1,500
2062,140.0,0,0,1,500
2063,125,0,1,0,1600
2064,125,0,0,1,400
2065,100,1,0,0,2200
2066,145,0,1,0,2600
2067,110,0,0,1,600
2068,140.0,0,1,0,600
2069,170,0,0,1,600
2070,145,0,0,1,450
2071,170,1,0,0,3800
2072,140.0,0,1,0,1300
2073,140.0,0,0,1,450
2074,140.0,1,0,0,2000
2075,140.0,1,0,0,2500
2076,90,0,0,1,450
2077,110,0,1,0,1400
2078,110,0,1,0,1100
2079,140.0,0,1,0,1400
2080,140.0,0,1,0,1100
2081,120,0,1,0,1500
2082,150,0,1,0,1300
2083,160,0,1,0,1000
2084,145,1,0,0,3500
2085,150,0,1,0,1200
2086,130,0,1,0,2200
2087,130,0,0,1,500
2088,140.0,0,1,0,2000
2089,200,0,0,1,1000
2090,185,0,0,1,750
2091,150,0,0,1,450
2092,140.0,0,1,0,1500
2093,230,1,0,0,4000
2094,140.0,0,1,0,1200
2095,80,0,0,1,400
2096,140.0,0,0,1,600
2097,140.0,0,0,1,600
2098,140.0,0,1,0,600
2099,140.0,0,1,0,2400
2100,145,0,1,0,2000
2101,60,0,1,0,800
2102,125,0,0,1,600
2103,28,0,1,0,1200
2104,130,0,1,0,1500
2105,170,0,0,1,400
2106,100,0,1,0,1000
2107,140.0,0,0,1,800
2108,150,0,1,0,1500
2109,175,1,0,0,4000
2110,100,0,1,0,1800
2111,140.0,0,1,0,300
2112,140.0,0,0,1,400
2113,140.0,0,0,1,300
2114,160,0,0,1,600
2115,140.0,0,0,1,600
2116,140.0,0,0,1,450
2117,60,0,1,0,800
2118,70,0,0,1,350
2119,170,0,0,1,950
2120,120,0,1,0,450
2121,1000,0,1,0,1000
2122,1,0,1,0,650
2123,130,0,0,1,450
2124,140,0,0,1,450
2125,140.0,0,0,1,500
2126,140.0,0,0,1,700
2127,70,0,0,1,350
2128,110,0,1,0,430
2129,120,0,1,0,1200
2130,140.0,0,1,0,1400
2131,115,1,0,0,180
2132,180,0,0,1,1000
2133,140.0,0,1,0,500
2134,100,0,1,0,1300
2135,120,0,0,1,650
2136,16,0,1,0,550
2137,140,0,1,0,2500
2138,110,0,1,0,1000
2139,180,0,1,0,2900
2140,70,0,0,1,550
2141,185,0,1,0,1400
2142,135,0,1,0,1400
2143,60,0,0,1,400
2144,150,0,1,0,2000
2145,180,0,0,1,600
2146,150,1,0,0,3000
2147,110,1,0,0,1700
2148,140,1,0,0,300
2149,45,0,0,1,500
2150,90,1,0,0,80000
2151,120,0,0,1,500
2152,60,0,0,1,500
2153,120,0,1,0,1200
2154,130,0,1,0,1600
2155,140.0,0,0,1,650
2156,140.0,0,0,1,230
2157,100,0,1,0,1000
2158,145,0,0,1,450
2159,140.0,0,0,1,700
2160,140,0,0,1,500
2161,123,0,0,1,1000
2162,90,0,0,1,550
2163,150,0,0,1,750
2164,140.0,0,0,1,450
2165,125,0,1,0,1200
2166,120,0,1,0,800
2167,20,0,0,1,300
2168,140.0,0,1,0,350
2169,140.0,0,1,0,1200
2170,140.0,0,1,0,1300
2171,120,1,0,0,5000
2172,140.0,0,1,0,1400
2173,140.0,0,1,0,1400
2174,140.0,0,0,1,600
2175,140.0,0,1,0,1300
2176,155,0,1,0,700
2177,35,1,0,0,170
2178,82,0,1,0,1000
2179,180,0,0,1,1000
2180,130,0,1,0,1500
2181,130,1,0,0,2500
2182,140,0,0,1,850
2183,140.0,0,0,1,600
2184,140.0,0,1,0,1200
2185,140.0,0,0,1,350
2186,120,0,1,0,1000
2187,140.0,0,0,1,600
2188,140.0,0,0,1,300
2189,100,0,1,0,1100
2190,185,0,1,0,1450
2191,165,0,1,0,1200
2192,90,0,0,1,400
2193,140.0,1,0,0,290
2194,140.0,0,0,1,500
2195,100,0,1,0,1300
2196,170,0,1,0,1200
2197,140.0,1,0,0,60000
2198,150,1,0,0,300
2199,140.0,0,1,0,1200
2200,120,0,1,0,1200
2201,165,0,0,1,1000
2202,150,0,0,1,450
2203,250,0,0,1,1000
2204,150,0,0,1,700
2205,160,0,0,1,600
2206,145,0,1,0,1400
2207,145,0,1,0,2500
2208,140,1,0,0,3000
2209,120,0,1,0,1250
2210,220,0,0,1,800
2211,100,0,1,0,1200
2212,86,0,0,1,550
2213,145,0,0,1,750
2214,90,0,0,1,550
2215,135,1,0,0,2200
2216,140.0,0,1,0,1200
2217,155,1,0,0,2600
2218,90,0,0,1,400
2219,140.0,0,0,1,600
2220,140.0,0,0,1,700
2221,140.0,0,0,1,600
2222,100,1,0,0,2000
2223,160,0,0,1,500
2224,140.0,0,1,0,300
2225,140.0,0,0,1,350
2226,140.0,0,0,1,400
2227,140.0,0,0,1,600
2228,145,0,0,1,500
2229,130,0,1,0,1600
2230,120,1,0,0,300
2231,100,0,0,1,600
2232,140.0,0,1,0,800
2233,120,0,0,1,850
2234,100,0,0,1,700
2235,150,0,1,0,2300
2236,140,1,0,0,3000
2237,110,0,1,0,1000
2238,110,1,0,0,3000
2239,160,1,0,0,400
2240,140.0,0,1,0,1500
2241,180,0,0,1,550
2242,150,0,0,1,450
2243,140.0,0,0,1,400
2244,140.0,0,0,1,450
2245,140.0,0,0,1,1400
2246,90,0,1,0,1500
2247,140.0,1,0,0,400
2248,140.0,0,0,1,700
2249,50,0,1,0,1000
2250,140.0,0,0,1,600
2251,110,1,0,0,40
2252,120,0,1,0,2300
2253,140.0,0,0,1,300
2254,280,0,1,0,1200
2255,160,0,1,0,750
2256,260,0,1,0,2400
2257,130,0,1,0,1200
2258,260,0,1,0,1600
2259,140.0,0,1,0,2500
2260,160,0,1,0,1300
2261,133,0,0,1,600
2262,170,0,0,1,500
2263,140.0,0,1,0,1700
2264,140.0,0,0,1,750
2265,100,1,0,0,1
2266,110,1,0,0,1800
2267,110,0,1,0,1000
2268,140.0,0,1,0,700
2269,140.0,0,0,1,700
2270,140.0,0,1,0,900
2271,140.0,0,1,0,1000
2272,70,0,1,0,700
2273,140,0,1,0,350
2274,100,1,0,0,1700
2275,110,1,0,0,2000
2276,135,0,1,0,1800
2277,175,0,0,1,950
2278,100,1,0,0,2500
2279,185,0,0,1,800
2280,140.0,0,0,1,500
2281,57,0,0,1,400
2282,140.0,0,0,1,800
2283,140.0,0,0,1,500
2284,150,0,0,1,450
2285,150,0,0,1,1000
2286,150,0,0,1,900
2287,155,0,0,1,700
2288,180,0,0,1,1000
2289,130,0,1,0,1000
2290,150,0,0,1,700
2291,70,0,1,0,1200
2292,130,0,0,1,600
2293,140.0,0,1,0,1400
2294,85,0,0,1,450
2295,90,0,0,1,500
2296,140.0,0,1,0,1200
2297,120,0,1,0,1300
2298,110,0,0,1,650
2299,170,1,0,0,250
2300,140.0,0,1,0,550
2301,75,0,0,1,450
2302,140.0,1,0,0,3000
2303,150,1,0,0,2000
2304,80,1,0,0,1500
2305,28,0,1,0,1200
2306,135,0,0,1,500
2307,140.0,0,0,1,500
2308,145,0,1,0,2200
2309,130,0,1,0,500
2310,130,1,0,0,2500
2311,170,0,0,1,600
2312,120,0,0,1,400
2313,200,0,0,1,200
2314,100,0,1,0,1500
2315,140.0,0,0,1,350
2316,170,0,0,1,1200
2317,140.0,0,0,1,350
2318,140,0,1,0,2500
2319,140.0,0,0,1,400
2320,180,0,0,1,600
2321,150,0,1,0,2500
2322,140,1,0,0,1000
2323,120,0,1,0,1400
2324,130,0,1,0,1500
2325,140.0,0,0,1,600
2326,160,1,0,0,3000
2327,150,0,0,1,700
2328,150,0,0,1,700
2329,150,0,0,1,550
2330,140.0,0,0,1,600
2331,145,0,1,0,2000
2332,140.0,0,1,0,350
2333,120,1,0,0,300
2334,140.0,0,1,0,600
2335,150,0,1,0,320
2336,130,1,0,0,140
2337,16,0,1,0,550
2338,150,0,1,0,1000
2339,100,1,0,0,2000
2340,150,0,0,1,650
2341,110,0,1,0,350
2342,165,0,0,1,600
2343,140.0,0,0,1,350
2344,110,1,0,0,200
2345,140,0,0,1,550
2346,160,0,0,1,550
2347,220,0,0,1,600
2348,125,0,0,1,400
2349,120,0,1,0,1100
2350,20,0,1,0,800
2351,140.0,0,0,1,600
2352,180,0,0,1,700
2353,95,0,0,1,600
2354,100,0,0,1,350
2355,150,0,0,1,450
2356,130,0,0,1,400
2357,1,1,0,0,160
2358,180,0,0,1,600
2359,140.0,0,1,0,1100
2360,160,0,0,1,600
2361,90,1,0,0,1400
2362,100,0,1,0,300
2363,150,0,0,1,450
2364,100,0,1,0,1250
2365,150,0,1,0,1700
2366,135,0,1,0,650
2367,140.0,0,1,0,1100
2368,130,1,0,0,2500
2369,75,0,0,1,500
2370,50,0,1,0,900
2371,160,0,0,1,700
2372,140.0,0,0,1,450
2373,140.0,0,0,1,700
2374,40,0,1,0,1300
2375,150,0,0,1,700
2376,150,0,0,1,450
2377,140.0,0,0,1,700
2378,180,0,0,1,750
2379,150,0,0,1,450
2380,140.0,0,0,1,300
2381,205,1,0,0,160
2382,140.0,0,0,1,500
2383,136,0,1,0,1200
2384,150,0,1,0,1800
2385,140.0,0,1,0,1300
2386,140.0,0,0,1,100
2387,130,0,1,0,2200
2388,140.0,0,1,0,1300
2389,170,0,1,0,350
2390,147,0,1,0,2500
2391,35,0,0,1,300
2392,135,0,1,0,1700
2393,45,0,0,1,450
2394,135,1,0,0,2800
2395,140.0,0,1,0,1300
2396,130,0,1,0,1250
2397,140,0,1,0,1300
2398,130,0,1,0,1000
2399,140.0,0,1,0,2000
2400,135,0,0,1,750
2401,160,0,0,1,600
2402,155,0,1,0,1450
2403,150,1,0,0,2500
2404,170,0,0,1,450
2405,140.0,0,0,1,700
2406,160,0,0,1,600
2407,140,0,0,1,550
2408,140.0,0,1,0,1600
2409,175,0,0,1,450
2410,140.0,0,0,1,350
2411,140.0,0,1,0,1300
2412,140.0,0,1,0,1100
2413,230,1,0,0,3700
2414,115,0,1,0,2100
2415,100,0,1,0,2800
2416,65,0,0,1,550
2417,180,0,0,1,650
2418,160,0,0,1,600
2419,160,0,0,1,450
2420,160,0,0,1,1100
2421,120,0,0,1,400
2422,125,0,0,1,450
2423,160,0,0,1,600
2424,140.0,0,1,0,400
2425,140,0,1,0,2500
2426,135,0,1,0,1500
2427,140.0,0,1,0,500
2428,100,0,1,0,1000
2429,145,1,0,0,250
2430,130,0,1,0,18000
2431,150,0,1,0,20000
2432,140.0,0,1,0,1200
2433,145,1,0,0,3500
2434,145,1,0,0,3500
2435,70,1,0,0,1800
2436,140.0,0,0,1,450
2437,140.0,0,1,0,400
2438,140.0,0,0,1,1400
2439,140.0,0,1,0,1200
2440,160,1,0,0,2800
2441,140.0,0,1,0,450
2442,140.0,0,0,1,300
2443,150,0,0,1,500
2444,160,0,0,1,550
2445,175,0,0,1,600
2446,170,0,0,1,500
2447,140.0,0,1,0,1400
2448,140.0,0,1,0,300
2449,140.0,0,0,1,700
2450,140.0,0,0,1,600
2451,145,0,0,1,500
2452,120,0,0,1,450
2453,150,0,0,1,700
2454,150,0,0,1,500
2455,135,1,0,0,2000
2456,130,0,1,0,1500
2457,135,0,1,0,1800
2458,125,0,0,1,450
2459,140.0,0,1,0,1200
2460,140.0,0,1,0,1500
2461,140.0,0,0,1,400
2462,140.0,0,1,0,1500
2463,160,0,1,0,2000
2464,160,0,1,0,1100
2465,225,1,0,0,3700
2466,140.0,0,1,0,1300
2467,45,0,1,0,1300
2468,170,1,0,0,3500
2469,150,0,0,1,500
2470,125,0,0,1,400
2471,130,1,0,0,2000
2472,140.0,0,0,1,600
2473,140.0,0,0,1,400
2474,140,0,1,0,1500
2475,140.0,0,1,0,500
2476,150,0,0,1,450
2477,170,0,0,1,550
2478,170,0,0,1,550
2479,120,0,0,1,350
2480,150,0,0,1,600
2481,140.0,0,1,0,1300
2482,135,0,1,0,1500
2483,160,0,0,1,600
2484,0,0,1,0,900
2485,190,0,0,1,1000
2486,140.0,1,0,0,100
2487,125,0,1,0,1200
2488,170,0,0,1,550
2489,140.0,0,1,0,1000
2490,160,0,0,1,550
2491,170,0,0,1,950
2492,125,0,0,1,450
2493,120,0,0,1,500
2494,160,0,1,0,1700
2495,125,0,0,1,450
2496,140.0,0,0,1,450
2497,140.0,0,1,0,1600
2498,160,0,0,1,500
2499,165,0,0,1,600
2500,180,0,0,1,650
2501,120,0,1,0,1100
2502,180,0,0,1,700
2503,160,0,0,1,600
2504,140.0,0,1,0,350
2505,150,0,0,1,700
2506,140.0,0,1,0,1400
2507,140.0,0,0,1,500
2508,140.0,0,1,0,650
2509,140.0,0,1,0,1900
2510,140.0,0,1,0,1500
2511,140.0,0,0,1,600
2512,140.0,0,1,0,1700
2513,160,0,1,0,1000
2514,185,0,1,0,1300
2515,135,1,0,0,2500
2516,165,0,0,1,600
2517,100,0,0,1,400
2518,170,0,0,1,500
2519,180,0,0,1,550
2520,180,0,0,1,800
2521,170,0,0,1,700
2522,140.0,0,1,0,1800
2523,1,0,0,1,550
2524,140.0,0,0,1,350
2525,140,0,1,0,1600
2526,150,0,0,1,600
2527,160,0,0,1,600
2528,180,1,0,0,3400
2529,150,0,0,1,700
2530,160,0,0,1,600
2531,140.0,0,1,0,300
2532,160,0,1,0,500
2533,100,1,0,0,2000
2534,110,0,1,0,2000
2535,145,0,1,0,2000
2536,140.0,0,1,0,1200
2537,140.0,0,1,0,1000
2538,75,0,1,0,700
2539,150,0,1,0,400
2540,100,0,1,0,1200
2541,140.0,0,1,0,1250
2542,120,0,1,0,1400
2543,90,1,0,0,1700
2544,140.0,1,0,0,1700
2545,170,0,1,0,2000
2546,115,0,0,1,500
2547,130,0,1,0,1200
2548,140.0,0,1,0,1800
2549,140.0,0,0,1,450
2550,135,0,1,0,1350
2551,170,0,0,1,650
2552,160,0,0,1,1100
2553,140.0,0,1,0,1400
2554,160,0,0,1,700
2555,180,0,0,1,1250
2556,133,0,0,1,550
2557,140.0,0,0,1,350
2558,180,0,1,0,2000
2559,165,0,1,0,1450
2560,140.0,0,1,0,2000
2561,120,1,0,0,2500
2562,75,0,0,1,500
2563,125,0,0,1,450
2564,125,0,0,1,800
2565,75,0,1,0,700
2566,90,0,1,0,800
2567,100,0,1,0,1000
2568,145,0,1,0,190000
2569,140,0,0,1,500
2570,135,0,1,0,1700
2571,140.0,0,0,1,600
2572,145,0,0,1,600
2573,180,0,1,0,1700
2574,130,0,0,1,450
2575,140.0,0,1,0,2650
2576,140.0,0,0,1,800
2577,140.0,0,1,0,1400
2578,140.0,0,1,0,1500
2579,140.0,0,1,0,1200
2580,140.0,0,0,1,350
2581,150,1,0,0,4000
2582,126,0,1,0,1600
2583,150,0,0,1,500
2584,50,0,0,1,550
2585,170,0,0,1,600
2586,16,0,1,0,550
2587,135,0,0,1,650
2588,140.0,1,0,0,2200
2589,140.0,0,0,1,700
2590,140.0,0,0,1,600
2591,150,0,0,1,600
2592,160,0,0,1,500
2593,140.0,0,1,0,1600
2594,155,0,1,0,2200
2595,120,0,1,0,1300
2596,140.0,0,1,0,1200
2597,140.0,0,1,0,1100
2598,140.0,0,0,1,500
2599,140.0,0,1,0,1300
2600,170,0,0,1,700
2601,133,0,0,1,450
2602,65,0,1,0,1000
2603,170,0,0,1,700
2604,89,0,1,0,1200
2605,150,1,0,0,3000
2606,140.0,0,0,1,600
2607,140.0,0,1,0,1500
2608,140.0,0,0,1,600
2609,140.0,0,0,1,400
2610,140.0,0,0,1,600
2611,120,0,1,0,1800
2612,180,0,0,1,550
2613,170,0,0,1,1200
2614,175,0,0,1,650
2615,140,0,0,1,500
2616,140,0,0,1,500
2617,120,0,0,1,450
2618,140.0,0,0,1,1800
2619,110,1,0,0,300
2620,175,0,1,0,1200
2621,140.0,0,0,1,350
2622,135,0,1,0,110
2623,140.0,0,1,0,1000
2624,130,0,0,1,700
2625,300,0,1,0,450
2626,133,0,0,1,550
2627,140,0,0,1,500
2628,167,0,1,0,2000
2629,170,0,1,0,1800
2630,140.0,0,1,0,1500
2631,110,0,1,0,1300
2632,190,0,0,1,600
2633,140.0,0,1,0,400
2634,90,0,1,0,1000
2635,140.0,0,1,0,800
2636,140.0,0,0,1,500
2637,140.0,0,1,0,1500
2638,140.0,0,0,1,400
2639,140.0,0,0,1,450
2640,140,0,0,1,900
2641,140,0,0,1,900
2642,160,0,0,1,600
2643,160,0,0,1,600
2644,160,0,0,1,550
2645,140.0,0,1,0,400
2646,150,0,0,1,450
2647,90,0,0,1,400
2648,140.0,0,1,0,375
2649,140.0,0,1,0,1100
2650,140.0,0,1,0,2000
2651,130,0,0,1,450
2652,140.0,0,0,1,450
2653,170,0,0,1,600
2654,175,0,0,1,750
2655,180,0,0,1,750
2656,180,0,0,1,700
2657,165,0,1,0,1200
2658,170,0,0,1,500
2659,140.0,0,0,1,600
2660,140.0,0,0,1,500
2661,120,0,0,1,600
2662,180,0,0,1,1300
2663,140,0,0,1,1000
2664,170,0,0,1,650
2665,180,0,0,1,700
2666,130,0,1,0,1600
2667,140.0,0,1,0,950
2668,109,0,0,1,500
2669,35,0,1,0,800
2670,160,0,0,1,550
2671,125,0,0,1,450
2672,120,0,1,0,1200
2673,60,0,0,1,300
2674,120,0,1,0,800
2675,155,1,0,0,3200
2676,250,0,1,0,2000
2677,175,0,0,1,1000
2678,135,0,1,0,1500
2679,135,0,1,0,1100
2680,120,0,1,0,1300
2681,140.0,0,1,0,400
2682,90,0,0,1,400
2683,140.0,0,1,0,1500
2684,140.0,0,0,1,300
2685,140.0,0,1,0,1200
2686,180,0,0,1,1000
2687,90,0,0,1,400
2688,140.0,0,1,0,400
2689,90,0,0,1,400
2690,100,0,1,0,1000
2691,140,1,0,0,300
2692,155,0,0,1,600
2693,140.0,0,1,0,1000
2694,140.0,0,1,0,1600
2695,150,0,0,1,750
2696,150,0,0,1,900
2697,140.0,0,0,1,450
2698,140.0,0,0,1,500
2699,110,0,0,1,1000
2700,170,0,0,1,500
2701,120,0,1,0,1300
2702,150,0,0,1,500
2703,160,0,0,1,1000
2704,140.0,0,1,0,1200
2705,120,1,0,0,360
2706,140.0,0,1,0,1100
2707,100,0,1,0,1000
2708,135,0,1,0,1200
2709,150,0,1,0,1500
2710,90,0,0,1,400
2711,140.0,0,0,1,450
2712,140.0,0,1,0,1300
2713,160,0,1,0,1000
2714,160,0,0,1,700
2715,90,0,0,1,400
2716,140.0,0,1,0,1400
2717,110,0,0,1,500
2718,100,1,0,0,2500
2719,100,0,0,1,450
2720,135,0,0,1,500
2721,240,0,0,1,700
2722,100,0,1,0,1400
2723,140.0,0,1,0,1400
2724,75,0,1,0,2000
2725,150,1,0,0,2000
2726,200,0,1,0,1499
2727,260,0,1,0,1450
2728,140.0,0,1,0,1500
2729,135,0,1,0,1250
2730,155,0,0,1,600
2731,140.0,0,0,1,350
2732,140.0,0,0,1,450
2733,140.0,0,0,1,600
2734,140.0,0,0,1,350
2735,100,0,1,0,1000
2736,140.0,0,1,0,2000
2737,170,0,1,0,2000
2738,170,0,0,1,550
2739,90,0,0,1,400
2740,140.0,0,0,1,450
2741,120,0,1,0,2000
2742,200,0,0,1,500
2743,120,0,0,1,450
2744,165,0,0,1,600
2745,180,0,0,1,550
2746,170,0,0,1,500
2747,125,0,0,1,700
2748,125,0,0,1,450
2749,170,0,0,1,700
2750,145,0,1,0,1600
2751,150,0,0,1,600
2752,180,0,0,1,700
2753,180,0,0,1,700
2754,90,0,0,1,400
2755,145,0,0,1,500
2756,140.0,0,1,0,300
2757,130,0,1,0,1250
2758,140.0,0,1,0,1400
2759,90,0,0,1,600
2760,170,0,1,0,1500
2761,140.0,0,1,0,1250
2762,190,1,0,0,2000
2763,100,0,1,0,1800
2764,160,1,0,0,3500
2765,110,1,0,0,2800
2766,140.0,0,1,0,1500
2767,140.0,0,0,1,600
2768,100,0,1,0,400
2769,160,0,0,1,700
2770,120,1,0,0,2600
2771,70,0,0,1,600
2772,135,0,0,1,500
2773,140.0,0,0,1,350
2774,175,0,0,1,700
2775,120,0,1,0,2000
2776,175,0,1,0,1500
2777,100,0,1,0,1150
2778,70,0,0,1,350
2779,160,0,0,1,700
2780,170,0,1,0,1500
2781,160,0,0,1,750
2782,160,0,0,1,600
2783,180,0,0,1,950
2784,109,0,0,1,500
2785,140.0,0,1,0,1800
2786,170,0,1,0,1800
2787,180,0,0,1,600
2788,140.0,0,0,1,550
2789,1,0,1,0,400
2790,130,0,1,0,1100
2791,140.0,0,0,1,600
2792,30,0,1,0,1200
2793,120,0,0,1,450
2794,140.0,0,0,1,260
2795,100,1,0,0,150
2796,130,0,0,1,450
2797,140.0,0,0,1,450
2798,170,0,0,1,500
2799,70,0,0,1,340
2800,70,0,1,0,800
2801,160,0,0,1,450
2802,90,0,1,0,1050
2803,70,0,0,1,350
2804,140.0,0,1,0,1400
2805,160,1,0,0,3200
2806,140.0,0,0,1,450
2807,140.0,0,0,1,700
2808,140.0,0,0,1,350
2809,160,0,0,1,1150
2810,100,0,0,1,1249
2811,180,0,0,1,750
2812,155,0,0,1,600
2813,140.0,0,0,1,700
2814,200,0,1,0,2000
2815,140.0,0,1,0,900
2816,155,1,0,0,3000
2817,120,0,1,0,1400
2818,70,1,0,0,1800
2819,120,0,0,1,700
2820,180,0,0,1,180
2821,180,0,0,1,1100
2822,140.0,0,0,1,500
2823,165,0,1,0,1450
2824,140.0,0,1,0,350
2825,145,0,1,0,2500
2826,80,0,1,0,1300
2827,140,0,0,1,450
2828,90,0,0,1,400
2829,120,0,0,1,500
2830,170,0,0,1,250
2831,110,1,0,0,180
2832,2,0,0,1,500
2833,140,0,1,0,1500
2834,140.0,0,1,0,500
2835,140.0,0,1,0,950
2836,140.0,0,1,0,950
2837,170,1,0,0,2500
2838,140.0,0,1,0,250
2839,180,0,0,1,250
2840,80,0,1,0,2000
2841,180,0,1,0,2000
2842,155,0,1,0,1700
2843,140.0,1,0,0,250
2844,140,0,0,1,600
2845,140.0,0,1,0,800
2846,120,0,1,0,1000
2847,270,0,0,1,900
2848,150,0,0,1,500
2849,140.0,0,1,0,400
2850,140.0,0,1,0,450
2851,125,0,0,1,700
2852,190,0,0,1,1300
2853,180,0,0,1,1200
2854,170,0,0,1,450
2855,140.0,0,0,1,400
2856,85,0,0,1,400
2857,140,1,0,0,300
2858,140.0,0,0,1,450
2859,140.0,0,0,1,400
2860,110,0,1,0,1000
2861,165,0,1,0,1200
2862,125,0,1,0,1200
2863,120,0,1,0,2200
2864,130,0,0,1,450
2865,140.0,0,0,1,350
2866,165,1,0,0,3000
2867,170,0,0,1,600
2868,145,0,1,0,1600
2869,130,0,1,0,1600
2870,160,0,0,1,600
2871,160,0,0,1,750
2872,140.0,0,0,1,450
2873,170,0,0,1,950
2874,150,0,0,1,400
2875,70,0,1,0,800
2876,140.0,0,1,0,17000
2877,140,0,0,1,650
2878,150,0,1,0,1600
2879,50,0,0,1,550
2880,100,0,0,1,1099
2881,140.0,0,1,0,500
2882,140.0,0,0,1,700
2883,140.0,0,0,1,400
2884,140.0,0,0,1,600
2885,140.0,0,1,0,1100
2886,130,0,1,0,1250
2887,250,1,0,0,3800
2888,140.0,0,0,1,200
2889,100,1,0,0,1
2890,140.0,0,0,1,450
2891,140.0,0,0,1,450
2892,140.0,0,1,0,1300
2893,140.0,0,0,1,400
2894,140.0,0,0,1,450
2895,110,0,0,1,500
2896,140.0,0,1,0,1200
2897,140.0,1,0,0,1200
2898,150,0,0,1,600
2899,140.0,0,1,0,1200
2900,140.0,0,1,0,1400
2901,150,1,0,0,270
2902,165,1,0,0,4000
2903,170,0,1,0,1300
2904,180,0,1,0,600
2905,140.0,0,1,0,400
2906,110,1,0,0,150
2907,140.0,0,0,1,250
2908,150,0,1,0,1000
2909,200,1,0,0,4000
2910,150,1,0,0,250
2911,150,1,0,0,3000
2912,200,0,1,0,1000
2913,16,0,0,1,500
2914,160,0,0,1,600
2915,140.0,0,0,1,600
2916,150,0,0,1,700
2917,140.0,0,1,0,1400
2918,130,0,0,1,600
2919,130,0,0,1,450
2920,120,0,0,1,500
2921,100,0,0,1,400
2922,140.0,0,0,1,450
2923,70,1,0,0,1800
2924,150,0,1,0,1200
2925,150,0,0,1,1400
2926,180,0,0,1,800
2927,140.0,0,1,0,1100
2928,130,0,1,0,1250
2929,140,0,1,0,2500
2930,140.0,0,1,0,800
2931,140.0,0,0,1,350
2932,140.0,0,1,0,16000
2933,140.0,0,0,1,350
2934,140,0,0,1,450
2935,140,0,0,1,450
2936,100,0,1,0,1300
2937,70,0,0,1,550
2938,70,1,0,0,1800
2939,70,0,0,1,350
2940,140,0,0,1,500
2941,140.0,0,1,0,700
2942,120,0,0,1,500
2943,100,0,1,0,1150
2944,140.0,0,1,0,1500
2945,140.0,0,0,1,450
2946,140.0,0,0,1,400
2947,140.0,0,0,1,400
2948,140.0,0,1,0,800
2949,140,0,0,1,700
2950,40,0,1,0,1200
2951,100,0,1,0,300
2952,140.0,0,1,0,16200
2953,140.0,0,1,0,1200
2954,120,0,1,0,850
2955,160,1,0,0,400
2956,110,0,1,0,1300
2957,120,0,1,0,950
2958,110,0,1,0,1300
2959,140.0,0,1,0,1800
2960,140.0,0,0,1,450
2961,170,0,0,1,600
2962,140,0,0,1,450
2963,100,0,1,0,950
2964,110,0,0,1,500
2965,110,0,1,0,800
2966,165,0,1,0,1200
2967,140,0,1,0,1300
2968,100,1,0,0,2400
2969,150,0,0,1,600
2970,130,0,1,0,1800
2971,140.0,0,1,0,2000
2972,175,0,0,1,700
2973,155,0,1,0,1400
2974,170,0,0,1,600
2975,170,0,0,1,600
2976,160,1,0,0,3800
2977,150,0,0,1,550
2978,150,0,0,1,450
2979,140.0,0,0,1,650
2980,140.0,0,0,1,450
2981,140,0,1,0,1300
2982,130,0,1,0,1400
2983,130,0,0,1,450
2984,163,0,0,1,600
2985,125,0,1,0,700
2986,250,1,0,0,3500
2987,160,0,0,1,550
2988,160,0,1,0,1600
2989,60,0,1,0,1700
2990,170,0,0,1,600
2991,180,0,0,1,700
2992,180,0,0,1,650
2993,180,0,0,1,650
2994,135,0,1,0,2000
2995,170,0,0,1,450
2996,140.0,0,0,1,700
2997,140.0,0,0,1,800
2998,140.0,0,1,0,1200
2999,140.0,0,0,1,700
3000,145,0,0,1,450
3001,110,0,0,1,1000
3002,145,0,0,1,700
3003,80,0,1,0,800
3004,75,0,0,1,500
3005,120,1,0,0,2600
3006,140.0,0,0,1,400
3007,75,0,1,0,1700
3008,80,0,1,0,1250
3009,140.0,0,1,0,400
3010,170,0,0,1,700
3011,183,0,0,1,550
3012,165,0,1,0,2000
3013,140,1,0,0,3500
3014,160,0,0,1,500
3015,140.0,0,0,1,450
3016,120,0,1,0,1400
3017,140.0,0,0,1,600
3018,180,0,0,1,850
3019,120,0,0,1,550
3020,50,0,1,0,850
3021,90,0,1,0,2000
3022,125,1,0,0,80000
3023,140.0,0,1,0,900
3024,165,0,0,1,550
3025,140.0,0,0,1,700
3026,140.0,0,0,1,450
3027,140.0,0,0,1,450
3028,140.0,0,1,0,500
3029,110,1,0,0,2000
3030,145,0,1,0,2000
3031,140.0,0,0,1,650
3032,120,0,1,0,2000
3033,100,0,1,0,1200
3034,140.0,0,1,0,950
3035,140,0,1,0,1700
3036,140.0,0,0,1,450
3037,150,0,0,1,600
3038,125,0,1,0,1250
3039,160,1,0,0,3500
3040,90,0,1,0,600
3041,140.0,0,1,0,1300
3042,120,1,0,0,2200
3043,120,1,0,0,2500
3044,140.0,0,0,1,350
3045,140.0,0,0,1,450
3046,140.0,0,0,1,600
3047,140.0,0,0,1,700
3048,140.0,0,0,1,600
