,houseSpace,PriceType_JOD,PriceType_NIS,PriceType_USD,price
1066,180,0,0,1,550
1067,130,0,0,1,600
1068,144,0,1,0,1400
1069,200,0,0,1,800
1070,140.0,0,1,0,1400
1071,160,0,0,1,1000
1072,150,0,0,1,1000
1073,140,0,0,1,750
1074,160,0,0,1,550
1075,140.0,0,0,1,400
1076,150,0,1,0,1000
1077,140.0,0,1,0,1000
1078,150,0,0,1,550
1079,170,0,1,0,1800
1080,25,0,1,0,1200
1081,130,1,0,0,3000
1082,180,0,0,1,700
1083,140,0,1,0,1400
1084,150,0,0,1,700
1085,140.0,0,0,1,850
1086,140,0,0,1,400
1087,140.0,0,0,1,250
1088,95,0,1,0,1600
1089,160,0,0,1,800
1090,150,0,0,1,600
1091,160,0,0,1,550
1092,140.0,0,0,1,500
1093,140.0,0,0,1,800
1094,140.0,0,0,1,400
1095,160,0,0,1,550
1096,140.0,0,0,1,800
1097,145,1,0,0,3000
1098,135,0,1,0,2200
1099,70,0,0,1,550
1100,85,0,0,1,500
1101,85,0,0,1,550
1102,160,0,0,1,600
1103,140.0,0,0,1,400
1104,60,0,0,1,350
1105,88,0,1,0,1200
1106,170,0,0,1,1100
1107,160,0,1,0,1100
1108,135,0,1,0,1500
1109,140.0,0,1,0,350
1110,170,0,0,1,700
1111,160,0,0,1,700
1112,140.0,0,0,1,600
1113,140.0,0,1,0,1500
1114,170,0,1,0,340
1115,140.0,0,1,0,350
1116,170,0,0,1,800
1117,140.0,0,1,0,1400
1118,140.0,0,0,1,400
1119,140.0,0,1,0,1500
1120,220,0,0,1,600
1121,175,0,0,1,950
1122,140.0,0,0,1,350
1123,140,0,0,1,500
1124,90,0,1,0,1500
1125,120,0,1,0,1200
1126,0,0,1,0,350
1127,100,1,0,0,2500
1128,140.0,0,0,1,900
1129,140.0,0,0,1,600
1130,170,0,0,1,800
1131,130,0,1,0,2000
1132,135,0,0,1,400
1133,160,0,0,1,600
1134,120,0,0,1,500
1135,160,0,0,1,500
1136,140.0,0,1,0,1000
1137,60,0,1,0,650
1138,130,0,0,1,700
1139,140.0,1,0,0,280
1140,140.0,0,0,1,600
1141,125,0,1,0,1600
1142,140.0,0,0,1,400
1143,140.0,0,0,1,500
1144,140.0,0,1,0,300
1145,140.0,0,0,1,700
1146,300,0,0,1,800
1147,140.0,0,0,1,800
1148,130,0,0,1,800
1149,150,0,1,0,1500
1150,170,0,0,1,650
1151,140.0,1,0,0,1500
1152,145,0,0,1,750
1153,150,1,0,0,3000
1154,140,0,0,1,500
1155,140,0,0,1,400
1156,140,0,0,1,400
1157,30,0,0,1,350
1158,100,0,0,1,600
1159,150,0,0,1,800
1160,160,0,1,0,1300
1161,170,0,0,1,700
1162,170,0,0,1,700
1163,140.0,0,0,1,600
1164,140.0,0,1,0,1400
1165,140.0,0,0,1,400
1166,120,0,0,1,450
1167,140.0,0,0,1,300
1168,190,0,0,1,600
1169,140.0,0,1,0,1500
1170,160,0,0,1,550
1171,140.0,0,1,0,1200
1172,120,0,1,0,1200
1173,150,1,0,0,1800
1174,140.0,0,0,1,600
1175,120,0,1,0,2500
1176,140.0,0,0,1,1600
1177,140.0,0,1,0,400
1178,175,0,0,1,700
1179,140.0,1,0,0,1900
1180,140.0,0,1,0,1400
1181,140.0,0,1,0,1200
1182,140.0,0,1,0,1400
1183,100,0,1,0,800
1184,140.0,0,1,0,350
1185,140.0,0,0,1,400
1186,140.0,0,0,1,500
1187,120,0,1,0,370
1188,140.0,0,0,1,350
1189,140.0,0,0,1,400
1190,135,0,0,1,500
1191,138,0,1,0,2500
1192,140.0,0,1,0,3000
1193,140.0,0,0,1,350
1194,140,0,0,1,500
1195,100,0,1,0,850
1196,120,0,1,0,800
1197,420,1,0,0,70000
1198,140.0,0,1,0,350
1199,140.0,0,1,0,400
1200,170,0,1,0,1500
1201,135,0,0,1,500
1202,170,0,0,1,650
1203,150,0,1,0,1300
1204,140.0,0,1,0,1200
1205,140.0,0,1,0,1600
1206,140.0,0,1,0,400
1207,120,0,0,1,800
1208,140.0,0,1,0,1300
1209,140.0,0,0,1,400
1210,140.0,0,0,1,400
1211,140.0,0,0,1,600
1212,140.0,0,0,1,400
1213,140.0,0,1,0,1500
1214,140.0,0,0,1,450
1215,140.0,0,0,1,400
1216,140.0,0,0,1,300
1217,140.0,0,1,0,1500
1218,140.0,0,0,1,850
1219,170,0,0,1,300
1220,140.0,0,0,1,700
1221,140.0,0,0,1,750
1222,140.0,0,1,0,1600
1223,140.0,0,1,0,1000
1224,230,0,0,1,1000
1225,225,0,0,1,700
1226,110,0,1,0,1400
1227,70,0,0,1,600
1228,0,0,1,0,350
1229,140.0,0,0,1,250
1230,100,0,1,0,1500
1231,140.0,0,1,0,1200
1232,140,0,1,0,400
1233,140.0,0,0,1,400
1234,140.0,0,0,1,450
1235,140.0,0,0,1,300
1236,140.0,0,1,0,1400
1237,140,0,1,0,1400
1238,80,0,1,0,600
1239,100,1,0,0,2200
1240,140.0,0,1,0,400
1241,140.0,0,0,1,700
1242,170,0,0,1,500
1243,120,0,1,0,1500
1244,140.0,0,0,1,400
1245,170,0,0,1,500
1246,140.0,0,0,1,400
1247,140.0,0,0,1,450
1248,140.0,0,0,1,500
1249,70,0,0,1,550
1250,30,0,1,0,500
1251,165,0,0,1,550
1252,140.0,0,1,0,1400
1253,140.0,0,1,0,1400
1254,140.0,0,0,1,750
1255,100,0,0,1,400
1256,140.0,0,0,1,400
1257,190,0,0,1,600
1258,122,1,0,0,3000
1259,100,0,1,0,3000
1260,180,0,0,1,800
1261,180,0,1,0,800
1262,45,0,0,1,320
1263,100,0,1,0,850
1264,140,0,1,0,1500
1265,122,1,0,0,3000
1266,140.0,0,0,1,450
1267,130,0,1,0,1600
1268,140.0,0,0,1,450
1269,70,0,0,1,550
1270,140.0,0,1,0,1200
1271,140.0,0,0,1,850
1272,150,0,0,1,750
1273,90,0,0,1,400
1274,120,0,1,0,1500
1275,122,1,0,0,3000
1276,90,0,1,0,1100
1277,140.0,0,1,0,2000
1278,100,0,1,0,900
1279,140,0,0,1,400
1280,140.0,0,0,1,400
1281,140.0,0,0,1,400
1282,140.0,0,0,1,550
1283,130,0,1,0,1500
1284,170,0,1,0,1500
1285,140.0,0,1,0,1300
1286,140.0,0,0,1,450
1287,70,0,0,1,350
1288,140.0,0,0,1,400
1289,140.0,0,1,0,1000
1290,140.0,0,0,1,700
1291,160,0,0,1,850
1292,140.0,0,1,0,600
1293,120,0,1,0,1500
1294,140.0,0,0,1,600
1295,150,0,1,0,850
1296,170,0,0,1,550
1297,170,0,0,1,650
1298,120,0,0,1,500
1299,140.0,0,1,0,1500
1300,140.0,0,0,1,750
1301,140.0,0,1,0,1400
1302,140.0,0,0,1,400
1303,140.0,0,1,0,1400
1304,140,0,0,1,600
1305,150,0,0,1,500
1306,140.0,0,1,0,350
1307,150,0,1,0,1350
1308,150,1,0,0,3000
1309,225,0,0,1,1000
1310,140.0,0,1,0,300
1311,160,0,0,1,700
1312,120,0,0,1,500
1313,140.0,0,1,0,1000
1314,140.0,0,1,0,1500
1315,174,0,1,0,4000
1316,125,1,0,0,3000
1317,170,0,0,1,700
1318,30,1,0,0,170
1319,70,0,1,0,1000
1320,140,0,1,0,1400
1321,130,0,0,1,500
1322,160,0,1,0,1200
1323,140.0,0,1,0,1500
1324,140.0,0,0,1,450
1325,160,0,0,1,550
1326,220,0,1,0,400
1327,125,0,1,0,3000
1328,135,0,1,0,2800
1329,100,0,1,0,1400
1330,150,0,0,1,500
1331,130,0,0,1,400
1332,160,0,0,1,800
1333,90,0,1,0,1400
1334,150,0,0,1,800
1335,120,0,1,0,1400
1336,150,1,0,0,3000
1337,140,0,0,1,900
1338,140.0,0,0,1,800
1339,140.0,0,1,0,1400
1340,170,0,0,1,700
1341,140.0,0,1,0,1400
1342,140.0,0,1,0,1500
1343,120,0,1,0,1350
1344,100,0,1,0,1800
1345,170,0,1,0,850
1346,120,0,0,1,650
1347,100,1,0,0,2300
1348,130,0,1,0,1500
1349,140.0,0,1,0,1500
1350,140.0,0,0,1,750
1351,140.0,0,0,1,550
1352,140.0,0,0,1,800
1353,110,0,0,1,550
1354,140,0,1,0,2000
1355,150,0,1,0,1600
1356,140.0,0,0,1,800
1357,140,0,0,1,500
1358,140.0,0,0,1,800
1359,140.0,0,1,0,1600
1360,140.0,0,0,1,600
1361,100,1,0,0,2000
1362,150,0,1,0,1300
1363,140.0,1,0,0,1200
1364,140.0,1,0,0,1500
1365,40,0,1,0,500
1366,140.0,0,0,1,400
1367,140.0,0,1,0,850
1368,120,0,0,1,600
1369,140,0,0,1,700
1370,140.0,0,0,1,450
1371,130,0,0,1,500
1372,150,0,0,1,1000
1373,150,0,0,1,800
1374,110,0,1,0,1500
1375,140.0,0,0,1,600
1376,140.0,0,0,1,800
1377,140.0,0,0,1,800
1378,130,0,0,1,500
1379,140.0,0,1,0,400
1380,85,0,1,0,1100
1381,150,0,1,0,1500
1382,80,0,1,0,1000
1383,80,0,1,0,1000
1384,120,0,0,1,550
1385,155,1,0,0,5000
1386,50,0,0,1,550
1387,140.0,0,1,0,1500
1388,150,0,1,0,2200
1389,170,0,0,1,650
1390,150,1,0,0,3600
1391,70,0,1,0,800
1392,140.0,0,0,1,700
1393,140.0,0,0,1,550
1394,187,0,0,1,900
1395,150,1,0,0,3000
1396,140.0,0,0,1,400
1397,140.0,0,0,1,400
1398,150,0,0,1,750
1399,110,0,1,0,1100
1400,140.0,0,0,1,400
1401,140.0,0,0,1,450
1402,140.0,0,1,0,1500
1403,70,0,1,0,2000
1404,140,0,1,0,1200
1405,140.0,1,0,0,2200
1406,140,0,0,1,500
1407,140.0,0,0,1,450
1408,115,1,0,0,2800
1409,150,0,0,1,600
1410,135,0,1,0,1200
1411,170,0,0,1,800
1412,140.0,1,0,0,200
1413,124,0,1,0,1700
1414,140,0,0,1,550
1415,140.0,0,0,1,700
1416,140.0,0,1,0,1400
1417,140.0,0,0,1,400
1418,100,0,1,0,900
1419,100,0,1,0,1500
1420,135,0,1,0,2000
1421,165,0,0,1,550
1422,170,0,0,1,650
1423,145,0,1,0,2000
1424,110,0,1,0,1500
1425,70,0,0,1,500
1426,140.0,0,0,1,450
1427,140.0,0,0,1,550
1428,140.0,0,0,1,700
1429,140.0,0,0,1,500
1430,150,0,0,1,800
1431,140.0,0,1,0,850
1432,130,0,1,0,2500
1433,110,0,0,1,450
1434,140,0,0,1,500
1435,140.0,0,0,1,500
1436,140.0,0,1,0,1000
1437,140.0,0,1,0,1400
1438,160,0,0,1,600
1439,120,0,1,0,1000
1440,130,0,0,1,500
1441,150,0,0,1,800
1442,150,0,0,1,650
1443,140.0,0,1,0,1500
1444,140.0,0,0,1,700
1445,140.0,0,0,1,400
1446,145,0,0,1,700
1447,80,0,1,0,2000
1448,155,0,1,0,2999
1449,120,1,0,0,2400
1450,190,0,0,1,700
1451,140,1,0,0,2700
1452,95,0,1,0,1100
1453,140,0,0,1,500
1454,60,0,0,1,500
1455,140.0,0,1,0,1400
1456,100,0,1,0,1700
1457,70,0,0,1,500
1458,107,1,0,0,3000
1459,145,0,1,0,2500
1460,120,0,0,1,550
1461,140.0,0,1,0,400
1462,140.0,0,1,0,450
1463,65,0,0,1,500
1464,145,0,0,1,600
1465,120,0,1,0,2000
1466,130,0,1,0,1500
1467,140.0,0,0,1,800
1468,140.0,0,0,1,450
1469,140.0,0,1,0,1400
1470,120,0,1,0,1500
1471,110,0,1,0,1200
1472,150,0,0,1,450
1473,180,0,0,1,1000
1474,140.0,0,0,1,700
1475,140.0,0,1,0,1400
1476,140.0,0,1,0,1400
1477,120,0,1,0,2300
1478,130,1,0,0,3500
1479,175,0,0,1,700
1480,140.0,0,0,1,250
1481,150,0,0,1,600
1482,170,0,0,1,650
1483,70,0,0,1,500
1484,140.0,0,1,0,1500
1485,140.0,0,0,1,700
1486,100,0,1,0,1500
1487,120,0,1,0,1500
1488,120,0,1,0,1500
1489,110,0,1,0,10800
1490,150,0,1,0,15000
1491,100,0,1,0,850
1492,100,0,0,1,500
1493,180,0,0,1,600
1494,140.0,0,1,0,1200
1495,140.0,0,1,0,1700
1496,100,0,1,0,800
1497,145,0,1,0,2000
1498,120,0,1,0,1500
1499,180,0,0,1,600
1500,110,0,1,0,1200
1501,140,0,1,0,1200
1502,150,0,0,1,500
1503,130,0,0,1,550
1504,120,0,1,0,1700
1505,140.0,0,1,0,1200
1506,190,0,0,1,550
1507,140.0,0,1,0,1600
1508,120,1,0,0,600
1509,120,0,0,1,600
1510,100,0,0,1,500
1511,0,0,0,1,400
1512,140.0,0,1,0,1700
1513,70,0,1,0,600
1514,100,0,0,1,350
1515,140.0,0,0,1,250
1516,50,0,0,1,550
1517,140.0,0,1,0,1500
1518,160,0,0,1,600
1519,150,0,0,1,1000
1520,140.0,0,0,1,250
1521,140.0,0,0,1,350
1522,150,0,0,1,900
1523,140.0,0,0,1,400
1524,140.0,0,1,0,1500
1525,140.0,0,1,0,1100
1526,120,0,0,1,500
1527,180,1,0,0,400
1528,130,1,0,0,2500
1529,160,0,0,1,500
1530,175,0,0,1,650
1531,170,0,1,0,3200
1532,100,1,0,0,2200
1533,120,0,1,0,900
1534,120,0,0,1,500
1535,140.0,0,0,1,350
1536,140.0,1,0,0,1800
1537,120,0,1,0,800
1538,25,0,1,0,1000
1539,140.0,0,0,1,600
1540,140.0,0,1,0,1100
1541,140.0,0,1,0,1200
1542,140.0,0,0,1,650
1543,140.0,0,0,1,400
1544,140,0,1,0,350
1545,140,0,1,0,350
1546,150,0,1,0,1400
1547,25,0,1,0,1000
1548,140.0,0,0,1,500
1549,140.0,0,0,1,550
1550,140.0,0,0,1,550
1551,160,0,0,1,550
1552,80,0,0,1,550
1553,85,0,0,1,500
1554,140.0,0,1,0,1500
1555,140.0,0,0,1,1000
1556,180,0,0,1,750
1557,180,0,0,1,1000
1558,150,0,1,0,1000
1559,140.0,0,0,1,400
1560,100,0,1,0,1400
1561,140.0,0,1,0,1400
1562,140.0,0,0,1,500
1563,140.0,0,1,0,1500
1564,115,0,1,0,1400
1565,140.0,0,1,0,800
1566,140.0,0,1,0,1700
1567,140.0,0,1,0,1400
1568,140.0,0,1,0,1000
1569,140.0,0,1,0,1000
1570,180,0,1,0,500
1571,140.0,0,0,1,450
1572,140.0,0,0,1,550
1573,140.0,0,1,0,1700
1574,120,1,0,0,6000
1575,120,0,1,0,1400
1576,200,0,0,1,350
1577,125,0,0,1,650
1578,120,0,1,0,2300
1579,165,0,0,1,1200
1580,140.0,0,1,0,1250
1581,120,0,1,0,1500
1582,16,0,1,0,550
1583,16,0,1,0,700
1584,140.0,0,0,1,400
1585,140.0,0,0,1,500
1586,145,0,0,1,500
1587,115,0,1,0,1500
1588,115,0,1,0,1500
1589,140.0,0,0,1,550
1590,130,0,1,0,300
1591,140.0,0,1,0,1400
1592,140.0,0,1,0,1400
1593,140.0,0,0,1,600
1594,160,0,0,1,900
1595,200,0,1,0,400
1596,32,0,1,0,1000
1597,70,0,0,1,500
1598,140.0,0,0,1,450
1599,140.0,0,0,1,500
1600,120,0,0,1,400
1601,135,0,0,1,600
1602,140.0,0,0,1,350
1603,140.0,0,0,1,700
1604,140,0,1,0,2000
1605,160,0,1,0,2000
1606,140.0,1,0,0,2500
1607,140.0,0,1,0,350
1608,180,1,0,0,400
1609,90,0,1,0,1200
1610,120,0,0,1,500
1611,60,0,1,0,1200
1612,165,0,0,1,700
1613,120,1,0,0,2700
1614,140.0,0,1,0,1500
1615,170,0,0,1,600
1616,190,0,0,1,1000
1617,130,0,0,1,500
1618,165,0,0,1,900
1619,140.0,0,0,1,700
1620,140.0,0,0,1,350
1621,180,0,0,1,600
1622,140.0,0,1,0,1100
1623,140.0,0,1,0,1500
1624,140.0,0,0,1,400
1625,140.0,0,1,0,600
1626,170,0,0,1,680
1627,145,0,0,1,500
1628,145,0,0,1,500
1629,100,1,0,0,2400
1630,60,1,0,0,1600
1631,160,0,0,1,600
1632,140.0,0,0,1,600
1633,110,0,1,0,10800
1634,140.0,0,1,0,1400
1635,160,0,0,1,600
1636,60,0,1,0,400
1637,140,0,1,0,2500
1638,100,0,1,0,1500
1639,130,0,0,1,430
1640,140.0,0,1,0,800
1641,110,1,0,0,2000
1642,110,1,0,0,2000
1643,140.0,0,1,0,1400
1644,145,0,1,0,2000
1645,145,0,0,1,500
1646,90,0,1,0,1700
1647,150,1,0,0,2500
1648,110,1,0,0,2000
1649,140.0,0,1,0,1500
1650,130,0,1,0,2500
1651,110,0,1,0,1400
1652,140,0,1,0,2100
1653,89,0,1,0,1200
1654,140.0,0,1,0,1500
1655,140.0,0,1,0,1100
1656,140.0,0,0,1,600
1657,140.0,0,1,0,1300
1658,140.0,0,1,0,800
1659,150,0,1,0,1100
1660,155,0,1,0,1450
1661,140.0,0,0,1,230
1662,140.0,0,0,1,600
1663,136,0,1,0,1200
1664,120,0,0,1,430
1665,140.0,0,1,0,800
1666,215,0,0,1,700
1667,85,0,0,1,400
1668,145,0,0,1,450
1669,130,0,0,1,450
1670,140.0,0,0,1,400
1671,50,0,1,0,1100
1672,140.0,0,0,1,500
1673,140.0,0,0,1,750
1674,100,0,1,0,1000
1675,140.0,1,0,0,3300
1676,140.0,1,0,0,2000
1677,155,0,0,1,800
1678,140.0,0,0,1,550
1679,70,0,0,1,550
1680,100,0,0,1,900
1681,140.0,0,1,0,1600
1682,140.0,0,0,1,500
1683,125,0,0,1,400
1684,140.0,0,1,0,1300
1685,140.0,0,0,1,800
1686,140.0,0,1,0,1700
1687,160,1,0,0,2000
1688,140.0,1,0,0,200
1689,80,0,0,1,400
1690,80,0,0,1,550
1691,160,0,0,1,600
1692,140.0,0,0,1,400
1693,200,0,1,0,1000
1694,150,0,1,0,2000
1695,140,0,0,1,900
1696,140,0,0,1,900
1697,200,0,0,1,1000
1698,70,0,0,1,550
1699,155,0,0,1,400
1700,130,0,0,1,400
1701,140.0,0,1,0,1500
1702,130,0,1,0,1500
1703,140.0,0,1,0,850
1704,120,0,1,0,1000
1705,90,1,0,0,3000
1706,145,0,1,0,2000
1707,140,0,0,1,500
1708,140.0,0,1,0,1400
1709,144,0,1,0,1400
1710,170,0,0,1,1000
1711,150,0,1,0,2000
1712,140.0,0,1,0,1100
1713,150,0,0,1,550
1714,160,0,0,1,500
1715,150,0,0,1,400
1716,60,1,0,0,1500
1717,88,1,0,0,2200
1718,140.0,0,0,1,450
1719,150,0,1,0,320
1720,150,0,1,0,1100
1721,85,0,0,1,500
1722,85,0,0,1,550
1723,140.0,0,0,1,450
1724,140.0,0,0,1,400
1725,180,0,0,1,700
1726,160,0,0,1,600
1727,150,0,1,0,1300
1728,100,0,1,0,900
1729,140.0,0,0,1,400
1730,180,0,0,1,550
1731,220,0,0,1,600
1732,80,0,0,1,400
1733,140.0,0,1,0,1000
1734,140.0,0,1,0,1500
1735,140.0,0,0,1,400
1736,135,0,0,1,450
1737,140,0,0,1,600
1738,110,0,1,0,800
1739,95,0,1,0,2000
1740,50,0,0,1,300
1741,140.0,0,0,1,650
1742,140.0,0,0,1,450
1743,170,0,0,1,650
1744,100,0,1,0,1400
1745,160,0,0,1,1000
1746,140.0,0,0,1,450
1747,140.0,0,0,1,800
1748,170,0,0,1,600
1749,90,0,0,1,400
1750,80,0,1,0,1700
1751,160,0,0,1,500
1752,80,0,1,0,1700
1753,160,0,0,1,700
1754,145,0,1,0,1400
1755,220,0,1,0,350
1756,125,0,1,0,1600
1757,140.0,0,0,1,500
1758,170,0,0,1,650
1759,125,0,1,0,1200
1760,155,0,1,0,1200
1761,120,0,1,0,1300
1762,124,0,0,1,500
1763,130,0,0,1,400
1764,150,0,0,1,700
1765,140.0,0,0,1,200
1766,160,0,0,1,700
1767,120,0,1,0,2200
1768,160,1,0,0,3000
1769,140.0,0,1,0,1500
1770,500,1,0,0,800
1771,140,0,0,1,500
1772,155,0,0,1,600
1773,90,0,0,1,550
1774,90,0,0,1,500
1775,150,0,0,1,900
1776,150,0,0,1,900
1777,180,0,0,1,1000
1778,140,0,1,0,1500
1779,70,0,0,1,600
1780,50,0,1,0,1500
1781,130,0,1,0,1500
1782,130,0,0,1,600
1783,140.0,0,1,0,1500
1784,140.0,0,0,1,550
1785,90,0,0,1,450
1786,140.0,0,1,0,1200
1787,40,0,1,0,1400
1788,75,0,0,1,400
1789,85,0,0,1,550
1790,160,0,0,1,600
1791,140.0,1,0,0,1900
1792,150,0,0,1,1000
1793,150,0,0,1,900
1794,120,0,0,1,400
1795,160,0,1,0,1200
1796,140,0,1,0,1600
1797,160,0,0,1,700
1798,30,0,0,1,300
1799,90,0,0,1,400
1800,174,0,0,1,660
1801,110,0,1,0,1800
1802,180,0,0,1,700
1803,170,0,0,1,500
1804,240,0,0,1,700
1805,140,0,0,1,600
1806,130,0,0,1,450
1807,140.0,0,1,0,1400
1808,130,0,0,1,320
1809,140.0,1,0,0,3500
1810,160,0,0,1,700
1811,120,0,1,0,1400
1812,110,0,1,0,1400
1813,140.0,0,0,1,700
1814,85,0,1,0,1600
1815,140.0,0,0,1,700
1816,100,0,1,0,2000
1817,300,0,0,1,600
1818,140.0,0,0,1,750
1819,140.0,0,1,0,1700
1820,60,0,0,1,400
1821,250,0,0,1,500
1822,110,0,0,1,400
1823,80,0,0,1,500
1824,140.0,0,0,1,450
1825,145,0,1,0,2000
1826,140.0,0,0,1,500
1827,125,0,1,0,1500
1828,140.0,0,1,0,2000
1829,140.0,0,0,1,1000
1830,130,0,1,0,2500
1831,145,0,1,0,1670
1832,185,0,0,1,1300
1833,153,0,0,1,1000
1834,120,0,0,1,500
1835,155,0,0,1,650
1836,180,0,0,1,750
1837,180,0,0,1,1000
1838,80,0,0,1,400
1839,140,0,0,1,900
1840,170,0,0,1,950
1841,130,0,0,1,600
1842,140.0,0,0,1,400
1843,145,0,0,1,450
1844,70,0,0,1,550
1845,150,0,1,0,2500
1846,155,0,1,0,1700
1847,135,0,1,0,1500
1848,185,0,1,0,2000
1849,100,0,0,1,900
1850,70,0,0,1,500
1851,230,1,0,0,3500
1852,140.0,1,0,0,2000
1853,160,0,0,1,500
1854,110,1,0,0,2500
1855,170,1,0,0,3500
1856,140.0,0,0,1,500
1857,70,0,0,1,500
1858,180,0,0,1,700
1859,125,0,1,0,1600
1860,140,0,0,1,500
1861,145,1,0,0,3000
1862,149,0,0,1,800
1863,200,0,0,1,1000
1864,28,0,1,0,1200
1865,125,0,1,0,1500
1866,172,0,0,1,700
1867,150,0,0,1,600
1868,100,0,1,0,1400
1869,90,0,1,0,1000
1870,150,0,1,0,310
1871,140.0,0,1,0,600
1872,140.0,0,0,1,650
1873,140.0,0,0,1,500
1874,125,0,1,0,1600
1875,145,0,0,1,500
1876,160,0,0,1,500
1877,100,0,1,0,1200
1878,260,0,1,0,1500
1879,125,0,0,1,400
1880,140.0,0,1,0,1100
1881,140.0,0,1,0,1300
1882,150,0,0,1,500
1883,140.0,1,0,0,4000
1884,170,0,0,1,650
1885,125,0,0,1,400
1886,140.0,0,0,1,450
1887,140.0,0,1,0,1400
1888,125,0,1,0,1600
1889,140.0,0,0,1,500
1890,140.0,0,1,0,500
1891,140.0,0,1,0,1500
1892,130,0,1,0,1200
1893,140,0,1,0,1200
1894,130,1,0,0,2500
1895,150,0,0,1,550
1896,160,0,0,1,700
1897,140.0,0,0,1,230
1898,140.0,0,1,0,1500
1899,0,0,1,0,650
1900,100,0,1,0,1300
1901,150,0,1,0,2000
1902,150,0,0,1,500
1903,450,0,1,0,1500
1904,140.0,0,1,0,1200
1905,140.0,0,1,0,1500
1906,155,0,0,1,350
1907,115,0,1,0,1100
1908,170,0,0,1,500
1909,180,0,0,1,550
1910,145,0,0,1,480
1911,70,0,0,1,550
1912,140.0,0,1,0,350
1913,30,0,0,1,350
1914,140.0,1,0,0,280
1915,80,0,1,0,1000
1916,180,0,0,1,700
1917,200,0,1,0,1300
1918,120,0,0,1,500
1919,140.0,1,0,0,2300
1920,135,0,1,0,1200
1921,120,0,0,1,450
1922,210,0,1,0,800
1923,150,1,0,0,2700
1924,120,0,1,0,2000
1925,50,0,1,0,600
1926,140.0,0,1,0,1400
1927,140.0,0,1,0,1150
1928,100,0,1,0,1300
1929,88,0,1,0,1200
1930,130,0,0,1,500
1931,120,0,1,0,1500
1932,150,0,1,0,15000
1933,140,0,0,1,500
1934,140.0,0,1,0,1100
1935,110,0,1,0,12000
1936,110,1,0,0,180000
1937,140.0,0,1,0,3000
1938,140.0,0,1,0,2500
1939,140.0,0,1,0,1200
1940,140.0,0,0,1,350
1941,165,0,0,1,1100
1942,130,0,1,0,1500
1943,350,0,0,1,800
1944,160,0,0,1,550
1945,135,0,1,0,1400
1946,120,0,0,1,700
1947,140.0,0,0,1,500
1948,120,0,1,0,2300
1949,185,0,0,1,1000
1950,140.0,0,1,0,1500
1951,140.0,0,0,1,800
1952,140.0,0,0,1,700
1953,150,0,0,1,500
1954,150,0,0,1,500
1955,130,0,0,1,600
1956,120,0,1,0,2000
1957,130,0,0,1,1500
1958,130,0,1,0,1100
1959,180,0,0,1,650
1960,110,0,0,1,650
1961,160,0,0,1,650
1962,150,0,0,1,750
1963,200,0,0,1,1000
1964,120,0,1,0,1200
1965,80,0,0,1,400
1966,180,0,0,1,1000
1967,150,0,0,1,950
1968,125,0,1,0,1600
1969,140.0,0,1,0,1300
1970,140.0,0,0,1,700
1971,140.0,0,1,0,1500
1972,150,0,1,0,1000
1973,170,0,1,0,1800
1974,140.0,0,1,0,1700
1975,130,1,0,0,2500
1976,140.0,0,0,1,850
1977,140.0,0,1,0,450
1978,135,0,1,0,1500
1979,170,0,0,1,160
1980,160,0,1,0,600
1981,140.0,0,1,0,1500
1982,140.0,0,1,0,1000
1983,140.0,0,1,0,1300
1984,150,0,1,0,2200
1985,140,0,1,0,1200
1986,70,0,0,1,350
1987,180,1,0,0,260
1988,120,0,1,0,900
1989,190,0,0,1,1300
1990,120,0,0,1,115000
1991,140.0,0,0,1,300
1992,100,0,1,0,1100
1993,100,0,1,0,1200
1994,100,1,0,0,2400
1995,140.0,0,1,0,1300
1996,120,0,1,0,1300
1997,140.0,0,0,1,700
1998,140.0,0,0,1,500
1999,140.0,0,0,1,500
2000,150,0,1,0,1500
2001,160,0,0,1,800
2002,150,1,0,0,3200
2003,115,1,0,0,3000
2004,125,0,1,0,1600
2005,135,0,0,1,600
2006,160,0,0,1,800
2007,140.0,0,1,0,2000
2008,150,0,0,1,700
2009,140.0,0,1,0,600
2010,200,0,1,0,850
2011,80,0,1,0,800
2012,135,0,0,1,350
2013,130,0,1,0,1300
2014,140.0,0,0,1,550
2015,100,0,0,1,400
2016,140.0,0,0,1,175000
2017,50,0,1,0,1200
2018,150,0,1,0,350
2019,165,0,0,1,750
2020,165,0,0,1,650
2021,80,0,0,1,50
2022,180,0,1,0,2000
2023,50,0,0,1,550
2024,160,0,0,1,500
2025,160,0,1,0,1700
2026,130,1,0,0,7000
2027,130,0,0,1,400
2028,210,0,0,1,1400
2029,140.0,0,0,1,600
2030,95,0,0,1,400
2031,140.0,0,0,1,400
2032,120,0,1,0,2000
2033,140.0,1,0,0,2800
2034,140.0,0,1,0,750
2035,130,1,0,0,3300
2036,140.0,0,1,0,1300
2037,140.0,0,1,0,1400
2038,135,0,1,0,2500
2039,140.0,0,0,1,400
2040,0,0,1,0,600
2041,165,0,0,1,450
2042,90,0,1,0,1200
2043,120,0,1,0,2000
2044,140.0,0,0,1,350
2045,100,0,1,0,1100
2046,110,0,1,0,1000
2047,100,0,1,0,1000
2048,130,0,0,1,500
2049,170,0,0,1,600
2050,140.0,0,1,0,1100
2051,165,0,1,0,1400
2052,100,1,0,0,2000
2053,140.0,0,0,1,450
