date,city,status,numberRooms,numberBathrooms,numberBalconies,elevator,carParking,heating,houseSpace,PriceType_JOD,PriceType_NIS,PriceType_USD,featurePlus,status_A,status_B,status_C,status_D,status_E,city_B,city_H,city_J,city_JN,city_JR,city_N,city_Q,city_RB,city_S,city_T,city_TB,MedstatusHouseSpace,city_encoded,price
2020-05-17,1,2,3,2,2,1,1,0,140.0,0,1,0,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1700
2020-05-17,1,1,1,1,0,0,0,0,60.0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,400
2020-05-17,1,2,4,3,2,0,0,0,250.0,0,0,1,0.75,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,500
2020-05-17,1,2,2,2,1,0,0,0,110.0,0,0,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,400
2020-05-17,1,1,1,1,0,1,1,0,80.0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,500
2020-05-17,3,1,2,2,0,0,1,0,140.0,0,0,1,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,140.0,3536.5000093154104,450
2020-05-17,1,2,3,3,1,1,1,0,145.0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,2000
2020-05-17,1,1,1,1,1,1,1,1,140.0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,500
2020-05-17,1,2,2,1,1,1,1,0,125.0,0,1,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1500
2020-05-17,1,1,2,1,1,1,1,0,140.0,0,1,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,2000
2020-05-17,1,1,3,3,2,1,1,1,140.0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1000
2020-05-17,1,1,3,2,1,1,1,0,130.0,0,1,0,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,2500
2020-05-17,1,2,2,2,1,1,1,0,145.0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1670
2020-05-17,1,1,3,3,1,1,1,1,185.0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1300
2020-05-18,1,1,3,3,2,1,1,1,153.0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1000
2020-05-18,1,2,2,2,1,1,1,0,120.0,0,0,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,500
2020-05-18,1,1,3,2,1,1,1,1,155.0,0,0,1,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,650
2020-05-18,1,1,3,3,1,0,1,1,180.0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,750
2020-05-18,1,1,3,3,1,1,1,1,180.0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1000
2020-05-18,1,1,1,1,1,0,1,1,80.0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,400
2020-05-18,1,1,2,2,1,1,1,1,140.0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,900
2020-05-18,1,1,3,2,2,1,1,0,170.0,0,0,1,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,950
2020-05-18,1,1,2,2,1,1,1,0,130.0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,600
2020-05-18,1,1,2,1,1,0,0,0,140.0,0,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,400
2020-05-18,1,2,2,2,1,1,1,0,145.0,0,0,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,450
2020-05-18,1,1,1,1,1,1,1,1,70.0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,550
2020-05-19,7,2,4,2,0,1,0,0,155.0,0,1,0,0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,140.0,2171.3412307558096,1700
2020-05-19,3,2,3,2,1,0,0,0,135.0,0,1,0,0.6666666666666666,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,140.0,3536.5000093154104,1500
2020-05-19,3,2,3,3,1,0,1,0,185.0,0,1,0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,140.0,3536.5000093154104,2000
2020-05-19,1,1,2,2,1,1,1,1,100.0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,900
2020-05-19,1,1,1,1,1,1,1,0,70.0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,500
2020-05-19,4,3,3,3,2,0,0,0,230.0,1,0,0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,140.0,5815.705306290697,3500
2020-05-19,4,3,2,1,0,0,0,0,140.0,1,0,0,0.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,140.0,5815.705306290697,2000
2020-05-19,1,2,3,2,0,1,1,0,160.0,0,0,1,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,500
2020-05-19,5,2,3,2,0,0,0,0,110.0,1,0,0,0.6666666666666666,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,140.0,4478.363052834173,2500
2020-05-19,5,2,3,2,0,0,1,1,170.0,1,0,0,0.6666666666666666,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,140.0,4478.363052834173,3500
2020-05-19,1,1,1,1,1,1,1,1,140.0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,500
2020-05-19,1,1,1,1,1,1,1,0,70.0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,500
2020-05-19,1,2,3,3,1,1,1,1,180.0,0,0,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,700
2020-05-19,1,2,2,1,1,1,1,0,125.0,0,1,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1600
2020-05-19,1,2,3,1,1,0,0,0,140.0,0,0,1,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,500
2020-05-20,2,3,4,2,0,0,0,0,145.0,1,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,140.0,2821.7891397906947,3000
2020-05-20,1,1,2,2,1,0,1,1,149.0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,800
2020-05-20,1,1,3,3,1,1,1,1,200.0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1000
2020-05-20,1,1,1,1,1,1,1,0,28.0,0,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1200
2020-05-20,3,3,3,1,1,0,1,0,125.0,0,1,0,0.3333333333333333,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,140.0,3536.5000093154104,1500
2020-05-20,1,1,3,2,1,1,1,1,172.0,0,0,1,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,700
2020-05-20,1,2,2,2,1,1,1,1,150.0,0,0,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,600
2020-05-20,1,1,2,2,1,0,0,0,100.0,0,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1400
2020-05-21,1,2,2,2,1,1,0,0,90.0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1000
2020-05-20,1,1,3,1,0,0,0,0,150.0,0,1,0,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,310
2020-05-20,5,2,1,1,1,0,0,0,140.0,0,1,0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,140.0,4478.363052834173,600
2020-05-20,1,1,2,2,1,1,1,0,140.0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,650
2020-05-20,1,1,1,1,1,1,1,0,140.0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,500
2020-05-21,1,2,2,1,1,1,0,0,125.0,0,1,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1600
2020-05-21,1,2,3,2,2,1,1,0,145.0,0,0,1,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,500
2020-05-21,1,2,3,1,2,0,1,0,160.0,0,0,1,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,500
2020-05-21,1,2,2,1,0,0,0,0,100.0,0,1,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1200
2020-05-21,1,2,2,2,0,0,1,0,125.0,0,0,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,400
2020-05-21,1,2,2,1,0,1,1,0,140.0,0,1,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1100
2020-05-21,2,1,1,2,0,0,0,0,140.0,0,1,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,140.0,2821.7891397906947,1300
2020-07-05,1,2,3,2,1,1,1,0,150.0,0,0,1,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,500
2020-05-23,4,2,3,2,3,1,1,1,140.0,1,0,0,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,140.0,5815.705306290697,4000
2020-05-23,1,2,3,3,1,1,1,0,170.0,0,0,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,650
2020-05-21,1,1,2,1,1,0,0,0,125.0,0,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,400
2020-05-21,1,2,3,3,1,1,1,0,140.0,0,0,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,450
2020-05-23,1,2,5,1,0,0,0,0,140.0,0,1,0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1400
2020-05-28,1,2,2,1,1,1,0,0,125.0,0,1,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1600
2020-05-23,1,1,1,1,1,1,1,1,140.0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,500
2020-05-27,1,1,1,2,2,0,0,0,140.0,0,1,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,500
2020-05-23,1,2,2,2,1,0,0,0,140.0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1500
2020-05-23,1,2,3,2,1,1,1,0,130.0,0,1,0,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1200
2020-05-23,1,2,2,1,1,0,1,0,140.0,0,1,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1200
2020-05-23,4,2,3,2,1,1,0,0,130.0,1,0,0,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,140.0,5815.705306290697,2500
2020-05-23,1,2,3,3,1,1,1,1,150.0,0,0,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,550
2020-05-23,1,1,3,3,1,1,1,1,160.0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,700
2020-05-23,1,1,3,2,2,1,0,0,140.0,0,0,1,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,230
2020-05-27,7,1,3,1,0,0,0,0,140.0,0,1,0,0.3333333333333333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,140.0,2171.3412307558096,1500
2020-05-27,1,3,2,2,1,1,0,0,100.0,0,1,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1300
2020-05-27,3,1,2,2,2,1,1,0,150.0,0,1,0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,140.0,3536.5000093154104,2000
2020-05-28,1,2,2,1,1,1,1,0,150.0,0,0,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,500
2020-05-27,1,2,2,1,0,0,0,0,140.0,0,1,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1200
2020-05-28,7,1,3,1,0,0,0,0,140.0,0,1,0,0.3333333333333333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,140.0,2171.3412307558096,1500
2020-05-27,1,3,3,3,2,1,1,0,155.0,0,0,1,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,350
2020-05-27,1,2,2,1,1,0,1,0,115.0,0,1,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1100
2020-05-27,1,2,3,3,0,1,1,0,170.0,0,0,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,500
2020-05-27,1,2,3,2,2,1,1,1,180.0,0,0,1,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,550
2020-05-27,1,2,2,2,1,1,1,0,145.0,0,0,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,480
2020-05-27,1,1,1,1,1,1,1,1,70.0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,550
2020-05-27,1,1,2,1,0,0,0,0,140.0,0,1,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,350
2020-05-27,1,1,1,1,0,0,1,0,30.0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,350
2020-05-27,1,2,3,1,0,0,0,0,140.0,1,0,0,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,280
2020-05-27,1,3,3,3,1,1,1,1,180.0,0,0,1,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,700
2020-05-27,1,2,3,1,1,0,1,0,120.0,0,0,1,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,500
2020-05-27,2,2,3,2,0,0,0,0,140.0,1,0,0,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,140.0,2821.7891397906947,2300
2020-05-27,1,2,2,1,1,0,1,0,120.0,0,0,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,450
2020-05-27,2,3,3,2,2,1,0,0,150.0,1,0,0,0.6666666666666666,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,140.0,2821.7891397906947,2700
2020-05-27,1,1,2,2,1,1,0,1,120.0,0,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,2000
2020-05-27,1,2,1,2,0,0,0,0,50.0,0,1,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,600
2020-05-28,1,2,3,2,0,0,0,0,140.0,0,1,0,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1400
2020-05-27,2,1,1,1,0,0,1,0,140.0,0,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,140.0,2821.7891397906947,1150
2020-05-27,4,1,1,1,0,0,1,0,100.0,0,1,0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,140.0,5815.705306290697,1300
2020-05-27,1,2,2,1,1,1,1,0,88.0,0,1,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1200
2020-05-27,1,3,4,2,2,0,1,0,130.0,0,0,1,0.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,500
2021-03-02,7,1,3,1,1,0,0,0,120.0,0,1,0,0.3333333333333333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,140.0,2171.3412307558096,1500
2020-05-27,1,2,3,2,1,1,1,0,140.0,0,0,1,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,500
2020-05-27,4,1,2,1,0,0,0,0,140.0,0,1,0,0.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,140.0,5815.705306290697,1100
2020-05-28,4,1,2,2,1,1,0,0,140.0,0,1,0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,140.0,5815.705306290697,3000
2020-05-27,3,2,3,2,2,1,1,0,140.0,0,1,0,0.6666666666666666,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,140.0,3536.5000093154104,2500
2020-05-27,1,2,2,1,0,0,0,0,140.0,0,1,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1200
2020-05-27,1,1,1,1,0,1,0,0,140.0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,350
2020-05-28,1,1,3,2,0,1,1,1,165.0,0,0,1,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1100
2020-05-28,4,1,3,2,1,1,0,0,130.0,0,1,0,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,140.0,5815.705306290697,1500
2020-05-27,1,2,3,3,1,1,1,1,160.0,0,0,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,550
2020-05-28,1,2,2,2,1,0,0,0,135.0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1400
2020-05-27,1,1,2,2,1,1,1,0,120.0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,700
2020-05-27,1,1,1,1,1,1,1,0,140.0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,500
2020-05-27,4,1,3,2,0,0,0,0,120.0,0,1,0,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,140.0,5815.705306290697,2300
2020-05-30,1,1,3,3,1,1,1,1,185.0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1000
2020-05-27,1,1,2,1,1,1,1,0,140.0,0,1,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1500
2020-05-27,1,1,3,2,2,1,1,0,140.0,0,0,1,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,800
2020-05-27,1,1,3,2,2,1,1,1,140.0,0,0,1,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,700
2020-05-28,1,2,2,2,2,0,1,0,150.0,0,0,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,500
2020-05-27,1,2,3,2,1,1,1,0,150.0,0,0,1,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,500
2020-05-30,1,1,2,2,1,1,1,0,130.0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,600
2020-05-27,1,1,2,2,1,1,0,0,120.0,0,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,2000
2020-05-27,1,2,2,1,1,1,1,0,130.0,0,0,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1500
2020-05-28,7,2,5,3,0,0,0,0,130.0,0,1,0,0.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,140.0,2171.3412307558096,1100
2020-05-28,1,2,3,1,0,1,1,1,180.0,0,0,1,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,650
2020-05-27,1,1,2,1,1,1,1,0,110.0,0,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,650
2020-05-27,1,1,3,2,1,1,1,1,160.0,0,0,1,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,650
2020-05-27,1,1,2,2,1,1,1,1,150.0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,750
2020-05-27,1,1,3,3,1,1,1,1,200.0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1000
2020-05-27,1,2,4,2,0,1,1,0,120.0,0,1,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1200
2020-05-27,1,1,1,1,1,1,1,1,80.0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,400
2020-05-27,1,1,3,3,1,1,1,1,180.0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1000
2020-05-27,1,1,2,2,1,1,1,1,150.0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,950
2020-05-27,1,2,2,1,1,1,1,0,125.0,0,1,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1600
2020-12-06,7,1,1,1,0,0,0,0,140.0,0,1,0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,140.0,2171.3412307558096,1300
2020-06-01,1,1,3,2,1,0,0,0,140.0,0,0,1,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,700
2020-05-27,1,2,3,2,1,0,0,0,140.0,0,1,0,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1500
2020-05-27,5,2,4,2,1,0,1,0,150.0,0,1,0,0.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,140.0,4478.363052834173,1000
2020-05-28,1,2,4,2,2,0,0,0,170.0,0,1,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1800
2020-05-28,1,2,3,2,2,1,1,0,140.0,0,1,0,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1700
2020-05-28,4,2,3,2,1,1,1,0,130.0,1,0,0,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,140.0,5815.705306290697,2500
2020-05-28,1,1,3,2,1,1,1,1,140.0,0,0,1,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,850
2020-05-28,1,1,3,1,0,0,1,0,140.0,0,1,0,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,450
2020-05-28,1,2,3,2,1,1,1,0,135.0,0,1,0,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1500
2020-05-28,1,1,2,1,1,0,1,0,160.0,0,1,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,600
2020-05-28,1,2,2,2,1,1,1,0,140.0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1500
2020-05-28,1,1,1,1,0,0,1,0,140.0,0,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1000
2020-05-28,1,2,2,2,0,0,0,0,140.0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1300
2020-05-28,3,2,3,2,2,0,0,0,150.0,0,1,0,0.6666666666666666,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,140.0,3536.5000093154104,2200
2020-05-28,3,2,3,2,2,0,0,0,140.0,0,1,0,0.6666666666666666,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,140.0,3536.5000093154104,1200
2020-10-11,1,2,1,1,1,1,1,0,70.0,0,0,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,350
2020-06-08,1,2,3,2,1,1,1,0,180.0,1,0,0,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,260
2020-05-28,1,1,2,1,0,1,0,0,120.0,0,1,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,900
2020-05-28,1,1,3,3,1,1,1,1,190.0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1300
2020-05-28,1,1,1,1,0,0,0,0,140.0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,300
2020-05-28,1,2,2,1,1,0,0,0,100.0,0,1,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1100
2020-06-03,1,2,2,1,1,0,0,0,100.0,0,1,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,2333.598953428836,1200
2020-05-28,5,2,2,1,1,0,0,0,100.0,1,0,0,0.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,140.0,4478.363052834173,2400
